data_year,weapon_id,offense_id,nibrs_weapon_id
2023,38,202061481,
2023,38,202061498,
2023,3,202061499,
2023,38,202061509,
2023,38,202061531,
2023,38,202061533,
2023,38,202061546,
2023,38,202061553,
2023,38,202061564,
2023,38,202061569,
2023,38,202061589,
2023,38,206023462,
2023,38,206023465,
2023,38,222953567,
2023,38,206023473,
2023,38,206023474,
2023,38,206023492,
2023,38,206023493,
2023,38,206023505,
2023,38,206023506,
2023,38,222953571,
2023,38,206023509,
2023,38,206023512,
2023,38,206023524,
2023,38,206023528,
2023,38,206023543,
2023,38,206023548,
2023,3,206023550,
2023,38,222953572,
2023,38,206023554,
2023,38,206023575,
2023,38,206023586,
2023,38,209460047,
2023,38,222953574,
2023,3,206023615,
2023,38,206023627,
2023,38,206023629,
2023,38,209460048,
2023,38,209460061,
2023,38,209460063,
2023,38,209460071,
2023,38,209460079,
2023,38,209460084,
2023,38,209460100,
2023,3,209460110,
2023,38,209460114,
2023,38,209460116,
2023,38,209460124,
2023,38,209460125,
2023,38,209460126,
2023,38,209460127,
2023,38,209460131,
2023,38,209460132,
2023,38,209460137,
2023,38,209460143,
2023,21,209565901,
2023,38,209565906,
2023,38,209565910,
2023,38,209565913,
2023,38,209565922,
2023,38,209565926,
2023,38,209565927,
2023,38,209565928,
2023,38,209565929,
2023,21,209565934,
2023,38,211345879,
2023,38,222953577,
2023,3,222953578,
2023,38,211345883,
2023,38,211345884,
2023,38,211345890,
2023,38,211345892,
2023,38,211345895,
2023,38,211345896,
2023,38,211345902,
2023,38,211345906,
2023,3,211434913,
2023,38,211434914,
2023,38,211434916,
2023,41,211434920,
2023,38,211434922,
2023,38,213127032,
2023,38,213127045,
2023,38,213127047,
2023,38,213127054,
2023,38,213127056,
2023,38,213127058,
2023,38,213127061,
2023,38,213127062,
2023,38,213127068,
2023,38,213127079,
2023,38,218026702,
2023,38,213127089,
2023,38,213127102,
2023,38,215272084,
2023,38,215272098,
2023,38,215272100,
2023,38,215272102,
2023,38,222953581,
2023,38,215272110,
2023,38,215272120,
2023,21,215272121,
2023,38,216938642,
2023,3,216938643,
2023,3,216938652,
2023,38,216938657,
2023,38,216938664,
2023,38,216938665,
2023,3,218026707,
2023,38,218026708,
2023,38,218026712,
2023,38,218026724,
2023,38,218026725,
2023,38,218026727,
2023,38,218026728,
2023,38,218026729,
2023,38,218026731,
2023,38,218026734,
2023,38,218026750,
2023,38,218026753,
2023,38,218026757,
2023,38,218026762,
2023,38,218026763,
2023,38,218026769,
2023,38,222953631,
2023,42,201602030,
2023,41,204478763,
2023,41,204478765,
2023,36,207995713,
2023,3,207995717,
2023,21,207995718,
2023,41,207995722,
2023,41,213589166,
2023,41,213589167,
2023,38,213589186,
2023,42,213589225,
2023,41,214800464,
2023,42,214800476,
2023,41,216583087,
2023,42,216583088,
2023,32,216583093,
2023,41,216583094,
2023,41,217914394,
2023,41,198110921,
2023,1,198110926,
2023,42,198110929,
2023,42,202057814,
2023,42,202057815,
2023,3,202057841,
2023,42,202057843,
2023,42,205387458,
2023,3,205387461,
2023,3,205387462,
2023,38,207160730,
2023,31,210042586,
2023,42,210042590,
2023,42,210042592,
