data_year,victim_id,injury_id
2023,185418155,4
2023,185418156,4
2023,185418191,5
2023,185418196,5
2023,185418213,5
2023,185418229,5
2023,185418245,4
2023,185418255,4
2023,185418277,5
2023,185418283,4
2023,185418288,4
2023,185418295,4
2023,185418303,4
2023,185418309,5
2023,185418316,4
2023,185418319,5
2023,185418321,5
2023,185418325,4
2023,185418329,5
2023,185418340,5
2023,189067941,5
2023,189067948,5
2023,189067966,4
2023,189067968,5
2023,189067986,4
2023,189068013,5
2023,189068018,4
2023,189068033,5
2023,189068037,5
2023,189068041,5
2023,189068046,4
2023,189068051,5
2023,189068062,5
2023,189068069,5
2023,189068079,5
2023,189068080,5
2023,189068081,5
2023,189068093,4
2023,189068094,5
2023,189068095,5
2023,189068101,3
2023,189068104,5
2023,189068105,5
2023,189068112,5
2023,189068117,5
2023,189068129,5
2023,189068140,5
2023,189068141,5
2023,189068151,5
2023,189068155,5
2023,189068156,5
2023,189068157,5
2023,189068162,5
2023,189068163,5
2023,189068168,4
2023,189068170,5
2023,189068171,5
2023,189068172,5
2023,189068175,5
2023,189068179,5
2023,189068181,4
2023,189068189,5
2023,189068190,4
2023,189068193,5
2023,189068196,3
2023,189068207,5
2023,189068208,5
2023,189068210,5
2023,189068213,4
2023,189068214,5
2023,189068218,4
2023,189068219,4
2023,189068221,4
2023,189068231,4
2023,189068233,5
2023,189068235,4
2023,189068238,4
2023,189068259,5
2023,189068260,5
2023,189068264,4
2023,189068275,5
2023,189068276,5
2023,189068284,4
2023,189068291,5
2023,189068298,5
2023,189068301,4
2023,189068306,4
2023,189068311,5
2023,189068316,4
2023,189068317,4
2023,189068318,4
2023,189068319,4
2023,189068320,5
2023,189068327,5
2023,189068332,5
2023,189068334,5
2023,189068335,5
2023,189068337,5
2023,189068338,5
2023,189068339,5
2023,189068348,5
2023,189068351,5
2023,189068352,5
2023,189068356,5
2023,189068358,5
2023,189068359,5
2023,189068365,5
2023,189068366,5
2023,190035687,5
2023,190035688,5
2023,190035696,5
2023,190035697,5
2023,190035699,5
2023,190035700,5
2023,190035701,5
2023,190035702,5
2023,190035712,5
2023,190035713,5
2023,190035714,5
2023,190035715,5
2023,190035727,5
2023,190035735,5
2023,190035736,5
2023,190035737,5
2023,190035746,5
2023,190035750,5
2023,190035752,5
2023,190035753,5
2023,190035762,5
2023,191799667,5
2023,191799676,5
2023,191799678,5
2023,191799679,5
2023,191799684,5
2023,193089608,5
2023,191799697,4
2023,191799703,5
2023,191799707,5
2023,191799710,4
2023,191799712,5
2023,191799714,5
2023,191799718,5
2023,191799720,5
2023,191799721,5
2023,191799722,5
2023,191799723,4
2023,191799724,4
2023,191799727,5
2023,191799728,5
2023,191799731,4
2023,191799733,5
2023,191799738,5
2023,191799741,5
2023,193089623,5
2023,193089648,5
2023,193089663,5
2023,193089675,5
2023,193089676,5
2023,193089683,5
2023,193089684,5
2023,193089712,5
2023,193089727,5
2023,193089752,5
2023,193089755,5
2023,193089773,5
2023,193089786,5
2023,193089791,5
2023,193089808,4
2023,193089830,4
2023,193089866,5
2023,193089878,4
2023,193089893,5
2023,193089894,5
2023,193089895,5
2023,193089896,5
2023,193089905,5
2023,193089909,5
2023,193089933,4
2023,193089953,5
2023,193089954,5
2023,193089955,4
2023,193089974,5
2023,193089976,5
2023,193089985,4
2023,193090007,5
2023,193090012,5
2023,193090014,5
2023,193090023,4
2023,193090031,5
2023,193090047,5
2023,193090048,4
2023,193090070,5
2023,193090079,5
2023,193090102,4
2023,193090122,5
2023,193090141,5
2023,193090142,5
2023,193090143,6
2023,193090144,5
2023,193090145,5
2023,193090146,5
2023,193090147,5
2023,193090189,4
2023,193090195,5
2023,193090208,4
2023,193090213,4
2023,193090246,5
2023,193090262,5
2023,193090274,5
2023,193090286,5
2023,193090301,5
2023,193090307,4
2023,193090325,4
2023,193090330,6
2023,193090333,5
2023,193090342,5
2023,193090343,5
2023,193090344,5
2023,193090356,5
2023,193090359,5
2023,193090389,5
2023,193090398,5
2023,196389229,4
2023,193090416,5
2023,193090429,4
2023,193090432,4
2023,193090448,6
2023,193090453,5
2023,193090476,5
2023,193090478,5
2023,194092022,5
2023,194092024,5
2023,194092046,5
2023,194092060,5
2023,194092073,5
2023,194092078,5
2023,194092082,5
2023,194092096,5
2023,194092101,5
2023,194092102,5
2023,194092104,5
2023,194092107,5
2023,194092114,5
2023,194092116,5
2023,194092124,5
2023,194092128,5
2023,194092143,5
2023,194092151,4
2023,194092166,5
2023,194092180,5
2023,194092185,5
2023,194092204,5
2023,194092205,5
2023,194092208,5
2023,194092216,5
2023,194092219,5
2023,194092231,5
2023,194092246,5
2023,194092261,5
2023,194092277,5
2023,194092282,5
2023,194092286,5
2023,196389236,5
2023,196389255,5
2023,196389258,5
2023,196389268,5
2023,196389276,5
2023,196389277,4
2023,196389278,5
2023,196389279,5
2023,196389282,5
2023,196389294,5
2023,196389297,5
2023,196389298,5
2023,196389305,4
2023,196389313,5
2023,196389314,5
2023,196389315,5
2023,196389316,4
2023,196389317,5
2023,196389321,5
2023,196389322,5
2023,196389323,5
2023,196389325,5
2023,196389333,5
2023,201097771,4
2023,196389353,5
2023,196389357,5
2023,196389360,4
2023,196389366,5
2023,196389374,5
2023,196389375,5
2023,196389380,5
2023,196389381,5
2023,196389385,5
2023,196389391,5
2023,196389392,5
2023,196389393,5
2023,196389394,4
2023,196389395,4
2023,196389396,4
2023,196389397,5
2023,196389404,5
2023,196389405,5
2023,196389406,5
2023,196389410,5
2023,196389427,5
2023,196389432,5
2023,195648520,6
2023,195648524,4
2023,195648526,4
2023,196250965,4
2023,196250970,5
2023,197970521,2
2023,197970534,2
2023,197970546,5
2023,197970548,4
2023,197970554,4
2023,203195720,5
2023,205571774,5
2023,205571778,5
2023,184952869,4
2023,184952870,4
2023,184952874,4
2023,184952875,4
2023,185823077,4
2023,185823083,5
2023,184952888,5
2023,207467460,4
2023,185823095,5
2023,185823096,4
2023,185823098,4
2023,185823103,4
2023,207467467,4
2023,207467470,5
2023,207467472,5
2023,207467473,5
2023,207467474,5
2023,207467480,4
2023,207467483,5
2023,207467492,5
2023,207467498,4
2023,207467499,5
2023,207467500,4
2023,207467501,5
2023,207467504,5
2023,207467508,4
2023,207467509,4
2023,207467517,4
2023,191352111,4
2023,207467521,4
2023,207467526,5
2023,191352112,5
2023,207467540,5
2023,207467541,4
2023,207467543,5
2023,191352118,5
2023,191352119,4
2023,191352121,4
2023,191352123,5
2023,191352128,4
2023,191352130,4
2023,191352133,4
2023,191352135,2
2023,191352137,4
2023,207467546,5
2023,207467548,4
2023,207467549,4
2023,207467550,4
2023,207467552,4
2023,201389613,4
2023,207467571,4
2023,207467577,2
2023,207467577,4
2023,207467578,4
2023,207467581,4
2023,207467582,4
2023,196771102,5
2023,196771103,5
2023,207467591,5
2023,201389614,4
2023,207467596,5
2023,196771112,5
2023,207467603,5
2023,207467607,4
2023,196771125,4
2023,196771127,4
2023,196771132,4
2023,196771133,4
2023,196771138,5
2023,196771139,4
2023,196771141,5
2023,196771152,5
2023,196771154,5
2023,196771160,4
2023,196771161,5
2023,196771163,4
2023,207467613,5
2023,207467614,5
2023,207467615,4
2023,207467620,5
2023,207467624,5
2023,207467628,5
2023,207467630,5
2023,207467634,5
2023,207467636,5
2023,207467639,5
2023,207467640,5
2023,207467652,4
2023,207467656,5
2023,201389617,4
2023,201389625,2
2023,201389625,4
2023,201389626,4
2023,201389629,5
2023,201389630,5
2023,201389636,5
2023,201389642,4
2023,201389643,5
2023,201389652,5
2023,201389654,5
2023,201389656,4
2023,201389659,5
2023,201389663,5
2023,201389667,4
2023,207467660,5
2023,201389672,5
2023,201389674,4
2023,201389676,5
2023,207467664,5
2023,201389682,4
2023,201389683,4
2023,207467667,5
2023,207467668,6
2023,205192115,5
2023,207467670,5
2023,207467678,4
2023,207467686,4
2023,207467690,5
2023,207467694,4
2023,207467695,5
2023,207467696,5
2023,205192123,5
2023,205192139,5
2023,205192140,4
2023,205192149,5
2023,205192153,5
2023,205192159,5
2023,205192161,4
2023,205192166,4
2023,205192167,5
2023,205192170,4
2023,207467701,5
2023,205192172,4
2023,205192181,5
2023,207467705,4
2023,209004929,5
2023,209004930,5
2023,207467709,5
2023,205192185,5
2023,207467711,5
2023,207467713,5
2023,205192187,5
2023,205192189,5
2023,191352142,4
2023,184952926,5
2023,184952927,4
2023,191352143,4
2023,184952929,4
2023,184952931,5
2023,184952940,4
2023,184952944,4
2023,185823168,5
2023,185823174,4
2023,185823188,5
2023,185823193,5
2023,185823199,4
2023,185823206,4
2023,185823208,5
2023,207467755,4
2023,207467756,4
2023,207467757,5
2023,185823223,4
2023,185823227,4
2023,207467759,4
2023,185823237,4
2023,207467760,5
2023,185823247,4
2023,207467775,4
2023,207467778,5
2023,207467780,5
2023,207467781,5
2023,207467782,5
2023,207467783,5
2023,207467784,5
2023,207467790,5
2023,191352146,4
2023,207467793,5
2023,207467797,5
2023,207467798,5
2023,207467799,5
2023,207467803,4
2023,207467805,4
2023,196771177,4
2023,207467812,4
2023,207467822,5
2023,207467825,5
2023,207467826,5
2023,207467827,4
2023,207467839,4
2023,207467840,4
2023,207467844,5
2023,207467847,5
2023,207467848,5
2023,207467852,4
2023,207467854,4
2023,207467855,4
2023,207467856,5
2023,207467863,4
2023,191352149,4
2023,207467865,5
2023,191352150,5
2023,207467871,5
2023,207467880,5
2023,207467881,5
2023,207467883,4
2023,191352153,4
2023,207467884,4
2023,205192197,5
2023,191352161,4
2023,207467889,5
2023,207467890,5
2023,191352168,5
2023,207467891,5
2023,191352170,4
2023,191352174,5
2023,205192199,5
2023,191352176,4
2023,196771178,5
2023,191352178,4
2023,191352179,4
2023,191352180,5
2023,191352182,4
2023,191352183,4
2023,207467896,5
2023,191352185,5
2023,207467898,4
2023,191352186,4
2023,207467899,4
2023,207467904,4
2023,207467905,5
2023,207467906,5
2023,207467909,4
2023,207467911,5
2023,207467912,4
2023,207467916,4
2023,207467918,5
2023,207467920,4
2023,207467931,5
2023,207467932,5
2023,207467934,4
2023,207467956,5
2023,207467960,5
2023,207467963,5
2023,207467966,5
2023,207467967,5
2023,207467968,5
2023,207467969,5
2023,207467971,5
2023,196771182,3
2023,196771183,4
2023,207467972,5
2023,207467978,5
2023,207467979,4
2023,207467984,4
2023,196771204,4
2023,207467996,5
2023,196771211,5
2023,196771213,4
2023,196771224,4
2023,207467998,6
2023,196771234,4
2023,196771237,4
2023,196771247,6
2023,196771250,4
2023,196389433,5
2023,196389436,5
2023,196389441,5
2023,196389444,4
2023,196389445,5
2023,196389450,5
2023,196389451,4
2023,196389457,5
2023,196389458,5
2023,196389464,4
2023,196389465,5
2023,196389473,4
2023,196389476,5
2023,196389477,5
2023,196389478,5
2023,196389479,5
2023,196389481,4
2023,198114769,4
2023,198114772,5
2023,198114776,5
2023,198114786,5
2023,198114804,5
2023,198114806,5
2023,198114808,5
2023,198114810,5
2023,198114817,4
2023,198114819,4
2023,198114826,5
2023,198114829,5
2023,198114840,5
2023,198114846,5
2023,198114847,5
2023,198114848,5
2023,198114865,4
2023,198114875,5
2023,198114882,5
2023,198114884,5
2023,198114887,5
2023,198114889,5
2023,198114900,5
2023,198114905,4
2023,198114913,4
2023,201097773,5
2023,198114923,5
2023,198114925,5
2023,198114926,5
2023,198114928,5
2023,198114931,5
2023,198114937,5
2023,198114956,5
2023,198114958,5
2023,198114970,5
2023,198114978,4
2023,198114981,5
2023,198114982,5
2023,198114983,5
2023,201097787,5
2023,201097791,4
2023,201097797,5
2023,201097800,4
2023,201097810,4
2023,201097833,5
2023,201097838,5
2023,201097842,5
2023,201097845,5
2023,201097847,4
2023,201097863,4
2023,201097887,5
2023,201097893,4
2023,201097897,5
2023,201097928,5
2023,201097929,5
2023,201097930,5
2023,201097931,5
2023,201097932,5
2023,201097933,5
2023,201097934,5
2023,201097935,5
2023,201097936,5
2023,201097937,5
2023,201097938,5
2023,201097939,5
2023,201097943,5
2023,203166873,5
2023,201097951,5
2023,201097957,5
2023,201097958,5
2023,201097959,5
2023,201097960,5
2023,201097961,5
2023,201097963,4
2023,201097964,4
2023,201097965,5
2023,201097969,5
2023,201097972,6
2023,201097977,5
2023,201097978,5
2023,201097989,5
2023,201097990,5
2023,201097993,4
2023,201098000,5
2023,201098001,5
2023,201098024,5
2023,207895820,5
2023,201098032,5
2023,201098033,5
2023,201098041,4
2023,201098046,4
2023,201098048,5
2023,201098062,5
2023,201098068,5
2023,201098070,5
2023,201098072,5
2023,201098090,4
2023,207468283,5
2023,207468284,5
2023,201098094,4
2023,201098096,5
2023,201098101,4
2023,201098102,4
2023,203166885,5
2023,203166886,5
2023,203166887,4
2023,203166891,5
2023,203166892,4
2023,203166894,5
2023,207468285,5
2023,203166899,4
2023,203166907,5
2023,203166910,5
2023,203166913,5
2023,203166918,5
2023,203166921,4
2023,203166922,5
2023,203166927,5
2023,203166930,5
2023,207895826,5
2023,207895832,4
2023,207895838,4
2023,207895845,5
2023,203166946,4
2023,207895851,4
2023,207895870,5
2023,207895895,5
2023,207895897,5
2023,207895907,4
2023,207895928,4
2023,207895929,5
2023,207895663,5
2023,207895664,4
2023,207895669,4
2023,207895670,4
2023,207895671,4
2023,207895675,5
2023,207895679,5
2023,207895691,4
2023,207895700,5
2023,207895712,5
2023,207895713,5
2023,207895718,4
2023,207895751,4
2023,207895752,4
2023,207895758,5
2023,207895762,5
2023,207895775,5
2023,207895776,5
2023,207895783,5
2023,207895784,4
2023,207895785,5
2023,207895793,4
2023,207895795,4
2023,207895798,4
2023,207895808,5
2023,207895810,5
2023,207895811,5
2023,207895814,4
2023,207895815,4
2023,187657319,5
2023,187657328,5
2023,189094444,5
2023,192475847,4
2023,192475852,4
2023,194228729,4
2023,195649347,4
2023,199868123,5
2023,201841020,4
2023,203593239,5
2023,203593240,5
2023,203593241,4
2023,203593257,5
2023,203593258,5
2023,186167956,5
2023,190654689,5
2023,186706529,5
2023,188854601,5
2023,193770293,6
2023,193770307,5
2023,208553767,5
2023,197681166,5
2023,199899101,5
2023,204127280,4
2023,196276034,5
2023,190565995,4
2023,183955781,4
2023,183955782,4
2023,183955785,5
2023,183955786,5
2023,183955797,4
2023,183955800,5
2023,183955807,5
2023,183955815,4
2023,183955817,4
2023,183955822,4
2023,183955823,4
2023,183955824,4
2023,183955825,4
2023,183955834,5
2023,183955857,5
2023,183955865,5
2023,183955867,5
2023,183955870,4
2023,187629613,4
2023,183955873,5
2023,183955874,5
2023,183955876,5
2023,183955877,4
2023,183955880,4
2023,183955881,4
2023,183955897,5
2023,183955904,4
2023,201790238,5
2023,183955911,4
2023,183955912,4
2023,183955914,5
2023,183955918,2
2023,185384772,4
2023,185384784,4
2023,185384796,4
2023,185384807,5
2023,187629631,5
2023,185384872,5
2023,187629639,4
2023,187629640,5
2023,185384887,5
2023,185384889,4
2023,195700880,5
2023,185384897,5
2023,185384898,5
2023,185384899,5
2023,185384901,5
2023,189047759,5
2023,185384928,5
2023,187629657,5
2023,187629658,5
2023,187629662,5
2023,185384954,5
2023,185384955,5
2023,185384975,5
2023,185384978,5
2023,187629683,4
2023,187629694,5
2023,187629695,4
2023,187629696,4
2023,187629712,2
2023,187629721,4
2023,187629722,5
2023,187629723,5
2023,187629724,5
2023,187629738,5
2023,187629741,4
2023,187629742,5
2023,187629752,5
2023,187629754,5
2023,187629762,4
2023,187629763,4
2023,187629764,5
2023,187629765,5
2023,187629776,5
2023,187629778,5
2023,187629800,5
2023,187629801,5
2023,187629814,4
2023,187629820,4
2023,187629825,4
2023,187629837,4
2023,187629841,4
2023,187629842,4
2023,187629874,4
2023,187629879,4
2023,187629907,4
2023,187629908,4
2023,187629910,4
2023,187629911,4
2023,188255697,4
2023,188255698,4
2023,189047776,4
2023,189047786,4
2023,189047788,4
2023,190735293,4
2023,189047796,5
2023,189047802,5
2023,189047803,5
2023,189047804,5
2023,192136687,4
2023,190735296,5
2023,189047817,4
2023,189047824,5
2023,189047825,4
2023,189047831,4
2023,189047838,5
2023,189047846,6
2023,189047847,6
2023,189047864,5
2023,189047877,6
2023,189047891,4
2023,189047900,5
2023,189047905,4
2023,189047908,4
2023,189047914,4
2023,189047915,5
2023,189047921,5
2023,189047924,5
2023,190735304,5
2023,190735305,5
2023,189047940,4
2023,189047947,5
2023,189047948,5
2023,189047949,6
2023,190735317,4
2023,190735319,5
2023,190735331,4
2023,190735334,5
2023,190735336,5
2023,190735338,5
2023,190735339,4
2023,190735347,5
2023,190735349,4
2023,190735388,5
2023,190735401,4
2023,190735402,5
2023,190735404,5
2023,190735405,5
2023,196771251,4
2023,196771256,4
2023,196771257,4
2023,196771261,4
2023,207468008,4
2023,196771262,4
2023,196771263,4
2023,196771267,5
2023,196771268,5
2023,207468015,4
2023,207468020,5
2023,196771271,5
2023,207468030,4
2023,207468033,5
2023,207468034,4
2023,207468035,5
2023,207468040,4
2023,207468043,4
2023,207468044,4
2023,207468046,1
2023,207468046,2
2023,207468046,8
2023,207468048,5
2023,207468055,5
2023,205192204,5
2023,207468059,5
2023,207468060,5
2023,207468064,4
2023,207468065,5
2023,207468066,4
2023,207468067,4
2023,207468068,3
2023,201389694,5
2023,201389695,5
2023,201389696,5
2023,207468075,4
2023,207468077,4
2023,201389699,5
2023,201389702,5
2023,201389703,5
2023,201389706,4
2023,201389708,5
2023,201389709,4
2023,201389711,5
2023,201389712,5
2023,201389719,4
2023,207468079,5
2023,201389732,6
2023,201389741,4
2023,201389746,5
2023,207468080,5
2023,207468081,5
2023,207468082,4
2023,201389756,5
2023,201389757,5
2023,201389763,5
2023,201389767,4
2023,207468087,5
2023,201389782,4
2023,205192217,5
2023,207468094,5
2023,201389785,5
2023,207468099,5
2023,207468103,4
2023,207468107,4
2023,207468112,5
2023,207468120,5
2023,207468131,5
2023,207468132,7
2023,207468136,5
2023,207468139,5
2023,207468140,4
2023,207468148,5
2023,207468149,4
2023,207468152,5
2023,207468155,5
2023,207468156,4
2023,205192229,5
2023,207468163,5
2023,205192247,5
2023,205192252,5
2023,207468165,4
2023,209004996,5
2023,205192265,5
2023,205192267,4
2023,205192274,5
2023,207468174,4
2023,205192281,5
2023,205192285,4
2023,205192287,4
2023,207468178,5
2023,205192292,4
2023,205192293,4
2023,205192294,4
2023,209004997,4
2023,209004998,5
2023,205192296,4
2023,183749285,4
2023,183749286,5
2023,191478713,5
2023,191478714,5
2023,188369018,4
2023,191478715,4
2023,191478716,4
2023,191478717,4
2023,188369020,4
2023,191478718,4
2023,191478719,4
2023,191478720,4
2023,191038353,5
2023,191478721,5
2023,191478722,5
2023,195759391,4
2023,195759393,4
2023,195759394,5
2023,195759395,5
2023,195759399,5
2023,195759405,5
2023,195759407,5
2023,195759415,3
2023,192226486,5
2023,192226487,5
2023,195759421,4
2023,192226488,5
2023,192226489,5
2023,195759429,4
2023,195759430,4
2023,195759432,4
2023,195759434,5
2023,195759436,5
2023,195759443,5
2023,195759444,5
2023,195759445,5
2023,195759447,5
2023,195759449,4
2023,195759450,4
2023,195759452,5
2023,195759454,5
2023,200670160,4
2023,200670161,5
2023,195759466,5
2023,195759468,5
2023,195759482,5
2023,195759485,5
2023,195876963,4
2023,195876967,4
2023,195876969,4
2023,195834560,5
2023,195759489,4
2023,195759491,4
2023,195759497,4
2023,201899551,5
2023,199898954,4
2023,199898955,4
2023,200670167,4
2023,203015213,4
2023,200670171,5
2023,199868106,5
2023,201947100,4
2023,201947101,5
2023,201947102,4
2023,201689162,5
2023,201947103,5
2023,201639310,4
2023,201639311,4
2023,201639312,4
2023,201639313,4
2023,201639314,4
2023,201567587,5
2023,201567588,5
2023,201567589,4
2023,201947104,5
2023,205218572,5
2023,205218573,4
2023,205218575,5
2023,203858846,5
2023,183605316,5
2023,183605317,5
2023,183605318,4
2023,183605319,4
2023,183605323,4
2023,183637521,4
2023,183637523,5
2023,188867680,4
2023,190735413,5
2023,190735425,4
2023,190735426,4
2023,190735428,4
2023,190735434,4
2023,190735436,5
2023,190735442,4
2023,190735462,4
2023,190735463,4
2023,190735470,5
2023,190735471,4
2023,190735480,4
2023,192136699,5
2023,190735488,5
2023,190735489,5
2023,190735490,5
2023,192136701,4
2023,197549008,5
2023,190735516,5
2023,190735517,4
2023,190735521,5
2023,190735522,4
2023,190735523,4
2023,190735524,5
2023,190735525,5
2023,190735527,4
2023,190735528,5
2023,190735529,5
2023,190735530,5
2023,192136704,5
2023,192136705,4
2023,190735536,5
2023,190735537,5
2023,190735544,5
2023,190735545,4
2023,190735549,5
2023,190735550,5
2023,192136707,5
2023,190735555,5
2023,190735562,4
2023,194030576,4
2023,190735569,5
2023,190735570,4
2023,192136727,4
2023,192136728,4
2023,192136729,5
2023,192136731,5
2023,192136733,4
2023,192136734,5
2023,192136738,4
2023,194030592,5
2023,192136747,5
2023,192136757,4
2023,192136758,4
2023,192136759,4
2023,192136760,4
2023,195700889,4
2023,192136770,4
2023,192136771,5
2023,194030601,4
2023,194030607,5
2023,192136787,4
2023,192136795,5
2023,192136796,5
2023,194030614,5
2023,194030620,5
2023,192136803,4
2023,192136810,4
2023,192136811,4
2023,192136812,4
2023,192136813,4
2023,194030630,4
2023,192136815,5
2023,192136816,5
2023,192136817,5
2023,194030633,5
2023,194030634,5
2023,192136821,5
2023,192136823,4
2023,192136824,5
2023,192136825,5
2023,194030641,5
2023,194030646,5
2023,192136828,5
2023,195700897,5
2023,192136832,5
2023,194030658,5
2023,194030659,5
2023,194030661,4
2023,192136837,5
2023,192136838,5
2023,194030668,5
2023,192136840,4
2023,192136847,4
2023,194030685,4
2023,195700902,5
2023,195700903,5
2023,208035053,2
2023,208035054,5
2023,194030704,4
2023,194030708,4
2023,194030708,6
2023,194030766,5
2023,194030767,5
2023,194030770,5
2023,194030774,4
2023,194030778,5
2023,194030782,5
2023,194030783,5
2023,195700916,4
2023,194030793,4
2023,194030854,5
2023,194030858,5
2023,195700927,5
2023,194030932,4
2023,194030940,5
2023,194030941,4
2023,194030987,5
2023,194030998,5
2023,194031015,5
2023,194031016,5
2023,195700937,5
2023,194031066,5
2023,194031067,5
2023,194031072,5
2023,194031078,4
2023,194031079,4
2023,194031110,5
2023,194031152,5
2023,194031189,5
2023,194031218,4
2023,194031222,5
2023,194031244,4
2023,195700966,4
2023,195700968,5
2023,195700969,4
2023,195700970,4
2023,195700972,4
2023,195700977,2
2023,195700977,6
2023,195700979,5
2023,195700990,4
2023,195700993,4
2023,195701006,4
2023,195701008,5
2023,195701018,5
2023,195701024,4
2023,195701025,5
2023,195701034,4
2023,195701035,4
2023,195701038,4
2023,195701059,4
2023,195701060,5
2023,195701068,4
2023,195701069,4
2023,195701071,5
2023,195701072,5
2023,195701077,5
2023,195701094,4
2023,195701117,5
2023,208035058,5
2023,195701124,4
2023,195701126,4
2023,195701129,4
2023,197549046,4
2023,195701142,4
2023,200166988,4
2023,200166989,4
2023,195701169,4
2023,195701180,4
2023,206258973,5
2023,206258974,5
2023,197549053,5
2023,195701205,4
2023,197549057,5
2023,201790265,4
2023,195701235,5
2023,195701236,5
2023,197549059,5
2023,206258976,5
2023,195701248,5
2023,195701250,5
2023,197549070,5
2023,197549077,4
2023,197549082,5
2023,197549085,5
2023,197549086,5
2023,197549087,5
2023,197549090,4
2023,201790267,5
2023,197549095,4
2023,197549096,5
2023,197549109,4
2023,197549110,5
2023,197549113,4
2023,197549114,4
2023,197549115,4
2023,197549116,4
2023,197549120,5
2023,197549125,5
2023,197549132,4
2023,197549133,4
2023,197549145,5
2023,197549147,4
2023,197549149,5
2023,197549150,5
2023,197549151,5
2023,197549152,5
2023,200167007,4
2023,197549159,5
2023,200167012,5
2023,197549176,5
2023,197549179,5
2023,197549182,5
2023,197549185,5
2023,197549189,4
2023,200167023,5
2023,197549201,4
2023,197549205,5
2023,197549206,4
2023,197549207,4
2023,197549208,4
2023,197549209,4
2023,201790274,4
2023,201790275,4
2023,197549222,5
2023,197549236,5
2023,197549237,5
2023,200167032,4
2023,200167033,4
2023,197549242,4
2023,197549244,5
2023,200167048,5
2023,200167050,5
2023,200167051,4
2023,200167052,5
2023,200167053,5
2023,200167054,5
2023,200167058,5
2023,200167071,1
2023,200167072,5
2023,200167073,5
2023,201790283,5
2023,200167104,4
2023,200167105,4
2023,200167110,4
2023,200167141,4
2023,200167149,5
2023,200167150,5
