yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
46752023,4675,2023,IL0010000,IL0010000,,N,N,,I,ADAMS,ADAMS CO SO QUINCY,Adams,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,County,24811,23367,ILUCR0001,Illinois State Police,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,25,1,26,2,2,4,1.1,1.2,2006-12-01,2021-01-01,2022-04-01,2022-04-01,2022-04-01,2022-04-01,N,ADAMS,Not Specified,Y,Y,Y
46802023,4680,2023,IL0020000,IL0020000,,N,N,,I,ALEXANDER,ALEXANDER CO SO CAIRO,Alexander,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,County,3173,23367,ILUCR0001,Illinois State Police,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,7,0,7,0,4,4,2.2,3.5,2006-12-01,2022-11-01,2023-08-01,2023-08-01,2023-08-01,2023-08-01,N,ALEXANDER,"Cape Girardeau, MO-IL",Y,Y,Y
46822023,4682,2023,IL0030000,IL0030000,,N,N,,I,BOND,BOND CO SO GREENVILLE,Bond,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,County,8060,23367,ILUCR0001,Illinois State Police,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,12,6,18,0,5,5,1.5,2.9,2006-12-01,2022-01-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,N,BOND,"St. Louis, MO-IL",Y,Y,Y
46832023,4683,2023,IL0030100,IL0030100,,N,N,,I,GREENVILLE,GREENVILLE PD,Greenville,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,7018,23367,ILUCR0001,Illinois State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,0,10,1,0,1,1.6,1.6,2006-12-01,2022-01-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,N,BOND,"St. Louis, MO-IL",Y,Y,Y
46852023,4685,2023,IL0040000,IL0040000,,N,N,,I,BOONE,BOONE CO SO BELVIDERE,Boone,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,County,26285,23367,ILUCR0001,Illinois State Police,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,36,35,71,3,37,40,1.5,4.2,2006-12-01,2022-06-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,N,BOONE,"Rockford, IL",Y,Y,Y
46862023,4686,2023,IL0040100,IL0040100,,N,N,,I,BELVIDERE,BELVIDERE CITY PD,Belvidere,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,25116,23367,ILUCR0001,Illinois State Police,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,37,0,37,7,3,10,1.8,1.9,2006-12-01,2022-06-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,N,BOONE,"Rockford, IL",Y,Y,Y
46892023,4689,2023,IL0060000,IL0060000,,N,N,,I,BUREAU,BUREAU CO SO PRINCETON,Bureau,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,County,13153,23367,ILUCR0001,Illinois State Police,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,27,0,27,7,3,10,2.6,2.8,2006-12-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,N,BUREAU,Not Specified,Y,Y,Y
46902023,4690,2023,IL0060100,IL0060100,,N,N,,I,BUDA,BUDA PD,Buda,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,467,23367,ILUCR0001,Illinois State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2006-12-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,BUREAU,Not Specified,Y,Y,Y
46922023,4692,2023,IL0060400,IL0060400,,N,N,,I,PRINCETON,PRINCETON PD,Princeton,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,7673,23367,ILUCR0001,Illinois State Police,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,16,0,16,2,2,4,2.3,2.6,2006-12-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,BUREAU,Not Specified,Y,Y,Y
46932023,4693,2023,IL0060600,IL0060600,,N,N,,I,SPRING VALLEY,SPRING VALLEY PD,Spring Valley,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,5414,23367,ILUCR0001,Illinois State Police,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,9,0,9,1,1,2,1.8,2.0,2006-12-01,2021-09-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,BUREAU,Not Specified,Y,Y,Y
46972023,4697,2023,IL0070000,IL0070000,,N,N,,I,CALHOUN,CALHOUN CO SO HARDIN,Calhoun,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,County,3574,23367,ILUCR0001,Illinois State Police,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,4,2,6,0,2,2,1.1,2.2,2006-12-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,CALHOUN,"St. Louis, MO-IL",Y,Y,Y
46992023,4699,2023,IL0080000,IL0080000,,N,N,,I,CARROLL,CARROLL CO SO MOUNT CARROLL,Carroll,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,County,6017,23367,ILUCR0001,Illinois State Police,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,8,12,20,1,1,2,1.5,3.7,2006-12-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,CARROLL,Not Specified,Y,Y,Y
47012023,4701,2023,IL0080200,IL0080200,,N,N,,I,LANARK,LANARK PD,Lanark,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,1453,23367,ILUCR0001,Illinois State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,0,1,0,0,0,0.7,0.7,2006-12-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,CARROLL,Not Specified,Y,Y,Y
47022023,4702,2023,IL0080300,IL0080300,,N,N,,I,MILLEDGEVILLE,MILEDGEVILLE PD,Milledgeville,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,995,23367,ILUCR0001,Illinois State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,2,0,2,0,0,0,2.0,2.0,2006-12-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,CARROLL,Not Specified,Y,Y,Y
47032023,4703,2023,IL0080400,IL0080400,,N,N,,I,MOUNT CARROLL,MOUNT CARROLL PD,Mount Carroll,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,1431,23367,ILUCR0001,Illinois State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,3,1,4,0,0,0,2.1,2.8,2006-12-01,2022-01-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,CARROLL,Not Specified,Y,Y,Y
47052023,4705,2023,IL0080600,IL0080600,,N,N,,I,SHANNON,SHANNON PD,Shannon,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,878,23367,ILUCR0001,Illinois State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2006-12-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,CARROLL,Not Specified,Y,Y,Y
47072023,4707,2023,IL0090000,IL0090000,,N,N,,I,CASS,CASS CO SO VIRGINIA,Cass,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,County,4247,23367,ILUCR0001,Illinois State Police,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,9,1,10,0,0,0,2.1,2.4,2006-12-01,2020-12-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CASS,Not Specified,Y,Y,Y
47112023,4711,2023,IL0100000,IL0100000,,N,N,,I,CHAMPAIGN,CHAMPAIGN CO SO URBANA,Champaign,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,County,48723,23367,ILUCR0001,Illinois State Police,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,52,5,57,4,7,11,1.1,1.4,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CHAMPAIGN,"Champaign-Urbana, IL",Y,Y,Y
47122023,4712,2023,IL0100100,IL0100100,,N,N,,I,CHAMPAIGN,CHAMPAIGN PD,Champaign,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,89687,23367,ILUCR0001,Illinois State Police,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,98,13,111,11,15,26,1.2,1.5,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CHAMPAIGN,"Champaign-Urbana, IL",Y,Y,Y
47142023,4714,2023,IL0100300,IL0100300,,N,N,,I,MAHOMET,MAHOMET PD,Mahomet,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,10359,23367,ILUCR0001,Illinois State Police,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,N,,,,,,,,,2006-12-01,2021-07-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CHAMPAIGN,"Champaign-Urbana, IL",Y,Y,Y
47152023,4715,2023,IL0100400,IL0100400,,N,N,,I,RANTOUL,RANTOUL PD,Rantoul,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,12024,23367,ILUCR0001,Illinois State Police,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,23,0,23,8,6,14,2.6,3.1,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CHAMPAIGN,"Champaign-Urbana, IL",Y,Y,Y
47162023,4716,2023,IL0100500,IL0100500,,N,N,,I,TOLONO,TOLONO PD,Tolono,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,3499,23367,ILUCR0001,Illinois State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,3,0,3,0,0,0,0.9,0.9,2006-12-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,CHAMPAIGN,"Champaign-Urbana, IL",Y,Y,Y
47172023,4717,2023,IL0100600,IL0100600,,N,N,,I,URBANA,URBANA PD,Urbana,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,38597,23367,ILUCR0001,Illinois State Police,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,49,3,52,7,9,16,1.5,1.8,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CHAMPAIGN,"Champaign-Urbana, IL",Y,Y,Y
47182023,4718,2023,IL0100700,IL0100700,,N,N,,I,UNIV OF IL: URBANA,UNIV ILLINOIS PD CHAMPAIGN,University of Illinois:,Urbana,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,University or College,0,23367,ILUCR0001,Illinois State Police,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,57,29,86,15,17,32,0,0,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CHAMPAIGN,"Champaign-Urbana, IL",Y,Y,Y
47252023,4725,2023,IL0101500,IL0101500,,N,N,,I,PARKLAND COLLEGE,PARKLAND COLLEGE PUBLIC SAFETY,Parkland College,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,University or College,0,23367,ILUCR0001,Illinois State Police,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,9,0,9,4,4,8,0,0,2006-12-01,2020-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CHAMPAIGN,"Champaign-Urbana, IL",Y,Y,Y
47282023,4728,2023,IL0110100,IL0110100,,N,N,,I,PANA,PANA PD,Pana,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,5049,23367,ILUCR0001,Illinois State Police,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,9,0,9,0,4,4,1.8,2.6,2006-12-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,"CHRISTIAN, SHELBY",Not Specified,Y,Y,Y
47292023,4729,2023,IL0110200,IL0110200,,N,N,,I,TAYLORVILLE,TAYLORVILLE PD,Taylorville,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,10230,23367,ILUCR0001,Illinois State Police,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,19,2,21,4,5,9,2.2,2.9,2006-12-01,2021-08-01,2021-08-01,2021-08-01,2021-08-01,2021-08-01,N,CHRISTIAN,Not Specified,Y,Y,Y
47302023,4730,2023,IL0110300,IL0110300,,N,N,,I,KINCAID,KINCAID PD,Kincaid,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,1312,23367,ILUCR0001,Illinois State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,2,0,2,0,0,0,1.5,1.5,2006-12-01,2020-10-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CHRISTIAN,Not Specified,Y,Y,Y
47322023,4732,2023,IL0110500,IL0110500,,N,N,,I,ASSUMPTION,ASSUMPTION PD,Assumption,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,1112,23367,ILUCR0001,Illinois State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,3,0,3,0,0,0,2.7,2.7,2006-12-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,CHRISTIAN,Not Specified,Y,Y,Y
47332023,4733,2023,IL0110600,IL0110600,,N,N,,I,EDINBURG,EDINBURG PD,Edinburg,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,1058,23367,ILUCR0001,Illinois State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2006-12-01,2022-10-01,2022-10-01,2022-10-01,2022-10-01,2022-10-01,N,CHRISTIAN,Not Specified,Y,Y,Y
47342023,4734,2023,IL0120000,IL0120000,,N,N,,I,CLARK,CLARK CO SO MARSHALL,Clark,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,County,7884,23367,ILUCR0001,Illinois State Police,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,9,0,9,1,1,2,1.3,1.4,2006-12-01,2022-01-01,2023-06-01,2023-06-01,2023-06-01,2023-06-01,N,CLARK,Not Specified,Y,Y,Y
47352023,4735,2023,IL0120100,IL0120100,,N,N,,I,CASEY,CASEY PD,Casey,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,2361,23367,ILUCR0001,Illinois State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,8,0,8,0,0,0,3.4,3.4,2006-12-01,2021-07-01,2021-07-01,2021-07-01,2021-07-01,2021-07-01,N,"CLARK, CUMBERLAND",Not Specified,Y,Y,Y
47362023,4736,2023,IL0120200,IL0120200,,N,N,,I,MARSHALL,MARSHALL PD,Marshall,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,3893,23367,ILUCR0001,Illinois State Police,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,11,0,11,0,1,1,2.8,3.1,2006-12-01,2022-01-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,N,CLARK,Not Specified,Y,Y,Y
47372023,4737,2023,IL0120300,IL0120300,,N,N,,I,MARTINSVILLE,MARTINSVILLE PD,Martinsville,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,1089,23367,ILUCR0001,Illinois State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,0,1,0,0,0,0.9,0.9,2006-12-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,CLARK,Not Specified,Y,Y,Y
47392023,4739,2023,IL0130200,IL0130200,,N,N,,I,FLORA,FLORA PD,Flora,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,4683,23367,ILUCR0001,Illinois State Police,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,12,6,18,0,4,4,2.6,4.7,2006-12-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,CLAY,Not Specified,Y,Y,Y
47402023,4740,2023,IL0140000,IL0140000,,N,N,,I,CLINTON,CLINTON CO SO CARLYLE,Clinton,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,County,15076,23367,ILUCR0001,Illinois State Police,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,13,8,21,1,13,14,0.9,2.3,2006-12-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,CLINTON,"St. Louis, MO-IL",Y,Y,Y
47412023,4741,2023,IL0140100,IL0140100,,N,N,,I,BECKEMEYER,BECKEMEYER PD,Beckemeyer,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,912,23367,ILUCR0001,Illinois State Police,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2006-12-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,CLINTON,"St. Louis, MO-IL",Y,Y,Y
47422023,4742,2023,IL0140200,IL0140200,,N,N,,I,BREESE,BREESE PD,Breese,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,4618,23367,ILUCR0001,Illinois State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,7,0,7,0,1,1,1.5,1.7,2006-12-01,2021-01-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,N,CLINTON,"St. Louis, MO-IL",Y,Y,Y
47432023,4743,2023,IL0140300,IL0140300,,N,N,,I,CARLYLE,CARLYLE PD,Carlyle,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,3203,23367,ILUCR0001,Illinois State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,7,0,7,1,1,2,2.5,2.8,2006-12-01,2020-07-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CLINTON,"St. Louis, MO-IL",Y,Y,Y
47442023,4744,2023,IL0140400,IL0140400,,N,N,,I,NEW BADEN,NEW BADEN PD,New Baden,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,3369,23367,ILUCR0001,Illinois State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,0,8,0,1,1,2.4,2.7,2006-12-01,2022-01-01,2022-08-01,2022-08-01,2022-08-01,2022-08-01,N,"CLINTON, ST CLAIR","St. Louis, MO-IL",Y,Y,Y
47452023,4745,2023,IL0140500,IL0140500,,N,N,,I,TRENTON,TRENTON PD,Trenton,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,2643,23367,ILUCR0001,Illinois State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,3,0,3,2,0,2,1.9,1.9,2006-12-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,CLINTON,"St. Louis, MO-IL",Y,Y,Y
47462023,4746,2023,IL0140600,IL0140600,,N,N,,I,ALBERS,ALBERS,Albers,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,1105,23367,ILUCR0001,Illinois State Police,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,0,1,0,1,1,0.9,1.8,2006-12-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,CLINTON,"St. Louis, MO-IL",Y,Y,Y
47482023,4748,2023,IL0141300,IL0141300,,N,N,,I,GERMANTOWN,GERMANTOWN PD GERMANTOWN,Germantown,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,1360,23367,ILUCR0001,Illinois State Police,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,0,4,0,0,0,2.9,2.9,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CLINTON,"St. Louis, MO-IL",Y,Y,Y
47492023,4749,2023,IL0150000,IL0150000,,N,N,,I,COLES,COLES CO SO CHARLESTON,Coles,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,County,12741,23367,ILUCR0001,Illinois State Police,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,23,24,47,0,8,8,1.8,4.3,2006-12-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,COLES,Not Specified,Y,Y,Y
47502023,4750,2023,IL0150200,IL0150200,,N,N,,I,CHARLESTON,CHARLESTON PD,Charleston,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,17058,23367,ILUCR0001,Illinois State Police,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,30,0,30,3,5,8,1.9,2.2,2006-12-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,COLES,Not Specified,Y,Y,Y
47512023,4751,2023,IL0150300,IL0150300,,N,N,,I,MATTOON,MATTOON PD,Mattoon,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,16575,23367,ILUCR0001,Illinois State Police,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,38,0,38,1,4,5,2.4,2.6,2006-12-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,COLES,Not Specified,Y,Y,Y
47522023,4752,2023,IL0150600,IL0150600,,N,N,,I,EASTERN ILLINOIS UNIVERS,EASTERN ILLINOIS UNIVERSITY PD CHARLESTON,Eastern Illinois University,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,University or College,0,23367,ILUCR0001,Illinois State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,11,0,11,2,1,3,0,0,2006-12-01,2022-01-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,COLES,Not Specified,Y,Y,Y
47552023,4755,2023,IL0150900,IL0150900,,N,N,,I,LAKE LAND COLLEGE,LAKE LAND COMM COLLEGE PUBLIC SAFETY,Lake Land College,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,University or College,0,23367,ILUCR0001,Illinois State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,5,0,5,1,0,1,0,0,2006-12-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,COLES,Not Specified,Y,Y,Y
47562023,4756,2023,IL0160000,IL0160000,,N,N,,I,COOK,COOK CO SHERIFF'S POLICE COMM CTR,Cook,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,County,128742,23367,ILUCR0001,Illinois State Police,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,1312,1984,3296,454,1203,1657,13.7,38.5,2006-12-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,COOK,"Chicago-Naperville-Elgin, IL-IN",Y,Y,Y
47572023,4757,2023,IL0160100,IL0160100,,N,N,,I,ALSIP,ALSIP PD,Alsip,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,18048,23367,ILUCR0001,Illinois State Police,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,35,0,35,7,3,10,2.3,2.5,2006-12-01,2021-02-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,COOK,"Chicago-Naperville-Elgin, IL-IN",Y,Y,Y
47582023,4758,2023,IL0160200,IL0160200,,N,N,,I,ARLINGTON HEIGHTS,ARLINGTON HEIGHTS PD,Arlington Heights,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,74094,23367,ILUCR0001,Illinois State Police,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,94,16,110,13,14,27,1.4,1.8,2006-12-01,2021-06-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,COOK,"Chicago-Naperville-Elgin, IL-IN",Y,Y,Y
47592023,4759,2023,IL0160300,IL0160300,,N,N,,I,BARRINGTON,BARRINGTON PD,Barrington,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,10467,23367,ILUCR0001,Illinois State Police,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,22,0,22,3,4,7,2.4,2.8,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,"COOK, LAKE","Chicago-Naperville-Elgin, IL-IN",Y,Y,Y
47602023,4760,2023,IL0160400,IL0160400,,N,N,,I,BARRINGTON HILLS,BARRINGTON HILLS PD BARRINGTON,Barrington Hills,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,3981,23367,ILUCR0001,Illinois State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,15,1,16,1,3,4,4.0,5.0,2006-12-01,2020-10-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,"COOK, KANE, LAKE, MCHENRY","Chicago-Naperville-Elgin, IL-IN",Y,Y,Y
47612023,4761,2023,IL0160500,IL0160500,,N,N,,I,BARTLETT,BARTLETT PD,Bartlett,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,39728,23367,ILUCR0001,Illinois State Police,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,41,9,50,15,6,21,1.4,1.8,2006-12-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,"COOK, DUPAGE, KANE","Chicago-Naperville-Elgin, IL-IN",Y,Y,Y
