data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2023,51253206,,51
2023,51253208,,51
2023,51253209,,3
2023,51253210,,3
2023,51253211,,3
2023,51253219,,51
2023,51253221,,51
2023,51253230,,51
2023,51253236,,51
2023,51253242,,51
2023,51253248,,51
2023,51552663,,51
2023,57077138,,51
2023,57077139,,51
2023,57077140,,51
2023,52245169,,51
2023,52245171,,51
2023,52245172,,51
2023,52245173,,51
2023,52245175,,51
2023,57077141,,51
2023,57077142,,51
2023,52245184,,51
2023,57077143,,51
2023,52245187,,3
2023,53117525,,51
2023,53117526,,51
2023,53117527,,51
2023,53117528,,51
2023,56369115,,51
2023,56369116,,51
2023,53117531,,51
2023,53117532,,51
2023,53117533,,51
2023,53117534,,51
2023,53117535,,51
2023,53117536,,51
2023,53117537,,51
2023,57077144,,51
2023,53117538,,51
2023,53117539,,51
2023,53117540,,51
2023,53117541,,51
2023,53117542,,51
2023,53117543,,51
2023,53117544,,51
2023,53117545,,51
2023,55762557,,51
2023,53117547,,51
2023,53117548,,51
2023,53148329,,52
2023,53148330,,51
2023,55475008,,51
2023,53148332,,51
2023,57077145,,51
2023,57077146,,3
2023,55762558,,51
2023,53614083,,51
2023,53614084,,51
2023,53638038,,3
2023,53638039,,51
2023,53638040,,51
2023,54073376,,51
2023,54073379,,51
2023,54073383,,51
2023,54073384,,51
2023,54073385,,51
2023,54073387,,51
2023,54073388,,51
2023,54875390,,51
2023,54875391,,51
2023,54875392,,51
2023,54875393,,51
2023,54875394,,51
2023,54875395,,51
2023,54875396,,51
2023,54875397,,51
2023,54875398,,51
2023,55475009,,51
2023,55475010,,51
2023,55475011,,51
2023,55475012,,51
2023,55475013,,51
2023,55475014,,3
2023,55475015,,51
2023,55762559,,51
2023,55762561,,51
2023,55762562,,51
2023,55762563,,51
2023,55762564,,51
2023,55762565,,51
2023,56369117,,51
2023,51816262,,51
2023,51816263,,51
2023,51835977,,51
2023,52751031,,51
2023,52751032,,3
2023,52751033,,52
2023,54260612,,51
2023,54260613,,51
2023,54260614,,51
2023,54260618,,51
2023,54684918,,51
2023,54684919,,51
2023,55735094,,51
2023,55735095,,51
2023,50264641,,51
2023,50264642,,51
2023,50264643,,51
2023,50264644,,1
2023,50264645,,51
2023,51252195,,51
2023,51252197,,51
2023,51252198,,51
2023,51252200,,51
2023,51252203,,51
2023,51252204,,51
2023,51252208,,51
2023,53280760,,51
2023,52059560,,3
2023,52059561,,53
2023,52544452,,51
2023,52544453,,51
2023,52544454,,51
2023,52544455,,51
2023,50470657,,51
2023,50470658,,51
2023,50470608,,51
2023,50470609,,51
2023,50470610,,51
2023,50470611,,51
2023,50470612,,51
2023,50470613,,51
2023,50470614,,51
2023,50470615,,51
2023,50470616,,51
2023,50470617,,51
2023,50470619,,51
2023,50470620,,51
2023,50470621,,51
2023,50470622,,51
2023,50470623,,51
2023,50677226,,51
2023,50470625,,51
2023,50470626,,51
2023,50677228,,51
2023,50677234,,51
2023,51602187,,51
2023,50470629,,51
2023,50470630,,51
2023,50677236,,51
2023,50470632,,1
2023,50470633,,51
2023,50470634,,51
2023,50470635,,51
2023,50470636,,51
2023,50677239,,51
2023,50470638,,51
2023,50470639,,51
2023,50470640,,51
2023,50677240,,51
2023,50470642,,51
2023,50470643,,51
2023,50677243,,51
2023,52287489,,51
2023,50677245,,51
2023,50677247,,51
2023,50677259,,51
2023,50677261,,51
2023,50677262,,51
2023,50677265,,51
2023,50677267,,51
2023,50677269,,51
2023,51602189,,51
2023,51602190,,51
2023,51602191,,51
2023,50677273,,1
2023,50677275,,51
2023,50677279,,51
2023,50677280,,51
2023,50677281,,51
2023,50677282,,51
2023,50677283,,51
2023,51602192,,51
2023,51602194,,51
2023,51602202,,51
2023,51602203,,51
2023,51602206,,51
2023,51602209,,51
2023,51602210,,51
2023,51602211,,51
2023,51602212,,51
2023,51602215,,51
2023,51602219,,51
2023,51602221,,51
2023,51602222,,51
2023,51602225,,51
2023,51602227,,51
2023,51602228,,51
2023,51602229,,51
2023,51602230,,51
2023,51602231,,51
2023,51602232,,51
2023,54948698,,51
2023,51602233,,51
2023,51602234,,51
2023,51602235,,51
2023,51602236,,51
2023,51602237,,51
2023,51602238,,51
2023,51602239,,51
2023,51602240,,51
2023,51602241,,51
2023,51602243,,51
2023,51602244,,51
2023,51602245,,51
2023,51602246,,51
2023,51602247,,51
2023,51602248,,51
2023,51602249,,51
2023,51602250,,51
2023,51602251,,51
2023,51602252,,51
2023,51602253,,51
2023,51602254,,51
2023,51602255,,51
2023,51602256,,51
2023,51602257,,51
2023,51602258,,51
2023,51602259,,51
2023,51602260,,51
2023,51602261,,51
2023,51602262,,51
2023,51602263,,51
2023,51602264,,51
2023,51602265,,51
2023,51602266,,51
2023,51602267,,51
2023,51602268,,51
2023,51602269,,51
2023,51602270,,51
2023,51602271,,51
2023,51602272,,51
2023,51602273,,51
2023,51602274,,51
2023,51602275,,51
2023,51602276,,51
2023,51602277,,51
2023,51602278,,51
2023,51602279,,51
2023,51602280,,51
2023,51602281,,51
2023,51602282,,51
2023,51602283,,51
2023,51602284,,51
2023,51602285,,51
2023,51602286,,51
2023,51602287,,51
2023,51602288,,51
2023,51602289,,51
2023,51602290,,51
2023,51602291,,51
2023,51602292,,51
2023,51602293,,51
2023,51602294,,51
2023,51602295,,51
2023,51602296,,51
2023,51602297,,51
2023,51602299,,51
2023,51602300,,51
2023,51602301,,51
2023,51602302,,51
2023,51602303,,51
2023,51602304,,51
2023,51602305,,51
2023,51602306,,51
2023,51602307,,51
2023,51823017,,51
2023,51823018,,51
2023,51823019,,51
2023,51823020,,51
2023,51823021,,51
2023,51823022,,51
2023,51823023,,51
2023,51823024,,51
2023,51823025,,51
2023,51823026,,51
2023,51823027,,51
2023,51823028,,51
2023,52287490,,51
2023,52287491,,51
2023,52287492,,51
2023,52287493,,51
2023,52287494,,51
2023,52287495,,51
2023,52287496,,51
2023,52287497,,51
2023,52287498,,51
2023,52287499,,51
2023,52287500,,51
2023,52287501,,51
2023,52287502,,51
2023,52287503,,51
2023,52287504,,51
2023,52287505,,51
2023,52624905,,51
2023,52624908,,51
