data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2023,12,165174327,1.000,1,15029673
2023,17,165174327,1.000,9,15029674
2023,12,165174328,1.000,1,15029675
2023,12,172239718,1.000,1,16055461
2023,12,165764954,2.000,1,15119156
2023,12,172239720,3.000,3,16055462
2023,12,172239728,0.010,1,16055464
2023,4,172239737,2.000,1,16055466
2023,12,178105105,2.000,1,16837397
2023,17,172239750,1.000,9,16055469
2023,12,172239757,7.000,1,16055472
2023,15,172239760,1.000,9,16055473
2023,8,181546024,1.460,1,17324970
2023,8,165460555,2.500,1,15069775
2023,12,169418792,1.000,1,15659230
2023,5,173157297,4.000,1,16182633
2023,5,173157338,5.900,1,16182634
2023,12,173157369,0.800,1,16182635
2023,12,173157372,1.000,1,16182636
2023,5,173157403,28.000,1,16182638
2023,5,173157420,581.400,1,16182639
2023,5,173157445,2.100,1,16182640
2023,12,173157445,1.900,1,16182641
2023,5,171799855,2.800,1,15995709
2023,12,171799873,18.500,1,15995710
2023,4,171799873,2.800,1,15995711
2023,13,171799881,0.400,1,15995713
2023,5,171799887,20.000,1,15995714
2023,16,171799887,1.000,11,15995715
2023,1,171799899,3.400,1,15995716
2023,5,171799899,5.100,1,15995717
2023,5,171799902,22.200,1,15995718
2023,12,171799908,19.100,1,15995719
2023,5,171799915,2.800,1,15995720
2023,5,171799922,7.800,1,15995721
2023,17,171799927,0.700,9,15995722
2023,12,171799930,1.900,1,15995723
2023,5,171799930,1.000,11,15995724
2023,1,171799930,1.000,11,15995725
2023,1,171799941,1.500,1,15995726
2023,12,171799941,1.500,1,15995727
2023,16,171799950,13.000,1,15995728
2023,16,171799950,2.000,9,15995729
2023,16,171799962,1.700,1,15995730
2023,12,171799981,0.800,1,15995731
2023,17,171799984,2.000,9,15995732
2023,2,171799985,14.100,1,15995733
2023,12,171799985,14.300,1,15995734
2023,5,171799988,337.600,1,15995735
2023,5,171800029,48.100,1,15995737
2023,5,171791956,5.800,1,15994719
2023,12,171791957,26.800,1,15994720
2023,17,171791958,226.000,9,15994721
2023,1,171791958,21.600,1,15994722
2023,12,171791994,0.100,1,15994723
2023,5,171792009,10.000,1,15994724
2023,12,171792011,1.900,1,15994725
2023,4,171792011,1.700,1,15994726
2023,5,171792020,26.200,1,15994727
2023,5,171792026,3.400,1,15994728
2023,12,171800045,4.100,1,15995738
2023,16,171800055,4.100,1,15995739
2023,16,171800055,3.000,9,15995740
2023,5,171800061,15.000,1,15995741
2023,5,171800075,7.200,1,15995742
2023,16,171800102,185.000,9,15995743
2023,5,171800102,330.000,1,15995744
2023,1,171800132,2.000,1,15995745
2023,5,171800145,1.700,1,15995746
2023,1,171800146,7.500,1,15995747
2023,1,173142364,1.000,1,16181118
2023,12,173142366,6.200,1,16181119
2023,1,173142366,1.000,1,16181120
2023,5,173142368,4.100,1,16181121
2023,16,173142368,7.000,9,16181122
2023,2,173142368,1.000,1,16181123
2023,11,173142371,6.800,1,16181124
2023,16,173142376,9.000,9,16181125
2023,8,173142376,9.000,9,16181126
2023,5,173142376,0.500,1,16181127
2023,5,173142381,3.000,1,16181128
2023,16,173142386,4.000,9,16181130
2023,5,173142386,3.900,1,16181131
2023,2,173142394,17.600,1,16181133
2023,4,173142394,0.200,1,16181134
2023,16,173142397,1.000,1,16181135
2023,1,173142422,1.200,1,16181136
2023,1,174465766,3.800,1,16361203
2023,1,174465809,0.300,1,16361214
2023,12,174465812,0.700,1,16361215
2023,4,174465864,0.700,1,16361224
2023,1,174465889,0.200,1,16361228
2023,12,174465892,2.700,1,16361230
2023,12,174465958,6.200,1,16361242
2023,5,174465958,26.200,1,16361243
2023,12,174465958,1.000,9,16361244
2023,12,176350923,2.400,1,16600434
2023,5,176350924,2.900,1,16600435
2023,5,176350928,19.600,1,16600436
2023,16,176350928,1.000,9,16600437
2023,5,176350954,1.700,1,16600438
2023,16,176350968,16.000,9,16600439
2023,2,176350968,0.500,1,16600440
2023,5,176350970,1.000,1,16600441
2023,12,177092822,1.400,1,16701674
2023,12,177092824,0.100,1,16701675
2023,12,177092826,30.000,1,16701677
2023,5,177092826,23.200,1,16701678
2023,5,177092845,10.400,1,16701682
2023,5,177092866,1605.720,1,16701686
2023,12,177092869,1.600,1,16701687
2023,12,177092873,0.600,1,16701688
2023,5,177092875,38.400,1,16701689
2023,12,177092895,0.300,1,16701691
2023,5,177092895,6.000,1,16701692
2023,5,177092938,1.000,1,16701696
2023,5,177092941,3.400,1,16701697
2023,12,177092967,2.000,1,16701700
2023,4,181344778,2.100,1,17297705
2023,5,179405121,46.400,1,17021148
2023,1,179405133,3.600,1,17021149
2023,5,179405138,1.000,1,17021150
2023,12,179405141,1.000,9,17021151
2023,15,179405141,1.000,9,17021152
2023,5,179405163,50.600,1,17021153
2023,12,179405181,1.500,1,17021154
2023,2,179405186,1.000,11,17021155
2023,1,179405186,1.000,1,17021156
2023,1,179405186,1.000,11,17021157
2023,12,179405195,2.000,1,17021158
2023,5,179405222,5.300,1,17021159
2023,12,179405226,1.000,11,17021160
2023,11,172001124,1.000,9,16024538
2023,8,172001124,1.000,9,16024539
2023,12,172001124,26.900,1,16024540
2023,5,172001130,188.000,1,16024542
2023,1,172001208,3.000,1,16024552
2023,1,172001211,3.600,1,16024553
2023,8,172001211,2.000,1,16024554
2023,12,172001213,1.000,1,16024556
2023,1,172001248,6.400,1,16024561
2023,12,172001313,1.000,3,16024569
2023,12,172001313,3.000,9,16024570
2023,17,172001393,1.000,9,16024578
2023,17,172001408,4.000,9,16024580
2023,5,172001410,32.000,1,16024581
2023,5,175127757,392.000,1,16436042
2023,12,172001440,15.000,1,16024583
2023,2,172001467,1.000,1,16024584
2023,2,172001504,199.500,1,16024587
2023,5,172001533,0.300,1,16024594
2023,12,172001541,1.500,1,16024596
2023,5,173176333,30.400,1,16184381
2023,5,173176464,2.000,1,16184388
2023,17,173176464,1.000,9,16184389
2023,2,173176474,2.000,1,16184391
2023,1,173176474,99.100,1,16184392
2023,17,173176474,444.900,1,16184393
2023,1,173176492,1.200,1,16184394
2023,5,173176517,71.400,1,16184395
2023,5,173176531,1.000,1,16184396
2023,1,173176537,6.200,1,16184397
2023,11,173176541,2.000,9,16184398
2023,1,173176556,1.300,1,16184399
2023,5,173176570,34.500,1,16184401
2023,5,173176571,1257.600,1,16184402
2023,5,173176573,386.600,1,16184403
2023,2,172541321,7.000,1,16103480
2023,5,172541324,1.000,1,16103481
2023,5,172541343,4.700,1,16103484
2023,5,172541381,4.000,1,16103486
2023,1,172541411,1.300,1,16103487
2023,16,172541418,148.000,1,16103488
2023,5,172541418,2.000,1,16103489
2023,5,172541424,493.200,1,16103490
2023,16,172541424,158.000,9,16103491
2023,7,172541424,38.000,9,16103492
2023,1,172541444,2.000,1,16103494
2023,2,172541444,2.000,1,16103495
2023,5,172541446,5.000,1,16103496
2023,1,172541469,0.340,3,16103497
2023,16,172541469,3.000,9,16103498
2023,2,172541494,1.500,1,16103504
2023,5,172541500,56.500,1,16103505
2023,2,172541504,1.000,1,16103506
2023,5,172541510,469.000,1,16103507
2023,2,172541514,155.000,1,16103508
2023,5,172960574,57.500,1,16159365
2023,5,172960603,57.800,1,16159366
2023,2,172960610,4.000,1,16159367
2023,5,172960612,66.100,1,16159368
2023,5,172960630,32.900,1,16159369
2023,5,172960672,1944.400,1,16159371
2023,12,172960672,5.000,9,16159372
2023,1,172960739,4.500,1,16159376
2023,5,172960789,504.800,1,16159382
2023,1,172960792,0.700,1,16159383
2023,4,172960796,27.000,5,16159384
2023,5,173241482,58.500,1,16195361
2023,5,173241498,241.500,1,16195362
2023,16,173241553,3.000,9,16195367
2023,5,173241558,2.500,1,16195368
2023,1,173241558,8.000,1,16195369
2023,5,182047850,206.000,1,17404250
2023,5,173241563,52.000,1,16195371
2023,17,173241564,15.000,9,16195372
2023,16,173241567,1.000,9,16195375
2023,16,173241636,9.000,9,16195377
2023,5,173241651,26.000,1,16195378
2023,5,173241656,361.300,1,16195379
2023,8,173241656,3.900,1,16195380
2023,4,173241665,1.000,9,16195381
2023,16,173241677,1.000,11,16195382
2023,1,173241714,2.000,1,16195383
2023,5,173241714,3.000,1,16195384
2023,8,173241777,15.000,9,16195385
2023,5,173910021,18.700,1,16286578
2023,2,173910021,4.700,1,16286579
2023,5,173910027,7.500,1,16286580
2023,16,173910067,1.000,1,16286581
2023,4,173910193,0.700,1,16286590
2023,1,173910193,1.600,1,16286591
2023,5,173910210,124.000,1,16286592
2023,16,173910239,1.000,9,16286593
2023,17,173910239,2.000,9,16286594
2023,12,173910242,1.700,1,16286596
2023,1,173910242,1.600,1,16286597
2023,17,173910242,1.000,9,16286598
2023,1,173910269,3.100,1,16286599
2023,1,173910092,10.000,1,16286582
2023,12,173910098,20.720,3,16286583
2023,8,173910129,0.400,1,16286584
2023,4,173910129,0.500,1,16286585
2023,1,173910143,3.300,1,16286586
2023,5,173910160,30.400,1,16286588
2023,14,173910161,15.200,1,16286589
2023,1,174325354,1.000,11,16342815
2023,5,182047860,168.900,1,17404251
2023,4,182047860,32.600,1,17404252
2023,5,174325493,13.000,1,16342831
2023,1,182047861,1.000,1,17404253
2023,2,174325650,9.000,1,16342847
2023,16,174325670,1.000,9,16342848
2023,5,174325685,8.000,1,16342849
2023,8,174325728,1.000,9,16342850
2023,5,174325888,181.000,1,16342856
2023,16,174325888,6.000,9,16342857
2023,4,174698299,1.000,1,16383614
2023,2,174698329,3.000,1,16383617
2023,15,174698198,12.000,9,16383611
2023,5,174698258,12.000,1,16383612
2023,8,174698259,15.100,1,16383613
2023,2,174698100,1.500,1,16383604
2023,1,174698102,5.000,1,16383605
2023,16,174698114,10.000,1,16383606
2023,5,174698126,83.800,1,16383607
2023,2,174698147,2.000,1,16383608
2023,5,174698150,27.000,1,16383609
2023,1,174698042,14.000,1,16383599
2023,14,174698042,3.000,1,16383600
2023,16,174698054,9.000,9,16383602
2023,12,174698073,1.000,11,16383603
2023,2,175127783,1.000,1,16436043
2023,16,175127790,1.000,9,16436044
2023,5,175127790,1.000,1,16436045
2023,1,175127865,3.000,1,16436046
2023,1,175127884,1.000,1,16436047
2023,5,175127944,41.000,1,16436048
2023,5,175127950,44.000,1,16436049
2023,1,175127618,2.000,1,16436034
2023,12,175127630,1.000,3,16436035
2023,5,175127696,180.000,1,16436037
2023,1,175127715,2.500,1,16436038
2023,5,175127729,27.000,1,16436039
2023,5,175127740,29.000,1,16436040
2023,5,175127756,42.000,1,16436041
2023,1,175142467,6.000,1,16438319
2023,5,175142504,65.900,1,16438321
2023,5,175142522,341.000,1,16438323
2023,5,175142715,7.000,1,16438336
2023,12,175142773,2.000,9,16438339
2023,5,175142798,1.000,3,16438340
2023,12,176961617,1.000,9,16682515
2023,1,176961660,4.000,1,16682526
2023,5,176961688,88.500,1,16682534
2023,5,176961754,40.000,1,16682544
2023,5,176961756,15.100,1,16682546
2023,5,176961757,16.000,1,16682547
2023,1,176961761,2.500,1,16682549
2023,5,176961773,244.000,1,16682553
2023,1,176961817,0.600,1,16682558
2023,2,176961817,0.200,1,16682559
2023,2,176961873,1.000,1,16682567
2023,5,176961879,25.000,1,16682568
2023,5,176961993,6.000,1,16682585
2023,5,176962005,50.000,1,16682587
2023,16,178194147,1.000,1,16848056
2023,5,178194151,107.000,1,16848057
2023,5,178194152,30.000,1,16848058
2023,15,178194173,1.000,9,16848059
2023,15,178194174,1.000,9,16848060
2023,5,178194203,74.000,1,16848061
2023,5,178194215,1.000,1,16848062
2023,5,178194249,28.500,1,16848063
2023,2,178194257,0.010,1,16848064
2023,5,178194257,225.000,1,16848065
2023,5,178194258,139.000,1,16848066
2023,1,178194279,12.000,1,16848067
2023,16,178194279,20.000,9,16848068
2023,5,178194285,6.000,1,16848069
2023,5,178194319,95.600,1,16848070
2023,7,178194340,9.000,9,16848071
2023,4,178194356,6.500,1,16848072
2023,5,178194395,152.000,1,16848073
2023,16,178194413,1.000,9,16848074
2023,5,178194417,88.000,1,16848075
2023,16,180139514,1.000,9,17119776
2023,12,180139596,1.000,1,17119784
2023,2,166889135,9.000,1,15285451
2023,12,163922750,2.000,1,14859618
2023,15,165174334,15.000,1,15029678
2023,5,165174334,1.000,1,15029679
2023,5,165948509,1.000,1,15144845
2023,12,166310859,1.000,1,15197321
2023,5,167381479,1.000,1,15360947
2023,12,168494164,1.200,1,15504505
2023,12,169222552,0.400,1,15629257
2023,12,170345712,1.200,1,15787487
2023,12,170345714,1.000,1,15787488
2023,12,171322023,1.000,1,15918368
2023,5,174748502,1.300,1,16394808
2023,8,174873547,30.000,1,16405294
2023,5,171730431,67.800,1,15981418
2023,12,171730470,343.500,1,15981419
2023,12,171730501,2.300,1,15981420
2023,2,171730527,9.500,1,15981421
2023,5,173157584,1.000,1,16182648
2023,5,173168315,3.000,1,16183761
2023,4,175567571,1.000,11,16493487
2023,12,173241986,30.000,9,16195389
2023,5,173242064,3.000,1,16195393
2023,5,178563432,1.000,1,16901853
2023,5,177389504,1.000,9,16743667
2023,5,177389505,1.000,9,16743668
2023,5,178563449,1.000,1,16901855
2023,5,178563453,0.500,5,16901856
2023,5,178563457,1.000,11,16901857
2023,5,178563462,0.500,7,16901858
2023,5,168285201,1.000,11,15476305
2023,5,168285202,8.200,1,15476306
2023,5,168290399,1.000,1,15476890
2023,5,168290410,1.000,11,15476891
2023,5,168290413,1.000,11,15476892
2023,5,168290418,1.000,11,15476893
2023,5,168290427,1.000,11,15476894
2023,11,168290454,3.600,1,15476895
2023,5,168290454,4.200,1,15476896
2023,5,168290462,1.000,11,15476897
2023,5,168290463,2.800,1,15476898
2023,5,168290467,1.000,11,15476899
2023,5,168290471,1.000,11,15476900
2023,5,168297042,1.000,11,15477449
2023,5,168867436,1.000,11,15573399
2023,15,170335805,135.000,9,15786833
2023,12,170335805,87.000,9,15786834
2023,8,170335805,85.000,9,15786835
2023,5,170479264,25.900,1,15806215
2023,5,173743493,1.000,11,16265643
2023,5,175526284,1.000,11,16486848
2023,5,179098027,1.000,11,16976701
2023,4,179122506,1.000,11,16979553
2023,5,180250210,1.000,11,17135046
2023,4,180309481,2.200,1,17142002
2023,4,181071935,1.000,11,17255934
2023,5,181664109,1.000,11,17341125
2023,4,169407622,0.510,1,15657773
2023,5,164050399,10.000,1,14881686
2023,4,166916119,1.000,1,15289348
2023,1,166916121,1.000,1,15289349
2023,5,169407626,244.000,1,15657774
2023,1,166916134,3.880,1,15289350
2023,5,169407627,154.000,1,15657775
2023,5,166916138,8.710,1,15289351
2023,5,166916065,198.000,1,15289345
2023,9,166916069,1.700,1,15289346
2023,1,166916071,0.320,1,15289347
2023,5,168924175,48.590,1,15578189
2023,11,168924189,4.000,1,15578190
2023,5,168924195,136.000,1,15578191
2023,1,168924199,13.300,1,15578192
2023,4,168924202,1.780,1,15578193
2023,1,168924202,0.850,1,15578194
2023,4,168924207,13.200,1,15578195
2023,4,168924208,5.000,1,15578196
2023,4,168924209,0.330,1,15578197
2023,5,168924212,260.000,1,15578198
2023,2,168924221,4.470,1,15578199
2023,5,168924221,5.670,1,15578200
2023,5,168924223,4.200,1,15578201
2023,5,168924231,55.810,1,15578202
2023,4,168924233,1.750,1,15578203
2023,1,168924233,0.340,1,15578204
2023,8,168924233,9.500,9,15578205
2023,5,168924243,27.400,1,15578206
2023,5,168924248,33.000,1,15578207
2023,5,169407659,377.000,1,15657776
2023,8,169407706,19.000,9,15657778
2023,12,169407706,10.500,9,15657779
2023,15,169407706,7.000,9,15657780
2023,5,171020366,56.000,1,15878701
2023,2,171020394,0.100,1,15878702
2023,4,173532066,20.000,1,16235698
2023,12,173532092,2.000,9,16235705
2023,12,173532098,3.000,9,16235709
2023,4,173532122,14.200,1,16235713
2023,1,173532122,3.800,1,16235714
2023,4,176826647,1.700,1,16663100
2023,5,176826658,77.000,1,16663101
2023,4,176826688,23.000,1,16663104
2023,5,176826697,615.000,1,16663106
2023,5,178352896,27.390,1,16872136
2023,13,178352921,1.000,9,16872137
2023,17,179671045,7.000,9,17061878
2023,2,163246909,0.500,1,14762218
2023,2,163246911,5.000,1,14762219
2023,2,163246917,112.000,1,14762220
2023,5,163246917,112.000,1,14762221
2023,5,163246921,15.000,1,14762222
2023,9,163246933,6.000,1,14762223
2023,17,164555752,17.000,1,14946161
2023,4,164555752,17.000,1,14946162
2023,5,164555752,17.000,1,14946163
2023,2,164555818,2.000,1,14946183
2023,11,166060012,0.500,1,15159173
2023,11,166060023,560.000,1,15159174
2023,5,166060027,158.000,1,15159175
2023,10,166060056,178.400,1,15159182
2023,2,166060056,178.400,1,15159183
2023,2,167020609,29.000,1,15305921
2023,5,167020615,18.000,1,15305922
2023,15,167020615,18.000,9,15305923
2023,2,167020617,1.000,1,15305924
2023,2,167020625,0.300,1,15305925
2023,2,167020626,3.000,1,15305926
