data_year,victim_id,injury_id
2021,158031398,4
2021,158031399,4
2021,158031400,5
2021,158031402,5
2021,158031404,4
2021,158031410,4
2021,158031418,4
2021,158031423,5
2021,158031424,5
2021,158031426,4
2021,158031429,5
2021,158031431,4
2021,158031432,4
2021,158031435,5
2021,158031436,5
2021,158031437,4
2021,158031440,5
2021,158031456,4
2021,158031464,5
2021,158031467,4
2021,158031468,5
2021,158031470,5
2021,158031471,4
2021,158031474,5
2021,158031477,4
2021,158031478,4
2021,158031479,5
2021,158031480,5
2021,158031487,4
2021,158031491,4
2021,158031497,4
2021,158031498,5
2021,158031502,4
2021,158031503,4
2021,158031504,5
2021,158031510,4
2021,158031512,3
2021,158031523,4
2021,158031524,4
2021,158031525,4
2021,158031527,4
2021,158031530,4
2021,158031533,5
2021,158031539,4
2021,158031546,4
2021,158031556,4
2021,158031559,6
2021,158031573,4
2021,158031574,4
2021,158031576,5
2021,158031582,4
2021,158031583,4
2021,158031584,4
2021,158031588,5
2021,158031595,3
2021,158031601,4
2021,158031605,5
2021,158031606,4
2021,158031615,4
2021,158031628,5
2021,158031630,4
2021,158031637,5
2021,158031639,5
2021,158031643,4
2021,158031644,4
2021,158031645,4
2021,158031648,4
2021,158031649,5
2021,158031650,4
2021,158031655,4
2021,158031657,4
2021,158031667,4
2021,158031671,4
2021,158031672,5
2021,158031673,4
2021,158031674,5
2021,158031675,4
2021,158772470,5
2021,158772473,4
2021,158772474,5
2021,158772475,5
2021,158772478,4
2021,158772480,4
2021,158772485,4
2021,158772486,6
2021,158772504,4
2021,158772505,4
2021,158772409,4
2021,158772413,4
2021,158772415,5
2021,158772419,5
2021,158772424,4
2021,158772425,4
2021,158772427,4
2021,158772441,5
2021,158772450,4
2021,158772451,4
2021,158772452,4
2021,158772455,5
2021,158772458,4
2021,158772462,4
2021,158772465,4
2021,158799509,4
2021,158799510,4
2021,158799511,4
2021,158799512,5
2021,158799514,4
2021,158799520,5
2021,158799523,5
2021,158799525,5
2021,158799526,4
2021,158799532,4
2021,158799534,4
2021,158799535,5
2021,158799536,4
2021,158799538,4
2021,158799539,4
2021,164923142,4
2021,164923143,5
2021,164923144,5
2021,164923148,5
2021,164923150,4
2021,164923151,4
2021,164923152,5
2021,164923153,5
2021,164923158,5
2021,164923159,5
2021,164923160,4
2021,164923161,4
2021,164923168,4
