data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2021,44099239,,51
2021,44099240,,51
2021,44099241,,51
2021,44099242,,51
2021,44099243,,51
2021,44099244,,51
2021,44099245,,3
2021,44099246,,51
2021,44099247,,51
2021,44099249,,51
2021,44099250,,51
2021,44099251,,51
2021,44099252,,51
2021,44099253,,51
2021,44099254,,51
2021,44099255,,51
2021,44099256,,51
2021,44099257,,51
2021,44099258,,51
2021,44099259,,51
2021,44099260,,51
2021,44099261,,51
2021,44099262,,51
2021,44099263,,51
2021,44099264,,51
2021,44099265,,51
2021,44099266,,51
2021,44099267,,51
2021,44099268,,51
2021,44099269,,51
2021,44099270,,51
2021,44099271,,51
2021,44099272,,51
2021,44099273,,51
2021,44099274,,51
2021,44099275,,51
2021,44099276,,51
2021,44099277,,51
2021,44099278,,51
2021,44099279,,51
2021,44099280,,51
2021,44099281,,51
2021,44099282,,51
2021,44099283,,51
2021,44099284,,51
2021,44099285,,51
2021,44099286,,51
2021,44099287,,51
2021,44099288,,51
2021,44099289,,51
2021,44099290,,51
2021,44099291,,51
2021,44099292,,51
2021,44099293,,51
2021,44099294,,51
2021,44294484,,51
2021,44294485,,51
2021,44294486,,51
2021,44294487,,51
2021,44294488,,51
2021,44294489,,51
2021,44294490,,51
2021,44294476,,51
2021,44294477,,51
2021,44294478,,51
2021,44294479,,51
2021,44294480,,51
2021,44294481,,51
2021,44294482,,51
2021,44300842,,51
2021,44300843,,51
2021,44300844,,51
2021,44300845,,51
2021,44300846,,51
2021,44300847,,51
2021,44300848,,51
2021,44300849,,51
2021,44300850,,51
2021,44300851,,51
2021,45721435,,51
2021,45721436,,51
2021,45721437,,51
2021,45721438,,51
2021,45721439,,51
2021,45721440,,51
2021,45721441,,51
2021,45721442,,51
2021,45721443,,51
2021,45721444,,51
2021,45721445,,51
2021,45721408,,51
2021,45721409,,51
2021,45721410,,51
2021,45845926,,51
2021,45845927,,51
2021,45721411,,51
2021,45721412,,51
2021,45845928,,51
2021,45845929,,51
2021,45721413,,51
2021,45845930,,51
2021,45721414,,51
2021,45845931,,51
2021,45721415,,51
2021,45721416,,51
2021,45845932,,51
2021,45845933,,51
2021,45721417,,51
2021,45721418,,51
2021,45721419,,51
2021,45721420,,51
2021,45721421,,51
2021,45721422,,51
2021,45721423,,51
2021,45721424,,51
2021,45845935,,51
2021,45721425,,51
2021,45721426,,51
2021,45721427,,51
2021,45721428,,51
2021,45721429,,51
2021,45721430,,51
2021,45721431,,51
2021,45721432,,51
2021,45721433,,51
2021,45721434,,51
2021,45845936,,53
2021,45845937,,51
2021,45845938,,51
2021,45845939,,51
2021,45845940,,51
2021,45845941,,51
2021,45845942,,51
2021,45845943,,51
2021,45845944,,51
2021,45845945,,51
2021,45845946,,51
2021,45845947,,51
2021,45845948,,51
2021,45845949,,51
2021,45845950,,51
2021,44966602,,51
2021,44966603,,51
2021,45037987,,51
2021,45037988,,51
2021,44966604,,51
2021,44966605,,52
2021,45171979,,51
2021,44097667,,51
2021,44097668,,51
2021,44097669,,51
2021,44096476,,51
2021,44097670,,51
2021,44097671,,51
2021,44097672,,51
2021,44097673,,51
2021,44097674,,51
2021,44097675,,51
2021,44097676,,51
2021,44097677,,51
2021,44097678,,51
2021,44097679,,51
2021,44097680,,51
2021,44097681,,51
2021,44097682,,51
2021,44097688,,51
2021,44967011,,51
2021,44967012,,51
2021,44967014,,51
2021,44097691,,51
2021,45841399,,53
2021,45841400,,51
2021,45841401,,51
2021,45654386,,51
2021,44096427,,51
2021,44096428,,51
2021,44096429,,53
2021,44096430,,53
2021,44096478,,51
2021,44096431,,51
2021,45654387,,51
2021,44096480,,51
2021,44096432,,51
2021,44096481,,51
2021,44096434,,51
2021,44096435,,51
2021,44096436,,51
2021,44096437,,51
2021,44096438,,51
2021,44096439,,52
2021,44966706,,51
2021,44096440,,51
2021,44096441,,51
2021,44096442,,51
2021,44096443,,51
2021,44096444,,51
2021,44096445,,51
2021,44096483,,51
2021,44096484,,51
2021,44096485,,51
2021,44096486,,51
2021,44096446,,51
2021,44096487,,51
2021,44096447,,53
2021,44096448,,52
2021,46042788,,51
2021,44096449,,51
2021,44096450,,7
2021,44096451,,7
2021,44096452,,51
2021,44096453,,51
2021,44096454,,51
2021,44096455,,51
2021,44096456,,51
2021,44096457,,51
2021,44096458,,51
2021,44096459,,51
2021,44096460,,3
2021,44096461,,51
2021,44096462,,51
2021,44096463,,51
2021,44096465,,51
2021,44096489,,51
2021,44966707,,51
2021,44096490,,51
2021,44096491,,51
2021,44096492,,51
2021,44096493,,51
2021,44096494,,51
2021,44096495,,51
2021,44096496,,51
2021,44096497,,51
2021,45654388,,51
2021,44108410,,51
2021,44096466,,52
2021,44108411,,51
2021,44966708,,51
2021,44096500,,51
2021,44096501,,51
2021,44096502,,51
2021,44096503,,51
2021,44096504,,51
2021,44096505,,51
2021,44096507,,51
2021,46141427,,51
2021,44966704,,51
2021,44966705,,51
2021,44096509,,51
2021,44096511,,51
2021,44966710,,51
2021,44096514,,51
2021,44966711,,51
2021,44966712,,51
2021,44966713,,51
2021,44096518,,51
2021,44096467,,51
2021,44096468,,51
2021,44096469,,51
2021,44096470,,51
2021,44096471,,51
2021,44096472,,51
2021,44096473,,51
2021,44096474,,51
2021,44096475,,51
2021,44096522,,51
2021,44096523,,51
2021,44096524,,51
2021,44096525,,51
2021,44096526,,51
2021,44966714,,51
2021,44966715,,51
2021,44096529,,51
2021,44096530,,51
2021,44096531,,51
2021,44096532,,51
2021,44096535,,51
2021,44096538,,51
2021,44096539,,51
2021,44096540,,51
