data_year,weapon_id,offense_id,nibrs_weapon_id
2021,41,172305650,
2021,41,172305651,
2021,41,172305652,
2021,41,172305654,
2021,41,172305656,
2021,41,172305662,
2021,1,172305667,
2021,41,172305669,
2021,41,172305674,
2021,41,172305675,
2021,41,172305677,
2021,39,172305680,
2021,41,172305682,
2021,41,172305683,
2021,41,172305686,
2021,41,172305687,
2021,41,172305688,
2021,41,172305691,
2021,41,172305707,
2021,41,172305715,
2021,41,172305718,
2021,41,172305719,
2021,41,172305721,
2021,41,172305722,
2021,41,172305725,
2021,41,172305728,
2021,41,172305729,
2021,41,172305730,
2021,41,172305731,
2021,41,172305738,
2021,41,172305742,
2021,41,172305748,
2021,41,172305751,
2021,41,172305756,
2021,21,172305758,
2021,41,172305769,
2021,41,172305771,
2021,41,172305774,
2021,41,172305777,
2021,41,172305783,
2021,41,172305790,
2021,41,172305799,
2021,3,172305802,
2021,41,172305815,
2021,41,172305816,
2021,41,172305818,
2021,41,172305824,
2021,41,172305825,
2021,41,172305826,
2021,41,172305830,
2021,21,172305837,
2021,41,172305843,
2021,41,172305847,
2021,41,172305848,
2021,1,172305854,
2021,41,172305857,
2021,41,172305868,
2021,41,172305870,
2021,41,172305877,
2021,41,172305879,
2021,41,172305882,
2021,41,172305883,
2021,41,172305884,
2021,41,172305887,
2021,41,172305888,
2021,41,172305889,
2021,41,172305894,
2021,41,172305896,
2021,41,172305906,
2021,41,172305909,
2021,41,172305910,
2021,41,172305911,
2021,41,172305912,
2021,41,172305913,
2021,41,173051913,
2021,41,173051916,
2021,41,173051917,
2021,41,173051918,
2021,21,173051920,
2021,41,173051921,
2021,41,173051923,
2021,21,173051926,
2021,41,173051928,
2021,41,173051929,
2021,21,173051936,
2021,31,173051936,
2021,41,173051946,
2021,41,173051947,
2021,41,173051858,
2021,41,173051861,
2021,41,173051863,
2021,41,173051867,
2021,3,173051870,
2021,41,173051872,
2021,41,173051873,
2021,41,173051875,
2021,41,173051886,
2021,41,173051894,
2021,41,173051895,
2021,41,173051898,
2021,41,173051901,
2021,41,173051905,
2021,41,173051908,
2021,41,173078436,
2021,41,173078437,
2021,41,173078438,
2021,41,173078439,
2021,41,173078441,
2021,41,173078447,
2021,41,173078450,
2021,41,173078452,
2021,41,173078453,
2021,41,173078459,
2021,41,173078461,
2021,41,173078462,
2021,41,173078463,
2021,41,173078465,
2021,41,173078466,
2021,41,179206121,
2021,41,179206122,
2021,41,179206123,
2021,41,179206127,
2021,38,179206129,
2021,41,179206130,
2021,41,179206131,
2021,41,179206136,
2021,41,179206138,
2021,41,179206144,
2021,41,179206146,
2021,41,179206148,
2021,39,179206040,
2021,41,179206043,
2021,39,179206044,
2021,41,179206048,
2021,41,179206054,
2021,41,179206056,
2021,41,179206057,
2021,41,179703156,
2021,41,179703158,
2021,41,179703160,
2021,41,179703162,
2021,41,179206064,
2021,41,179703163,
2021,41,179206065,
2021,39,179703167,
2021,41,179703171,
2021,41,179206071,
2021,41,179206072,
2021,41,179703172,
2021,41,179206074,
2021,41,179703175,
2021,41,179703178,
2021,41,179206080,
2021,41,179206084,
2021,41,179206086,
2021,41,179703179,
2021,41,179703180,
2021,41,179206089,
2021,41,179206094,
2021,41,179703182,
2021,41,179206100,
2021,41,179206104,
2021,38,179703183,
2021,41,179703184,
2021,31,179703185,
2021,41,179703188,
2021,41,179703189,
2021,41,179703190,
2021,41,179703191,
2021,41,179703200,
2021,41,179703205,
2021,41,179703206,
2021,41,179703207,
2021,41,179206117,
2021,42,175952767,
2021,42,175952768,
2021,42,175952769,
2021,42,175952770,
2021,42,175952772,
2021,42,175952773,
2021,42,175952774,
2021,42,175952775,
2021,42,175952776,
2021,42,175952778,
2021,42,175952779,
2021,42,175952780,
2021,42,175952781,
2021,42,175952782,
2021,31,175952785,
2021,42,175952786,
2021,42,176884618,
2021,42,176884620,
2021,42,175952788,
2021,42,176314294,
2021,42,172291422,
2021,42,172291425,
2021,42,172291426,
2021,42,172291427,
2021,42,172291456,
2021,42,172291428,
2021,42,172291458,
2021,42,172291439,
2021,42,172291449,
2021,42,172291451,
2021,41,172291465,
2021,41,172291469,
2021,41,172291475,
2021,38,172291479,
2021,38,175953557,
2021,41,172291489,
2021,41,172291491,
2021,41,172291505,
2021,41,172291506,
2021,41,172291507,
2021,41,172291508,
2021,41,172291510,
2021,41,172291517,
2021,41,172291519,
2021,41,172291524,
2021,41,172291527,
2021,41,172291531,
2021,3,172291537,
2021,3,172291540,
2021,3,172291541,
2021,38,172291549,
2021,41,172291553,
2021,41,175953562,
2021,41,172291557,
2021,41,172291559,
2021,41,172291561,
2021,41,172291562,
2021,41,172291566,
2021,38,172291577,
2021,41,172291587,
2021,41,172291593,
2021,38,175953564,
2021,41,180845384,
2021,41,180845385,
2021,41,172291601,
2021,41,172291603,
2021,38,175953566,
2021,41,172291609,
2021,3,175953569,
2021,3,175953570,
2021,41,172291613,
2021,41,172291619,
2021,41,172291621,
2021,41,172291626,
2021,41,180845386,
2021,41,172291633,
2021,38,172291634,
2021,3,172291636,
2021,41,172291638,
2021,5,175953573,
2021,5,175953574,
2021,41,172291649,
2021,41,172291651,
2021,38,175953575,
2021,41,172291663,
2021,41,172291665,
2021,38,172291667,
2021,41,172291668,
2021,41,172291670,
2021,41,172291673,
2021,41,172291679,
2021,3,172291680,
2021,41,172291684,
2021,38,175953579,
2021,41,172291687,
2021,41,172291689,
2021,41,172291690,
2021,41,172291691,
2021,41,172291693,
2021,41,172291697,
2021,41,172291706,
2021,3,179206284,
2021,31,172291721,
2021,41,172291725,
2021,41,172291729,
2021,41,172291731,
2021,3,172291737,
2021,41,172291746,
2021,41,172291748,
2021,41,172291753,
2021,41,179206290,
2021,41,172291772,
2021,41,172291775,
2021,38,175953590,
2021,3,172291783,
2021,3,172291785,
2021,41,172291796,
2021,41,172291799,
2021,38,172291800,
2021,41,180845387,
2021,41,179206294,
2021,41,175953593,
2021,41,175953594,
2021,3,175953595,
2021,3,175953596,
2021,41,175953599,
2021,41,175953600,
2021,41,175953604,
2021,41,175953606,
2021,41,175953607,
2021,1,175953609,
2021,3,175953609,
2021,41,175953611,
2021,41,175953612,
2021,41,175953613,
2021,38,175953613,
2021,41,175953618,
2021,41,180845388,
2021,41,175953620,
2021,41,175953626,
2021,41,175953627,
2021,41,175953638,
2021,41,175953640,
2021,41,179206306,
2021,38,179206306,
2021,38,179206307,
2021,41,180845389,
2021,41,175953648,
2021,41,175953651,
2021,41,179206150,
2021,41,179206156,
2021,41,179206158,
2021,41,179206161,
2021,42,180845390,
2021,41,179206180,
2021,38,179206181,
2021,41,179206183,
2021,41,179206184,
2021,38,179206189,
2021,41,179206194,
2021,41,179206199,
2021,41,179206201,
2021,41,179206202,
2021,42,179206205,
2021,41,179206207,
2021,41,179206208,
2021,41,179206213,
2021,38,179206213,
2021,41,179206214,
2021,3,179206217,
2021,41,179206222,
2021,41,179206230,
2021,41,179206231,
2021,41,179206232,
2021,41,179206233,
2021,41,179206236,
2021,41,179206237,
2021,41,179206240,
2021,41,179206241,
2021,41,179206242,
2021,41,179206243,
2021,41,179206244,
2021,38,179206244,
2021,41,179206245,
2021,41,179206248,
2021,41,179206249,
2021,41,179206250,
2021,41,179206251,
2021,41,179206253,
2021,41,179206255,
2021,41,179206262,
2021,3,180411626,
2021,41,179206271,
2021,41,180411632,
2021,41,180411634,
2021,41,180411636,
2021,41,180411638,
2021,38,180411640,
2021,41,180411644,
2021,38,180411645,
2021,1,180411646,
2021,3,180411646,
2021,3,180411654,
2021,3,180411655,
2021,41,180411661,
2021,41,180411663,
2021,41,180411664,
2021,41,180845391,
2021,41,180411670,
2021,41,180411673,
2021,41,180411679,
2021,41,180411682,
2021,41,180411684,
2021,41,180411685,
2021,41,180411699,
2021,41,180411702,
2021,41,180411704,
2021,41,180411709,
2021,41,180411710,
2021,38,180411715,
2021,41,180411717,
2021,41,180411719,
2021,41,180845392,
2021,41,180411727,
2021,39,180411728,
2021,41,180411731,
2021,41,180411741,
2021,41,180411750,
2021,3,180411751,
2021,41,180411754,
2021,41,180845393,
2021,2,180411764,
2021,41,180411769,
2021,41,180411771,
2021,41,180411772,
2021,41,180411776,
2021,41,180411777,
2021,41,180411781,
2021,41,180411786,
2021,41,180411787,
2021,41,180411791,
2021,41,180411796,
2021,41,180411801,
2021,41,180411802,
2021,41,180411803,
2021,41,180411804,
2021,3,180411805,
2021,38,180411807,
2021,41,180411808,
2021,38,180411809,
2021,41,180411813,
2021,3,180411815,
2021,3,180411816,
2021,41,180411820,
2021,41,180411821,
2021,41,180411824,
2021,41,180411827,
2021,41,180411828,
2021,41,180411836,
2021,39,180411842,
2021,41,180845394,
2021,41,180411844,
2021,41,180411845,
2021,41,180411846,
2021,41,180411848,
2021,41,180411849,
2021,41,180411850,
2021,41,180411853,
2021,41,180411854,
2021,3,180411856,
2021,3,180411857,
2021,41,180411860,
2021,41,180411861,
2021,38,180411865,
2021,38,180411867,
2021,41,180411871,
2021,41,180411872,
2021,41,180411876,
2021,41,180411879,
2021,41,180411880,
2021,41,180411881,
2021,38,180411889,
2021,38,180411890,
2021,41,180845395,
2021,41,180411895,
2021,41,180411898,
2021,41,180411901,
2021,41,180411902,
2021,41,180411905,
2021,41,180411906,
2021,41,180411914,
2021,41,180411919,
2021,41,180411920,
2021,41,180411921,
2021,41,180411927,
2021,41,180845396,
2021,41,180411946,
2021,39,180411947,
2021,41,180411948,
2021,41,180411949,
2021,41,180845397,
2021,41,180411952,
2021,41,180411953,
2021,41,180411956,
2021,41,180845398,
2021,38,180411958,
2021,41,180411959,
2021,38,180411959,
2021,41,180411962,
2021,38,180411966,
2021,41,180411969,
2021,41,180411970,
2021,41,180411975,
2021,41,180411976,
2021,41,180411977,
2021,3,180411978,
2021,41,180411984,
2021,41,180411986,
2021,41,180411987,
2021,41,180411988,
2021,41,180411989,
2021,41,180411990,
2021,41,180411992,
2021,41,180411993,
2021,41,180411994,
2021,41,180412002,
2021,41,180412003,
2021,41,180412004,
2021,41,180412006,
2021,41,180412007,
2021,41,180412010,
2021,41,180412014,
2021,41,180412017,
2021,41,180412020,
2021,41,180412021,
2021,41,180412022,
2021,21,180412026,
2021,41,180412026,
2021,41,180412029,
2021,41,180412032,
2021,41,180412034,
2021,38,180412038,
2021,41,180412039,
2021,1,180412044,
2021,41,180412045,
2021,41,180412051,
2021,41,180412052,
2021,38,180412056,
2021,41,180412057,
2021,38,180412057,
2021,41,180412061,
2021,41,180412064,
2021,41,180412066,
2021,41,180412067,
2021,41,180412068,
2021,41,180412071,
2021,41,180412073,
2021,38,180412077,
2021,41,180412079,
2021,41,180412080,
2021,38,180412081,
2021,41,172291848,
2021,41,172291849,
2021,41,172291851,
2021,41,172291853,
2021,41,172291854,
2021,41,172291855,
2021,3,172291856,
2021,41,172291857,
2021,41,172291859,
2021,3,172291860,
2021,41,172291872,
2021,41,180845400,
2021,41,172291876,
2021,41,172291879,
2021,41,172291882,
2021,41,172291883,
2021,41,180845401,
2021,41,180845403,
2021,41,172291896,
2021,41,180845404,
2021,41,172291911,
2021,41,172291912,
2021,41,172291921,
2021,3,172296050,
2021,42,172296052,
2021,38,172296063,
2021,41,172296067,
2021,42,172296068,
2021,31,172296073,
2021,42,172296076,
2021,41,172296077,
2021,41,172296089,
2021,41,172296091,
2021,41,172296094,
2021,41,172296095,
2021,41,172296100,
2021,41,172296102,
2021,41,172291923,
2021,41,172291926,
2021,41,172291931,
2021,41,172296112,
2021,41,172291932,
2021,1,172291936,
2021,32,172291937,
2021,41,172296120,
2021,41,172291940,
2021,41,172296122,
2021,41,172417379,
2021,42,172296125,
2021,41,172296129,
2021,42,172296132,
2021,41,172296133,
2021,42,172296147,
2021,41,172296163,
2021,41,172296166,
2021,41,172296177,
2021,41,172296179,
2021,41,175954975,
2021,42,175954979,
2021,41,175954980,
2021,42,175954985,
2021,42,175954990,
2021,41,175954991,
2021,41,175954995,
2021,41,175954996,
2021,1,175954997,
2021,41,172291943,
2021,41,172291947,
2021,41,172291952,
2021,41,172291954,
2021,3,172291960,
2021,41,172291962,
2021,3,172291967,
2021,41,175955014,
2021,3,172291968,
2021,3,172291971,
2021,41,172291976,
2021,41,172291978,
2021,3,172291985,
2021,42,175955025,
2021,31,172291991,
2021,3,172292005,
2021,41,172292011,
2021,41,172292013,
2021,41,172292014,
2021,41,172292015,
2021,41,172292016,
2021,41,172292020,
2021,41,172292028,
2021,41,172292029,
2021,41,172292031,
2021,41,172292032,
2021,3,178912948,
2021,41,180845405,
