yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
47022022,4702,2022,IL0080300,IL0080300,,N,N,,I,MILLEDGEVILLE,MILEDGEVILLE PD,Milledgeville,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,1082,23367,ILUCR0001,Illinois State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,3,0,3,0,0,0,2.8,2.8,2006-12-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,CARROLL,Not Specified,Y,Y,Y
47032022,4703,2022,IL0080400,IL0080400,,N,N,,I,MOUNT CARROLL,MOUNT CARROLL PD,Mount Carroll,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,1512,23367,ILUCR0001,Illinois State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2006-12-01,2022-01-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,CARROLL,Not Specified,Y,Y,Y
47072022,4707,2022,IL0090000,IL0090000,,N,N,,I,CASS,CASS CO SO VIRGINIA,Cass,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,County,4209,23367,ILUCR0001,Illinois State Police,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,9,0,9,0,1,1,2.1,2.4,2006-12-01,2020-12-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CASS,Not Specified,Y,Y,Y
47112022,4711,2022,IL0100000,IL0100000,,N,N,,I,CHAMPAIGN,CHAMPAIGN CO SO URBANA,Champaign,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,County,47591,23367,ILUCR0001,Illinois State Police,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,52,8,60,4,10,14,1.2,1.6,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CHAMPAIGN,"Champaign-Urbana, IL",Y,Y,Y
47122022,4712,2022,IL0100100,IL0100100,,N,N,,I,CHAMPAIGN,CHAMPAIGN PD,Champaign,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,89815,23367,ILUCR0001,Illinois State Police,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,98,8,106,11,15,26,1.2,1.5,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CHAMPAIGN,"Champaign-Urbana, IL",Y,Y,Y
47142022,4714,2022,IL0100300,IL0100300,,N,N,,I,MAHOMET,MAHOMET PD,Mahomet,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,9709,23367,ILUCR0001,Illinois State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,0,8,3,1,4,1.1,1.2,2006-12-01,2021-07-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CHAMPAIGN,"Champaign-Urbana, IL",Y,Y,Y
47152022,4715,2022,IL0100400,IL0100400,,N,N,,I,RANTOUL,RANTOUL PD,Rantoul,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,11971,23367,ILUCR0001,Illinois State Police,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,25,0,25,6,6,12,2.6,3.1,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CHAMPAIGN,"Champaign-Urbana, IL",Y,Y,Y
47162022,4716,2022,IL0100500,IL0100500,,N,N,,I,TOLONO,TOLONO PD,Tolono,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,3489,23367,ILUCR0001,Illinois State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,4,0,4,0,0,0,1.1,1.1,2006-12-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,CHAMPAIGN,"Champaign-Urbana, IL",Y,Y,Y
47172022,4717,2022,IL0100600,IL0100600,,N,N,,I,URBANA,URBANA PD,Urbana,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,38990,23367,ILUCR0001,Illinois State Police,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,N,,,,,,,,,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CHAMPAIGN,"Champaign-Urbana, IL",Y,Y,Y
47182022,4718,2022,IL0100700,IL0100700,,N,N,,I,UNIV OF IL: URBANA,UNIV ILLINOIS PD CHAMPAIGN,University of Illinois:,Urbana,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,University or College,0,23367,ILUCR0001,Illinois State Police,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,48,30,78,18,13,31,0,0,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CHAMPAIGN,"Champaign-Urbana, IL",Y,Y,Y
47252022,4725,2022,IL0101500,IL0101500,,N,N,,I,PARKLAND COLLEGE,PARKLAND COLLEGE PUBLIC SAFETY,Parkland College,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,University or College,0,23367,ILUCR0001,Illinois State Police,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,0,0,2006-12-01,2020-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CHAMPAIGN,"Champaign-Urbana, IL",Y,Y,Y
47282022,4728,2022,IL0110100,IL0110100,,N,N,,I,PANA,PANA PD,Pana,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,5218,23367,ILUCR0001,Illinois State Police,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,0,8,0,4,4,1.5,2.3,2006-12-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,"CHRISTIAN, SHELBY",Not Specified,Y,Y,Y
47302022,4730,2022,IL0110300,IL0110300,,N,N,,I,KINCAID,KINCAID PD,Kincaid,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,1379,23367,ILUCR0001,Illinois State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2006-12-01,2020-10-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CHRISTIAN,Not Specified,Y,Y,Y
47322022,4732,2022,IL0110500,IL0110500,,N,N,,I,ASSUMPTION,ASSUMPTION PD,Assumption,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,1172,23367,ILUCR0001,Illinois State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,0,1,0,0,0,0.9,0.9,2006-12-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,CHRISTIAN,Not Specified,Y,Y,Y
47332022,4733,2022,IL0110600,IL0110600,,N,N,,I,EDINBURG,EDINBURG PD,Edinburg,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,1112,23367,ILUCR0001,Illinois State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2006-12-01,2022-10-01,2022-10-01,2022-10-01,2022-10-01,2022-10-01,N,CHRISTIAN,Not Specified,Y,Y,Y
47362022,4736,2022,IL0120200,IL0120200,,N,N,,I,MARSHALL,MARSHALL PD,Marshall,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,3867,23367,ILUCR0001,Illinois State Police,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2006-12-01,2022-01-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,N,CLARK,Not Specified,Y,Y,Y
47402022,4740,2022,IL0140000,IL0140000,,N,N,,I,CLINTON,CLINTON CO SO CARLYLE,Clinton,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,County,14901,23367,ILUCR0001,Illinois State Police,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,15,8,23,0,12,12,1.0,2.3,2006-12-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,CLINTON,"St. Louis, MO-IL",Y,Y,Y
47412022,4741,2022,IL0140100,IL0140100,,N,N,,I,BECKEMEYER,BECKEMEYER PD,Beckemeyer,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,908,23367,ILUCR0001,Illinois State Police,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,0,0,0,0,0,0,0.0,0.0,2006-12-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,CLINTON,"St. Louis, MO-IL",Y,Y,Y
47422022,4742,2022,IL0140200,IL0140200,,N,N,,I,BREESE,BREESE PD,Breese,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,4588,23367,ILUCR0001,Illinois State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,6,0,6,1,1,2,1.5,1.7,2006-12-01,2021-01-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,N,CLINTON,"St. Louis, MO-IL",Y,Y,Y
47432022,4743,2022,IL0140300,IL0140300,,N,N,,I,CARLYLE,CARLYLE PD,Carlyle,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,3200,23367,ILUCR0001,Illinois State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,6,0,6,1,1,2,2.2,2.5,2006-12-01,2020-07-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CLINTON,"St. Louis, MO-IL",Y,Y,Y
47442022,4744,2022,IL0140400,IL0140400,,N,N,,I,NEW BADEN,NEW BADEN PD,New Baden,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,3362,23367,ILUCR0001,Illinois State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2006-12-01,2022-01-01,2022-08-01,2022-08-01,2022-08-01,2022-08-01,N,"CLINTON, ST CLAIR","St. Louis, MO-IL",Y,Y,Y
47452022,4745,2022,IL0140500,IL0140500,,N,N,,I,TRENTON,TRENTON PD,Trenton,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,2630,23367,ILUCR0001,Illinois State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,5,0,5,1,0,1,2.3,2.3,2006-12-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,CLINTON,"St. Louis, MO-IL",Y,Y,Y
47462022,4746,2022,IL0140600,IL0140600,,N,N,,I,ALBERS,ALBERS,Albers,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,1090,23367,ILUCR0001,Illinois State Police,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,0,1,0,1,1,0.9,1.8,2006-12-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,CLINTON,"St. Louis, MO-IL",Y,Y,Y
47482022,4748,2022,IL0141300,IL0141300,,N,N,,I,GERMANTOWN,GERMANTOWN PD GERMANTOWN,Germantown,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,1312,23367,ILUCR0001,Illinois State Police,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,2,0,2,0,0,0,1.5,1.5,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CLINTON,"St. Louis, MO-IL",Y,Y,Y
47522022,4752,2022,IL0150600,IL0150600,,N,N,,I,EASTERN ILLINOIS UNIVERS,EASTERN ILLINOIS UNIVERSITY PD CHARLESTON,Eastern Illinois University,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,University or College,0,23367,ILUCR0001,Illinois State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,9,0,9,2,1,3,0,0,2006-12-01,2022-01-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,COLES,Not Specified,Y,Y,Y
47562022,4756,2022,IL0160000,IL0160000,,N,N,,I,COOK,COOK CO SHERIFF'S POLICE COMM CTR,Cook,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,County,111532,23367,ILUCR0001,Illinois State Police,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,1144,2240,3384,420,1198,1618,14.0,44.8,2006-12-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,COOK,"Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
47572022,4757,2022,IL0160100,IL0160100,,N,N,,I,ALSIP,ALSIP PD,Alsip,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,18246,23367,ILUCR0001,Illinois State Police,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,30,0,30,6,3,9,2.0,2.1,2006-12-01,2021-02-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,COOK,"Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
47582022,4758,2022,IL0160200,IL0160200,,N,N,,I,ARLINGTON HEIGHTS,ARLINGTON HEIGHTS PD,Arlington Heights,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,74648,23367,ILUCR0001,Illinois State Police,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,96,15,111,12,13,25,1.4,1.8,2006-12-01,2021-06-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,COOK,"Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
47592022,4759,2022,IL0160300,IL0160300,,N,N,,I,BARRINGTON,BARRINGTON PD,Barrington,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,10614,23367,ILUCR0001,Illinois State Police,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,19,0,19,4,4,8,2.2,2.5,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,"COOK, LAKE","Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
47602022,4760,2022,IL0160400,IL0160400,,N,N,,I,BARRINGTON HILLS,BARRINGTON HILLS PD BARRINGTON,Barrington Hills,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,4024,23367,ILUCR0001,Illinois State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,16,1,17,0,3,3,4.0,5.0,2006-12-01,2020-10-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,"COOK, KANE, LAKE, MCHENRY","Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
47632022,4763,2022,IL0160700,IL0160700,,N,N,,I,BELLWOOD,BELLWOOD PD,Bellwood,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,17972,23367,ILUCR0001,Illinois State Police,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,42,0,42,6,4,10,2.7,2.9,2006-12-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,COOK,"Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
47642022,4764,2022,IL0160800,IL0160800,,N,N,,I,BERKELEY,BERKELEY PD,Berkeley,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,5112,23367,ILUCR0001,Illinois State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,0,0,0,0,0,0,0.0,0.0,2006-12-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,COOK,"Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
47652022,4765,2022,IL0160900,IL0160900,,N,N,,I,BERWYN,BERWYN PD,Berwyn,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,54654,23367,ILUCR0001,Illinois State Police,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,109,37,146,8,56,64,2.1,3.8,2006-12-01,2022-01-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,COOK,"Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
47662022,4766,2022,IL0161000,IL0161000,,N,N,,I,BLUE ISLAND,BLUE ISLAND PD,Blue Island,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,21577,23367,ILUCR0001,Illinois State Police,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,38,1,39,3,6,9,1.9,2.2,2006-12-01,2021-06-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,COOK,"Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
47702022,4770,2022,IL0161400,IL0161400,,N,N,,I,BUFFALO GROVE,BUFFALO GROVE PD,Buffalo Grove,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,42468,23367,ILUCR0001,Illinois State Police,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,49,3,52,10,10,20,1.4,1.7,2006-12-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,N,"COOK, LAKE","Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
47732022,4773,2022,IL0161800,IL0161800,,N,N,,I,CALUMET PARK,CALUMET PARK PD,Calumet Park,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,6711,23367,ILUCR0001,Illinois State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,14,0,14,4,2,6,2.7,3.0,2006-12-01,2022-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,COOK,"Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
47742022,4774,2022,IL0161900,IL0161900,,N,N,,I,CHICAGO HEIGHTS,CHICAGO HEIGHTS PD,Chicago Heights,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,26393,23367,ILUCR0001,Illinois State Police,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,65,9,74,5,9,14,2.7,3.3,2006-12-01,2021-05-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,COOK,"Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
47762022,4776,2022,IL0161B00,IL0161B00,,N,N,,I,STONE PARK,STONE PARK PD,Stone Park,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,4386,23367,ILUCR0001,Illinois State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,12,2,14,0,4,4,2.7,4.1,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,COOK,"Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
47772022,4777,2022,IL0161C00,IL0161C00,,N,N,,I,WILLOW SPRINGS,WILLOW SPRINGS PD,Willow Springs,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,5628,23367,ILUCR0001,Illinois State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,0,0,0,0,0,0,0.0,0.0,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,COOK,"Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
47832022,4783,2022,IL0162000,IL0162000,,N,N,,I,CHICAGO RIDGE,CHICAGO RIDGE PD,Chicago Ridge,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,13867,23367,ILUCR0001,Illinois State Police,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,N,0,0,0,0,0,0,0.0,0.0,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,COOK,"Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
47842022,4784,2022,IL0162100,IL0162100,,N,N,,I,CICERO,CICERO PD,Cicero,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,81492,23367,ILUCR0001,Illinois State Police,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,156,22,178,16,30,46,2.1,2.7,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,COOK,"Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
