data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2022,49075890,,51
2022,49075891,,51
2022,49075892,,51
2022,48883522,,51
2022,49075893,,51
2022,48708837,,51
2022,49075894,,51
2022,48883523,,51
2022,48883524,,3
2022,49075895,,51
2022,48883525,,51
2022,50116089,,51
2022,49614056,,3
2022,48883526,,51
2022,50772159,,51
2022,50772160,,51
2022,48708841,,51
2022,50772161,,51
2022,49075896,,51
2022,48708842,,51
2022,48708843,,1
2022,50772164,,52
2022,49075898,,51
2022,49075899,,51
2022,49075900,,51
2022,48883527,,3
2022,49075901,,51
2022,48883530,,51
2022,48883531,,51
2022,49218654,,3
2022,48883534,,51
2022,50131593,,1
2022,48883536,,51
2022,49614057,,51
2022,50131594,,1
2022,49218656,,51
2022,49614058,,51
2022,49218658,,51
2022,50131595,,51
2022,50550826,,51
2022,50550827,,51
2022,50772165,,51
2022,50116091,,51
2022,50116092,,51
2022,50116093,,51
2022,50550828,,51
2022,50116094,,51
2022,50116096,,51
2022,50116098,,51
2022,50116100,,51
2022,50116103,,51
2022,50116104,,51
2022,50116105,,51
2022,50116111,,51
2022,50116112,,51
2022,50550829,,51
2022,50116113,,51
2022,50116114,,51
2022,50772189,,51
2022,50664676,,51
2022,49218659,,3
2022,50131597,,3
2022,48883538,,51
2022,50131598,,1
2022,50131599,,51
2022,49218661,,51
2022,49218662,,51
2022,49218663,,51
2022,49218664,,3
2022,50131600,,51
2022,50131601,,51
2022,49218666,,51
2022,49218667,,51
2022,49218668,,51
2022,50131602,,51
2022,49614060,,51
2022,49218672,,51
2022,49614061,,51
2022,50131603,,51
2022,50131604,,51
2022,50131605,,51
2022,50131606,,51
2022,49614064,,51
2022,50131607,,51
2022,49614065,,51
2022,49614066,,51
2022,50131608,,51
2022,50131609,,51
2022,51191116,,51
2022,50131610,,51
2022,50131611,,51
2022,50664677,,51
2022,50131613,,51
2022,49614070,,51
2022,49614071,,1
2022,49096414,,51
2022,49096415,,51
2022,50772191,,51
2022,50772192,,51
2022,49096416,,51
2022,49096417,,51
2022,49096418,,51
2022,49096419,,51
2022,49096420,,51
2022,49096421,,51
2022,49096422,,51
2022,49096423,,51
2022,49096424,,51
2022,49096425,,51
2022,49096426,,51
2022,49096427,,51
2022,50116124,,51
2022,49096428,,51
2022,49096429,,51
2022,49096430,,51
2022,49096431,,51
2022,49096432,,51
2022,49096433,,51
2022,49096434,,51
2022,49096435,,51
2022,49096436,,51
2022,49096437,,51
2022,49096438,,51
2022,49096439,,51
2022,49096441,,51
2022,49096442,,51
2022,49096443,,51
2022,49096444,,51
2022,49096445,,51
2022,49096446,,51
2022,49096447,,51
2022,49096448,,51
2022,49096449,,51
2022,49096450,,51
2022,49096451,,51
2022,49096452,,51
2022,49096453,,1
2022,49096454,,51
2022,49096455,,1
2022,49096456,,51
2022,49096457,,51
2022,49096458,,51
2022,49096459,,51
2022,49096460,,51
2022,50772193,,51
2022,49096461,,1
2022,50116126,,51
2022,50116127,,51
2022,49096462,,51
2022,49096463,,51
2022,49096464,,51
2022,49096465,,51
2022,49096466,,51
2022,49096467,,51
2022,49096468,,51
2022,49096469,,51
2022,49096470,,51
