data_year,victim_id,injury_id
2022,187276203,4
2022,187276204,4
2022,187276205,4
2022,187276206,4
2022,171101797,3
2022,187276209,4
2022,187276211,4
2022,171101811,4
2022,171101812,4
2022,187276212,4
2022,171101816,5
2022,187276214,4
2022,171101818,4
2022,171101823,5
2022,171101824,5
2022,171106689,4
2022,187276216,4
2022,171106709,4
2022,187276217,4
2022,187276218,4
2022,171106717,5
2022,187276219,4
2022,187276220,4
2022,187276221,4
2022,187276222,4
2022,171115068,6
2022,171115073,5
2022,182625991,4
2022,182625992,4
2022,171117792,5
2022,171117793,5
2022,171117799,5
2022,171117800,5
2022,171117802,4
2022,182625993,4
2022,187276223,4
2022,187276224,4
2022,187276225,4
2022,187276226,4
2022,187276227,4
2022,182625994,4
2022,171117828,5
2022,171117829,5
2022,171117839,5
2022,174410879,4
2022,187276228,4
2022,187276229,4
2022,187276230,4
2022,187276231,4
2022,187276232,4
2022,187276233,4
2022,174410922,5
2022,174410923,5
2022,187276234,4
2022,187276235,4
2022,174410942,5
2022,187276236,4
2022,174410946,4
2022,187276237,4
2022,187276238,4
2022,187276239,4
2022,174410972,5
2022,187276240,4
2022,174410977,4
2022,187276247,4
2022,187364234,4
2022,167332262,5
2022,167332266,4
2022,167332267,5
2022,167332276,4
2022,167332277,4
2022,167332280,6
2022,167332281,4
2022,167332288,4
2022,167332298,5
2022,167332299,5
2022,167332300,4
2022,169837012,5
2022,169837013,5
2022,167332313,5
2022,167332321,5
2022,167332324,4
2022,167332325,8
2022,167332326,4
2022,167332329,4
2022,167332330,4
2022,179375707,5
2022,167332331,5
2022,167332333,5
2022,167332334,5
2022,167332337,2
2022,187364239,4
2022,187364240,4
2022,187364242,4
2022,165412574,5
2022,167332342,4
2022,187364245,4
2022,187364246,5
2022,187364249,4
2022,187364262,4
2022,187364264,4
2022,187364265,4
2022,187364266,4
2022,187364267,4
2022,187364269,4
2022,187364270,4
2022,187364271,4
2022,182626054,4
2022,182626057,4
2022,182060966,4
2022,183187409,5
2022,183187411,4
2022,165412582,5
2022,183187414,4
2022,165412586,4
2022,165412589,4
2022,165412590,5
2022,165412591,4
2022,165412592,4
2022,182060967,4
2022,182060984,4
2022,182060991,4
2022,182060997,4
2022,182060998,4
2022,182061006,2
2022,182061009,4
2022,182061010,4
2022,182589239,4
2022,182589242,4
2022,182589243,4
2022,182589244,5
2022,187364274,4
2022,165412599,4
2022,165412600,4
2022,165412604,5
2022,165412605,6
2022,165412606,5
2022,183187417,1
2022,183187417,2
2022,183187417,3
2022,165412619,5
2022,165412620,5
2022,165412622,5
2022,183187420,5
2022,182589251,4
2022,182589252,4
2022,182589253,4
2022,182589255,4
2022,182589257,4
2022,182589258,4
2022,182589262,4
2022,182589263,4
2022,182589272,4
2022,182589276,4
2022,182589278,4
2022,182589279,4
2022,182589280,4
2022,182589283,4
2022,182598589,4
2022,182598593,4
2022,182598603,4
2022,182598611,4
2022,182598619,4
2022,168530257,4
2022,182598625,4
2022,165412631,4
2022,165412633,4
2022,182598634,4
2022,182598638,4
2022,182598641,4
2022,182589291,4
2022,187364275,4
2022,187364276,4
2022,187364277,4
2022,182589308,4
2022,182589309,4
2022,182589311,4
2022,182657879,4
2022,182657881,4
2022,182657894,4
2022,182657895,4
2022,182657896,4
2022,182657897,4
2022,166998363,4
2022,165412638,5
2022,183187424,4
2022,183187426,5
2022,165412648,4
2022,168656241,4
2022,167332361,5
2022,167332368,5
2022,167332374,4
2022,167332377,4
2022,167332380,5
2022,167332381,5
2022,177310574,4
2022,167332383,4
2022,167332397,4
2022,166998372,5
2022,166998375,5
2022,167142189,5
2022,177731986,4
2022,167332408,4
2022,167332410,5
2022,167332411,5
2022,169837016,4
2022,167332415,5
2022,169569062,5
2022,167332424,4
2022,173021610,4
2022,177310581,5
2022,173021614,5
2022,173021615,5
2022,173087604,4
2022,177310582,2
2022,167332436,4
2022,168530266,4
2022,177310583,5
2022,168530296,5
2022,171429267,4
2022,177731989,4
2022,173087610,4
2022,173641414,5
2022,178016208,4
2022,168530315,5
2022,173641418,4
2022,180761922,4
2022,180761923,4
2022,180761926,4
2022,180761929,4
2022,180761931,4
2022,177310584,4
2022,180761932,4
2022,180761937,4
2022,180761942,4
2022,180761943,5
2022,187232736,5
2022,179283522,6
2022,169837018,4
2022,168530325,4
2022,177310586,5
2022,168530335,4
2022,168530341,5
2022,179299139,4
2022,168530355,5
2022,173306907,4
2022,187464661,4
2022,187464662,4
2022,187464663,4
2022,168530372,5
2022,177310592,4
2022,179299143,4
2022,179299159,4
2022,181065067,4
2022,181065068,4
2022,177310596,4
2022,181070580,4
2022,168530397,4
2022,181070581,4
2022,181070586,4
2022,179299176,2
2022,179299185,4
2022,179299186,5
2022,179299192,4
2022,179299200,5
2022,179299211,4
2022,179299249,5
2022,179299250,5
2022,179299251,5
2022,181733039,5
2022,173306926,4
2022,177310597,4
2022,169837032,4
2022,181733040,4
2022,169837037,5
2022,178784241,4
2022,169837041,5
2022,177310604,4
2022,177310605,4
2022,178784243,4
2022,178784244,5
2022,178784245,4
2022,178784246,4
2022,169837047,5
2022,177310606,5
2022,178784247,5
2022,178784249,5
2022,178784250,4
2022,178784257,5
2022,178784269,4
2022,178784270,4
2022,178784275,4
2022,178784276,4
2022,178784281,5
2022,178784286,5
2022,178784287,4
2022,178784292,4
2022,178784308,5
2022,178784314,4
2022,178784320,4
2022,178016210,4
2022,178016211,5
2022,178784321,5
2022,178784323,4
2022,178784327,4
2022,178784330,4
2022,178784348,4
2022,169837055,4
2022,178784350,5
2022,178784361,5
2022,178784362,4
2022,178784370,4
2022,178784377,4
2022,178784401,5
2022,178784407,5
2022,178784408,4
2022,178784411,4
2022,178784420,5
2022,178784421,5
2022,178784428,5
2022,178784430,4
2022,178784431,5
2022,178784435,4
2022,178784442,5
2022,178784444,4
2022,178784449,4
2022,178784458,5
2022,185823068,4
2022,178784464,4
2022,178784467,5
2022,178784468,5
2022,178784470,5
2022,178784475,5
2022,178784476,5
2022,178784479,4
2022,178784485,4
2022,178784486,4
2022,183115034,5
2022,169837062,5
2022,183115044,5
2022,183115064,5
2022,184952861,4
2022,183115066,4
2022,183115088,5
2022,183115100,4
2022,183115110,4
2022,183115113,4
2022,183115118,5
2022,178859197,4
2022,169837064,4
2022,178859201,4
2022,169837074,4
2022,169837075,5
2022,169837078,5
2022,178859204,5
2022,178859205,5
2022,178859206,5
2022,178859214,4
