data_year,groupb_arrestee_id,arrestee_seq_num,arrest_date,arrest_type_id,offense_code,age_id,age_num,sex_code,race_id,ethnicity_id,resident_code,under_18_disposition_code,age_range_low_num,age_range_high_num
2022,45965024,1,2022-01-04,2,90Z,37,34,F,10,50,,,,
2022,45965025,1,2022-01-07,3,90Z,37,34,F,10,50,,,,
2022,45965031,1,2022-01-18,2,90Z,40,37,F,20,50,,,,
2022,45965023,1,2022-01-02,3,90D,31,28,M,10,50,,,,
2022,45965026,1,2022-01-04,2,90D,27,24,M,10,50,,,,
2022,45965028,1,2022-01-18,3,90G,56,53,M,10,50,,,,
2022,45965030,1,2022-01-13,2,90D,63,60,M,10,50,,,,
2022,45965032,1,2022-01-27,3,90J,62,59,M,10,50,,,,
2022,45965027,1,2022-01-11,2,90Z,37,34,M,10,50,,,,
2022,45965029,1,2022-01-09,3,90D,43,40,M,10,50,,,,
2022,45965033,1,2022-01-31,2,90Z,60,57,M,10,50,,,,
2022,45967372,1,2022-01-19,3,90D,21,18,M,20,50,,,,
2022,45965034,1,2022-02-01,2,90Z,30,27,M,20,20,,,,
2022,45965036,1,2022-02-07,2,90G,18,15,M,10,50,,H,,
2022,45965035,1,2022-02-02,3,90Z,53,50,M,10,50,,,,
2022,45965631,1,2022-02-15,2,90Z,37,34,M,10,40,,,,
2022,45966974,1,2022-03-06,3,90D,50,47,M,10,20,,,,
2022,45966976,1,2022-03-15,3,90Z,31,28,M,10,50,,,,
2022,45966979,1,2022-03-20,3,90D,30,27,M,10,50,,,,
2022,45966977,1,2022-03-14,2,90D,70,67,M,10,50,,,,
2022,45966980,1,2022-03-12,2,90D,30,27,F,30,20,,,,
2022,45966975,1,2022-03-09,2,90Z,49,46,M,20,50,,,,
2022,45966978,1,2022-03-19,2,90D,31,28,M,10,50,,,,
2022,45966972,1,2022-03-01,2,90Z,42,39,M,10,50,,,,
2022,45966973,1,2022-03-02,2,90Z,39,36,M,10,50,,,,
2022,45967373,1,2022-03-29,3,90J,41,38,M,10,50,,,,
2022,45967374,1,2022-03-31,2,90Z,41,38,M,10,50,,,,
2022,46528873,1,2022-04-02,3,90D,28,25,F,10,50,,,,
2022,46528875,1,2022-04-26,2,90Z,46,43,M,10,50,,,,
2022,46528878,1,2022-04-23,3,90D,27,24,F,10,50,,,,
2022,45967375,1,2022-04-02,2,90Z,39,36,M,10,50,,,,
