"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2020,142847043,1,
2020,147003463,1,
2020,147003783,1,
2020,147003637,1,
2020,147004478,10,
2020,147005261,6,
2020,147004575,10,
2020,147004671,9,
2020,147005007,1,
2020,147005234,10,
2020,147004911,9,
2020,139659437,10,
2020,139659711,10,
2020,137576933,9,
2020,139664131,1,
2020,135771181,1,
2020,147002267,9,
2020,142848306,1,
2020,142848282,1,
2020,139659499,1,
2020,142847221,10,
2020,142848345,1,
2020,142846181,1,
2020,147200970,1,
2020,142849202,10,
2020,146997568,10,
2020,147003257,9,
2020,147002092,1,
2020,147005235,9,
2020,148938711,10,
2020,147002495,9,
2020,137572503,1,
2020,146997888,10,
2020,147003206,10,
2020,147003501,10,
2020,147000702,10,
2020,147000304,4,
2020,147005079,10,
2020,147002355,10,
2020,146997427,1,
2020,139660746,10,
2020,139659666,9,
2020,139659480,10,
2020,139660421,5,
2020,139659632,1,
2020,139664486,1,
2020,136551585,9,
2020,136551752,10,
2020,147005001,10,
2020,147197456,1,
2020,142845987,10,
2020,142846226,10,
2020,142846139,10,
2020,147001291,1,
2020,147197771,1,
2020,142849159,10,
2020,149047123,9,
2020,142846502,10,
2020,142848472,10,
2020,147197758,1,
2020,146997881,10,
2020,147004301,9,
2020,147002297,10,
2020,147002486,10,
2020,142846921,10,
2020,147000365,9,
2020,147005435,9,
2020,147003519,10,
2020,147004360,6,
2020,146997279,1,
2020,147004914,10,
2020,147000716,1,
2020,147004585,6,
2020,147000975,1,
2020,147004961,1,
2020,139659902,1,
2020,139660783,1,
2020,148938587,9,
2020,139660005,10,
2020,137572790,10,
2020,137572479,6,
2020,137572796,10,
2020,134457470,1,
2020,134457761,1,
2020,147002163,10,
2020,142846234,10,
2020,142848612,10,
2020,147002569,10,
2020,142847026,10,
2020,147004898,10,
2020,147004017,1,
2020,147004948,10,
2020,142846257,10,
2020,142846887,10,
2020,147003613,1,
2020,142846642,1,
2020,147002548,2,
2020,147200942,1,
2020,147001677,1,
2020,147001119,6,
2020,147203051,10,
2020,137577382,10,
2020,137572390,6,
2020,136553786,1,
2020,135770929,10,
2020,139660240,10,
2020,147003727,10,
2020,147200692,10,
2020,147000920,1,
2020,147001134,1,
2020,147001136,1,
2020,147002044,9,
2020,147005037,1,
2020,147002504,6,
2020,147001896,9,
2020,146997687,10,
2020,147001003,1,
2020,134457683,10,
2020,139663841,10,
2020,135771081,1,
2020,136551702,1,
2020,136551922,10,
2020,136552008,1,
2020,136552186,9,
2020,147004490,1,
2020,149050866,1,
2020,142848475,9,
2020,147004336,10,
2020,147001448,10,
2020,142848954,10,
2020,147002535,10,
2020,142848586,1,
2020,142848333,1,
2020,142846481,10,
2020,137572507,10,
2020,139660662,1,
2020,142849094,10,
2020,142846908,10,
2020,142849020,10,
2020,147003531,1,
2020,147004851,1,
2020,147004842,10,
2020,147002487,10,
2020,146997600,10,
2020,148938900,3,
2020,139660727,1,
2020,139659885,1,
2020,139660703,8,
2020,147002076,10,
2020,136551601,1,
2020,147000675,10,
2020,147004313,10,
2020,147001395,1,
2020,147000648,1,
2020,142846966,1,
2020,149050743,10,
2020,149050739,10,
2020,142848971,1,
2020,147000313,10,
2020,137577306,10,
2020,135770713,1,
2020,147003819,1,
2020,147002125,10,
2020,147005041,10,
2020,147004216,10,
2020,146997282,10,
2020,148938649,10,
2020,148938890,3,
2020,149050729,9,
2020,142846776,10,
2020,142848937,10,
2020,139664603,10,
2020,139664510,10,
2020,139660864,9,
2020,139660688,1,
2020,139660316,6,
2020,147000744,10,
2020,134456847,9,
2020,134457100,2,
2020,134457717,10,
2020,134457718,10,
2020,139664470,10,
2020,136552076,10,
2020,136552192,6,
2020,149050806,10,
2020,147001321,10,
2020,147001890,1,
2020,142847258,6,
2020,142847031,1,
2020,147201210,9,
2020,147202916,1,
2020,147000486,9,
2020,139660399,1,
2020,147002456,9,
2020,142848165,10,
2020,142849155,1,
2020,142848294,10,
2020,142846495,10,
2020,142845990,6,
2020,142846905,10,
2020,146997544,10,
2020,146997298,10,
2020,142848230,1,
2020,147002298,10,
2020,137572467,10,
2020,137577050,9,
2020,139663738,1,
2020,139659401,1,
2020,147001021,1,
2020,147003509,9,
2020,147002056,1,
2020,147005450,1,
2020,147001178,10,
2020,146997457,1,
2020,148938501,10,
2020,148938659,9,
2020,139663926,1,
2020,142846910,1,
2020,148938601,10,
2020,139664641,1,
2020,139664692,10,
2020,137572547,10,
2020,137576955,9,
2020,137572460,10,
2020,139660252,1,
2020,139660138,1,
2020,139660774,10,
2020,135771287,6,
2020,135771303,10,
2020,136551762,1,
2020,148938466,9,
2020,147002461,10,
2020,147000659,1,
2020,147004629,6,
2020,142846646,10,
2020,142848370,10,
2020,142849195,10,
2020,142849133,10,
2020,142846338,1,
2020,142846865,1,
2020,142846961,10,
2020,149051093,9,
2020,142846011,3,
2020,146997546,10,
2020,147004984,10,
2020,137572421,10,
2020,135770881,10,
2020,147000928,10,
2020,147001258,6,
2020,147003518,10,
2020,147001297,1,
2020,147004110,10,
2020,147004630,10,
2020,142848935,10,
2020,148938639,3,
2020,139660685,4,
2020,139660861,9,
2020,137577036,1,
2020,137577127,10,
2020,134456962,6,
2020,134457291,10,
2020,134457676,10,
2020,139664572,1,
2020,135771218,10,
2020,136551636,10,
2020,136551394,1,
2020,142848318,1,
2020,146997308,10,
2020,142847022,10,
2020,147005227,10,
2020,149046869,3,
2020,142846768,1,
2020,142846349,1,
2020,142849286,1,
2020,147197636,1,
2020,146997550,9,
2020,147003247,6,
2020,147005445,9,
2020,147000921,1,
2020,147004506,9,
2020,137572466,6,
2020,137577018,10,
2020,139659363,10,
2020,139664431,10,
2020,142846750,1,
2020,147003204,10,
2020,147004601,1,
2020,147003885,10,
2020,147004382,1,
2020,147004210,9,
2020,147004968,1,
2020,146997283,10,
2020,147002993,10,
2020,136551316,10,
2020,142848474,10,
2020,139660658,1,
2020,139660962,10,
2020,137572491,1,
2020,137572675,10,
2020,139659385,1,
2020,147001127,9,
2020,139659339,1,
2020,136551456,1,
2020,136552244,10,
2020,142848349,10,
2020,142848222,10,
2020,147001851,10,
2020,147002344,10,
2020,147002599,10,
2020,147002580,10,
2020,142846875,9,
2020,142846940,1,
2020,142846058,2,
2020,142848242,10,
2020,142846092,10,
2020,147001110,10,
2020,147003052,10,
2020,146997405,9,
2020,147000887,1,
2020,137572534,1,
2020,135770666,1,
2020,147001848,1,
2020,147004121,4,
2020,147004810,6,
2020,147003578,10,
2020,147001498,10,
2020,147003417,9,
2020,148938650,9,
2020,148938665,9,
2020,149051183,1,
2020,139659580,10,
2020,134457191,1,
2020,134457191,6,
2020,139659609,3,
2020,135771236,9,
2020,139663813,1,
2020,136551789,1,
2020,136551795,10,
2020,147004953,9,
2020,147002345,10,
2020,147002577,10,
2020,147200946,10,
2020,147197851,1,
2020,142848953,6,
2020,142848187,6,
2020,142846074,1,
2020,142846585,10,
2020,142848869,1,
2020,147003903,10,
2020,147004902,1,
2020,147201062,9,
2020,146997880,10,
2020,147003353,1,
2020,147003353,9,
2020,147003764,6,
2020,137577387,10,
2020,146997669,9,
2020,147004608,1,
2020,147004139,9,
2020,147005427,1,
2020,147003396,1,
2020,147001361,9,
2020,147004627,10,
2020,139659935,10,
2020,148938578,9,
2020,139660822,10,
2020,139660450,6,
2020,137572674,10,
2020,134457119,1,
2020,139659366,10,
2020,136551591,10,
2020,136552079,10,
2020,136553739,1,
2020,142847065,9,
2020,142849135,1,
2020,147003626,1,
2020,147003761,10,
2020,147005226,10,
2020,142846143,10,
2020,142848863,10,
2020,147197601,3,
2020,142846917,1,
2020,147001730,10,
2020,147000922,1,
2020,147201205,10,
2020,137577247,9,
2020,135770621,6,
2020,135770621,1,
2020,139664640,1,
2020,139660690,1,
2020,139660952,1,
2020,147002969,1,
2020,147001240,10,
2020,142849308,1,
2020,147005195,1,
2020,147001513,10,
2020,147000673,1,
2020,147004486,10,
2020,147000936,10,
2020,147003412,1,
2020,148938688,10,
2020,149050673,9,
2020,142848368,10,
2020,142847214,10,
2020,139664683,10,
2020,137572382,1,
2020,139664459,1,
2020,134456865,1,
2020,139660409,5,
2020,139663834,10,
2020,136553673,1,
2020,136552300,3,
2020,147002195,1,
2020,147004772,10,
2020,142845949,1,
2020,142846267,6,
2020,142846267,1,
2020,142846504,10,
2020,142848329,10,
2020,147201195,10,
2020,142846749,1,
2020,147003886,10,
2020,147005271,1,
2020,147000839,1,
2020,148938499,10,
2020,148938504,10,
2020,148938687,9,
2020,139660208,1,
2020,139659664,10,
2020,139659522,10,
2020,147005036,1,
2020,136551980,10,
2020,147200986,1,
2020,142846160,1,
2020,147000249,10,
2020,147001304,9,
2020,147001966,1,
2020,149050737,1,
2020,142849121,10,
2020,139663751,10,
2020,142847038,10,
2020,142847223,10,
2020,139660480,9,
2020,149050846,9,
2020,142845836,10,
2020,142848624,1,
2020,142846622,9,
2020,147004257,10,
2020,146997877,10,
2020,147005010,10,
2020,147201199,10,
2020,137572599,10,
2020,136553787,1,
2020,137577424,1,
2020,147003003,9,
2020,147003659,10,
2020,147001311,10,
2020,148938557,10,
2020,148938555,10,
2020,142848879,10,
2020,139660271,10,
2020,139659909,4,
2020,139659909,3,
2020,139664642,10,
2020,139660927,10,
2020,139659948,1,
2020,147002100,1,
2020,134457041,10,
2020,134456877,10,
2020,136551527,8,
2020,136551393,1,
2020,147000391,10,
2020,147000842,10,
2020,147004314,10,
2020,147005163,1,
2020,147000615,1,
2020,147000251,1,
2020,142848842,9,
2020,142849030,1,
2020,142846650,10,
2020,147000419,10,
2020,142848993,10,
2020,142849174,10,
2020,147002288,1,
2020,142846236,10,
2020,142848133,10,
2020,142846621,9,
2020,142846266,1,
2020,147000845,10,
2020,147000324,10,
2020,147002183,9,
2020,137572574,10,
2020,135770767,1,
2020,139663766,10,
2020,142849267,10,
2020,147197607,10,
2020,147003641,1,
2020,146997295,9,
2020,147001692,10,
2020,147000639,2,
2020,146997606,10,
2020,146997541,10,
2020,139659330,10,
2020,148938598,10,
2020,139660437,1,
2020,139660693,10,
2020,139659472,1,
2020,135771083,1,
2020,139664565,9,
2020,147002246,9,
2020,142848155,10,
2020,142848507,1,
2020,147001994,1,
2020,142846088,10,
2020,142846153,1,
2020,142846500,10,
2020,142846359,10,
2020,147004969,10,
2020,147000743,1,
2020,147005392,2,
2020,146997569,10,
2020,147004356,1,
2020,147000688,1,
2020,147003810,1,
2020,147002604,10,
2020,137572705,6,
2020,137572447,10,
2020,142847004,10,
2020,142849295,10,
2020,147005276,10,
2020,147000625,1,
2020,147004293,10,
2020,147000638,2,
2020,148938713,10,
2020,149046948,1,
2020,139664037,1,
2020,142849310,1,
2020,148938672,1,
2020,139660520,10,
2020,137572876,9,
2020,139663976,1,
2020,134457192,10,
2020,139663928,10,
2020,139663716,1,
2020,136552134,1,
2020,148938691,10,
2020,148938818,1,
2020,147000840,10,
2020,147002164,10,
2020,142846159,1,
2020,146997306,10,
2020,147003290,9,
2020,147001396,1,
2020,139663967,6,
2020,139659598,1,
2020,139660764,10,
2020,142846360,1,
2020,142846363,10,
2020,147003904,10,
2020,147003895,10,
2020,147004401,6,
2020,142846986,10,
2020,142849232,1,
2020,146997299,10,
2020,147005228,1,
2020,147001525,10,
2020,137572879,10,
2020,139660687,1,
2020,147002124,10,
2020,146997338,6,
2020,147001511,10,
2020,147005334,6,
2020,147003500,10,
2020,147000941,10,
2020,147000943,10,
2020,147003966,10,
2020,147003968,10,
2020,146997428,1,
2020,142848960,1,
2020,142849250,10,
2020,135766649,1,
2020,139660713,10,
2020,139664379,1,
2020,137577449,2,
2020,139660513,1,
2020,139660475,1,
2020,139660888,1,
2020,139663901,1,
2020,136551768,10,
2020,136551900,10,
2020,136551982,10,
2020,136552114,6,
2020,142846520,10,
2020,147004337,10,
2020,147000287,9,
2020,147001590,9,
2020,142849222,9,
2020,147002343,10,
2020,147002602,10,
2020,149047131,1,
2020,142846691,9,
2020,142848631,6,
2020,139659785,1,
2020,142847040,10,
2020,146997589,1,
2020,142846987,10,
2020,149046982,1,
2020,147001816,10,
2020,147002529,9,
2020,137572798,1,
2020,135770789,6,
2020,135770823,1,
2020,142849141,1,
2020,147001029,1,
2020,147003419,1,
2020,147003936,1,
2020,147003039,9,
2020,147003643,1,
2020,147003898,10,
2020,147002184,10,
2020,146997429,1,
2020,142848881,10,
2020,148938513,1,
2020,139659634,10,
2020,137577252,10,
2020,137572676,10,
2020,134457070,10,
2020,134457472,1,
2020,134457606,1,
2020,134457832,10,
2020,139663917,1,
2020,136553811,10,
2020,139659742,1,
2020,139659742,9,
2020,136551635,10,
2020,136551921,10,
2020,136552009,10,
2020,136552135,1,
2020,148938690,10,
2020,147001139,1,
2020,142846935,10,
2020,142847229,10,
2020,139663775,10,
2020,142846936,1,
2020,142847254,10,
2020,142848198,10,
2020,142846003,1,
2020,142848598,10,
2020,142846211,10,
2020,147000437,1,
2020,147002945,9,
2020,146997449,1,
2020,142848883,6,
2020,137577060,6,
2020,137572708,1,
2020,137577253,1,
2020,139663954,10,
2020,142846886,1,
2020,142849078,1,
2020,142847218,1,
2020,142849280,1,
2020,146997343,9,
2020,147003970,1,
2020,147004154,1,
2020,147000329,10,
2020,147000974,8,
2020,147001521,1,
2020,147005221,10,
2020,147003386,10,
2020,147001885,1,
2020,147001302,10,
2020,139664583,10,
2020,142849000,1,
2020,148938943,10,
2020,137576959,1,
2020,139660750,10,
2020,147002133,1,
2020,134456976,1,
2020,134457101,2,
2020,139664618,1,
2020,139664618,6,
2020,139659947,10,
2020,136551593,10,
2020,146997370,1,
2020,147003214,1,
2020,147001780,10,
2020,142846129,17,
2020,147202912,1,
2020,142846933,10,
2020,142846565,10,
2020,142846786,4,
2020,142846717,10,
2020,142848554,1,
2020,147000658,10,
2020,142848211,1,
2020,146997549,9,
2020,147001701,9,
2020,137572889,1,
2020,137577418,9,
2020,139659672,1,
2020,139660242,10,
2020,142848758,1,
2020,147003878,10,
2020,147003987,9,
2020,147001956,6,
2020,147197728,10,
2020,147003388,10,
2020,147004160,9,
2020,146997590,1,
2020,148938480,6,
2020,149051035,10,
2020,139660479,6,
2020,139660730,1,
2020,139664484,1,
2020,137572380,1,
2020,139660326,10,
2020,137577378,10,
2020,134456979,1,
2020,139664435,10,
2020,139660245,10,
2020,135771237,9,
2020,147004854,1,
2020,142848210,1,
2020,147002204,1,
2020,142848275,10,
2020,149047031,1,
2020,142845970,10,
2020,142848193,10,
2020,142846759,10,
2020,147202929,1,
2020,142849261,1,
2020,149046922,10,
2020,142846421,10,
2020,142848200,10,
2020,142845998,1,
2020,142848486,10,
2020,142847128,1,
2020,142847158,1,
2020,147003258,9,
2020,147003261,9,
2020,149051202,9,
2020,147000804,10,
2020,147001168,1,
2020,146997835,10,
2020,147001137,6,
2020,136551432,10,
2020,142848955,9,
2020,142847049,9,
2020,142849246,10,
2020,148938599,8,
2020,139660305,10,
2020,139659825,1,
2020,139664236,1,
2020,134456848,9,
2020,139664253,1,
2020,135771164,1,
2020,147000843,10,
2020,142846523,10,
2020,147001554,10,
2020,147005452,10,
2020,147004248,10,
2020,147004947,10,
2020,142846145,1,
2020,142848502,10,
2020,147202917,1,
2020,142849220,1,
2020,142846779,4,
2020,147001026,10,
2020,142847148,1,
2020,142845997,10,
2020,147001315,1,
2020,142845975,1,
2020,147003724,5,
2020,137572556,9,
2020,142846752,1,
2020,147005426,10,
2020,147003498,10,
2020,146997240,6,
2020,147000945,10,
2020,147005402,1,
2020,147002517,1,
2020,146997601,10,
2020,139663808,10,
2020,139659865,1,
2020,134462985,1,
2020,139659794,10,
2020,137577263,10,
2020,147002567,1,
2020,134457351,9,
2020,139664473,10,
2020,136551883,8,
2020,136552077,10,
2020,136552196,1,
2020,148938468,1,
2020,148938935,1,
2020,147003943,1,
2020,147001261,1,
2020,142849224,10,
2020,147001965,1,
2020,149050902,9,
2020,149050694,9,
2020,142848867,10,
2020,139663829,9,
2020,149046923,10,
2020,147004783,1,
2020,142846505,10,
2020,147000301,10,
2020,142846831,1,
2020,147004588,10,
2020,147003725,10,
2020,148938928,8,
2020,137576978,1,
2020,135770724,1,
2020,135770841,10,
2020,142849191,1,
2020,147004256,1,
2020,147004739,1,
2020,146997349,1,
2020,147005463,1,
2020,146997242,10,
2020,147004350,10,
2020,148938892,3,
2020,142846366,6,
2020,142849139,10,
2020,139660824,10,
2020,137577188,1,
2020,139659841,1,
2020,142846640,10,
2020,134457077,10,
2020,134457159,1,
2020,134457787,10,
2020,139663817,10,
2020,135771107,9,
2020,136551666,10,
2020,136552197,10,
2020,136551377,1,
2020,147004309,10,
2020,147001916,1,
2020,147000250,1,
2020,147004383,1,
2020,142848997,10,
2020,142848951,1,
2020,142849315,10,
2020,149050796,1,
2020,147005011,1,
2020,142846907,1,
2020,146997476,1,
2020,147003053,10,
2020,146997329,10,
2020,147005128,1,
2020,147002532,9,
2020,147002627,10,
2020,149047165,1,
2020,137577420,10,
