"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2020,4,161138239
2020,4,161142096
2020,4,161142139
2020,4,161142165
2020,4,161142180
2020,4,161142192
2020,4,161142221
2020,4,161138382
2020,4,161142246
2020,4,161142244
2020,4,161138401
2020,4,161138415
2020,4,161138416
2020,4,161142281
2020,2,161138444
2020,4,161138453
2020,4,161142335
2020,4,161138481
2020,4,161138498
2020,4,161138506
2020,4,161138507
2020,4,161142385
2020,4,161142395
2020,4,161142402
2020,4,161138547
2020,4,161138549
2020,4,161142449
2020,1,161138591
2020,1,161138594
2020,1,161138592
2020,4,161142467
2020,4,161138616
2020,4,161138628
2020,1,161138645
2020,4,161142515
2020,4,161142567
2020,3,161138756
2020,4,161138770
2020,4,161142663
2020,4,161142698
2020,4,161142711
2020,4,161142710
2020,4,161142731
2020,4,161142763
2020,4,161138930
2020,4,161142822
2020,4,161138970
2020,4,161138975
2020,4,161139001
2020,4,161142870
2020,4,161139022
2020,4,161139027
2020,4,161139028
2020,4,161139046
2020,4,161139047
2020,4,161142908
2020,4,161139082
2020,4,161142957
2020,4,161139105
2020,4,161139106
2020,4,161139126
2020,4,161143003
2020,4,161139148
2020,4,161139153
2020,4,161139159
2020,4,161143036
2020,4,161139184
2020,4,161143159
2020,4,161139308
2020,4,161139309
2020,4,161139319
2020,4,161139318
2020,4,161139336
2020,4,161139338
2020,4,161143226
2020,4,161143234
2020,4,161139369
2020,4,161139402
2020,4,161139411
2020,4,161139410
2020,4,161139425
2020,4,161143347
2020,4,161143344
2020,4,161139460
2020,4,161139489
2020,4,156996295
2020,4,156996311
2020,4,156996320
2020,4,156996335
2020,4,156980632
2020,1,156980667
2020,1,156980668
2020,4,156980681
2020,4,156980713
2020,4,156980712
2020,4,156980711
2020,4,156980727
2020,1,156996413
2020,4,156996414
2020,4,156996415
2020,4,156980744
2020,4,156980774
2020,4,156980773
2020,4,156996455
2020,4,156980788
2020,4,156980794
2020,4,156996475
2020,4,156996481
2020,4,156980823
2020,4,156980824
2020,4,156996503
2020,4,156996512
2020,4,156996522
2020,4,156996540
2020,4,156996539
2020,4,156996550
2020,4,156996578
2020,4,156996577
2020,4,156996597
2020,4,156996598
2020,4,156980926
2020,4,156980925
2020,4,156996610
2020,4,156980942
2020,4,156996639
2020,4,156996670
2020,1,156980969
2020,4,156980971
2020,4,156980980
2020,4,156980981
2020,4,156981005
2020,4,156981006
2020,4,156981025
2020,4,156996757
2020,4,156996756
2020,1,156996765
2020,4,156996790
2020,4,156996836
2020,4,156981130
2020,4,156996858
2020,4,156981146
2020,4,156996897
2020,4,156996904
2020,4,156996974
2020,1,157001253
2020,4,157001308
2020,4,157001311
2020,4,157001309
2020,4,156997052
2020,4,157001324
2020,4,157001343
2020,4,157001362
2020,4,157001360
2020,4,161141344
2020,4,161141372
2020,4,161137557
2020,4,161141388
2020,4,161137591
2020,1,161137628
2020,4,161137634
2020,4,161137682
2020,4,161141550
2020,4,161137716
2020,4,161141562
2020,4,161137756
2020,4,161141627
2020,4,161137784
2020,4,161141653
2020,4,161137791
2020,4,161137831
2020,1,161137857
2020,4,161137909
2020,4,161141790
2020,4,161137913
2020,3,161137991
2020,4,161137996
2020,4,161137994
2020,4,161138038
2020,4,161141913
2020,4,161138054
2020,4,161138055
2020,4,161138065
2020,4,161138092
2020,4,161141952
2020,4,161138139
2020,4,161141985
2020,4,161138161
2020,4,161138228
2020,4,161142064
2020,4,161142082
2020,1,161142087
2020,4,161142116
2020,4,161138329
2020,4,161138328
2020,1,161142182
2020,4,161138347
2020,4,161138348
2020,4,161142207
2020,4,161138370
2020,4,161142283
2020,4,161142317
2020,4,161138462
2020,4,161142365
2020,4,161138521
2020,4,161138548
2020,4,161138546
2020,4,161142440
2020,4,161142438
2020,4,161142473
2020,4,161142485
2020,4,161142507
2020,4,161142505
2020,4,161142548
2020,4,161142547
2020,4,161138727
2020,4,161138776
2020,1,161138794
2020,4,161138814
2020,4,161142684
2020,4,161138842
2020,4,161138844
2020,4,161142723
2020,4,161138866
2020,4,161138880
2020,4,161142802
2020,4,161142818
2020,4,161138966
2020,4,161142824
2020,4,161138993
2020,4,161142966
2020,4,161139147
2020,4,161139196
2020,4,161143071
2020,4,161139239
2020,4,161143145
2020,4,161139289
2020,4,161143173
2020,4,161143201
2020,1,161143209
2020,1,161143210
2020,1,161143208
2020,4,161139344
2020,4,161139357
2020,4,161139366
2020,4,161139377
2020,1,161139394
2020,4,161139420
2020,4,161143349
2020,4,161143380
2020,4,161139497
2020,4,161143444
2020,4,161139506
2020,4,161143458
2020,4,161143459
2020,4,161143462
2020,4,161143461
2020,4,157001411
2020,4,156997172
2020,4,156997192
2020,4,157001476
2020,4,156997210
2020,4,157001498
2020,4,157001515
2020,3,157001530
2020,3,157001531
2020,3,157001532
2020,3,156997242
2020,4,157001601
2020,1,156997310
2020,4,156997325
2020,4,157001629
2020,4,156997362
2020,4,157001687
2020,4,157001710
2020,4,157001708
2020,4,157001746
2020,4,157001753
2020,4,157001755
2020,4,157001754
2020,4,156997452
2020,4,156997475
2020,4,156997474
2020,4,157001806
2020,4,161339403
2020,4,161339452
2020,4,161343536
2020,4,161343569
2020,4,161343581
2020,4,161339638
2020,4,161343592
2020,4,161339664
2020,4,161339689
2020,4,161343609
2020,4,161339832
2020,4,161339865
2020,4,161343771
2020,4,161135232
2020,4,161142019
2020,4,161138187
2020,4,161137201
2020,4,161135284
2020,1,161137243
2020,4,161135318
2020,4,161137517
2020,4,161137540
2020,4,161137541
2020,4,161137551
2020,4,161137550
2020,4,161137589
2020,4,161137604
2020,4,161137631
2020,4,161141478
2020,4,161141477
2020,4,161141536
2020,4,161137692
2020,4,161137724
2020,4,161141565
2020,4,161141576
2020,4,161137734
2020,4,161137735
2020,4,161141580
2020,4,161137750
2020,4,161141628
2020,4,161137777
2020,1,161137805
2020,4,161141688
2020,4,161137828
2020,4,161137841
2020,4,161137872
2020,4,161137878
2020,4,161141796
2020,1,161141809
2020,1,161141810
2020,4,161141855
2020,4,161138022
2020,4,161138040
2020,4,161138039
2020,4,161141923
2020,4,161138134
2020,4,161138132
2020,4,161138153
2020,4,161138174
2020,4,161138211
2020,4,161142061
2020,4,161138247
2020,4,161142109
2020,4,161142150
2020,4,161138367
2020,4,161142228
2020,4,161142241
2020,4,161138427
2020,4,161142288
2020,4,161142315
2020,4,161138454
2020,4,161138461
2020,4,161142353
2020,4,161138505
2020,4,161142397
2020,4,161138561
2020,4,161142462
2020,4,161138597
2020,4,161138722
2020,4,161142570
2020,4,161138763
2020,3,161142635
2020,1,161138829
2020,4,161142683
2020,4,161142709
2020,4,161142729
2020,4,161138881
2020,4,161142838
2020,4,161139003
2020,4,161142855
2020,4,161142858
2020,4,161142856
2020,1,161139030
2020,4,161142896
2020,4,161142897
2020,4,161142912
2020,4,161139065
2020,4,161139079
2020,4,161142960
2020,4,161142975
2020,4,161142974
2020,4,161139135
2020,4,161143035
2020,4,161139182
2020,4,161143073
2020,4,161143083
2020,4,161139236
2020,4,161139254
2020,4,161139269
2020,4,161143153
2020,4,161143170
2020,4,161139311
2020,4,161143236
2020,4,161139368
2020,4,161139397
2020,4,161139408
2020,4,161143296
2020,4,161143297
2020,4,161143311
2020,4,161139430
2020,4,161139442
2020,4,161139447
2020,4,161139461
2020,4,161139490
2020,4,161139511
2020,4,161137336
2020,4,161137378
2020,4,161137385
2020,4,161137384
2020,4,161135744
2020,4,161137415
2020,4,161137416
2020,4,161135911
2020,4,161137426
2020,4,161137438
2020,4,161137445
2020,4,161137450
2020,4,161136117
2020,1,161137476
2020,4,161141291
2020,4,161137498
2020,4,161137506
2020,4,161137510
2020,4,161137150
2020,4,161137210
2020,4,161137261
2020,1,161137263
2020,4,161135319
2020,4,161135326
2020,4,161135327
2020,4,161135340
2020,4,161137320
2020,4,161137330
2020,4,161137339
2020,4,161143005
2020,4,161139141
2020,4,161137373
2020,4,161135656
2020,4,161135731
2020,4,161135785
2020,4,161135853
2020,1,161137421
2020,1,161135930
2020,1,161135931
2020,4,161135971
2020,4,161135997
2020,4,161135998
2020,4,161136072
2020,4,161141299
2020,4,161137522
2020,4,161137576
2020,4,161141412
2020,1,161141425
2020,1,161137597
2020,4,161141454
2020,4,161137639
2020,4,161137644
2020,4,161137670
2020,4,161137686
2020,4,161141552
2020,4,161137743
2020,1,161141612
2020,4,161141621
2020,4,161137764
2020,4,161141637
2020,4,161141636
2020,4,161141665
2020,4,161141677
2020,4,161141678
2020,4,161137832
2020,4,161141716
2020,4,161137861
2020,4,161137860
2020,4,161137870
2020,4,161137871
2020,4,161141755
2020,4,161141761
2020,4,161141760
2020,4,161137910
2020,4,161141803
2020,4,161137978
2020,4,161137984
2020,4,161138002
2020,4,161138006
2020,4,161141906
2020,4,161141918
2020,4,161138072
2020,4,161138101
2020,4,161138100
2020,4,161141967
2020,4,161141974
2020,4,161138152
2020,4,161142005
2020,4,161142043
2020,4,161142053
2020,4,161138230
2020,4,161142058
2020,4,161138231
2020,4,161142072
2020,4,161142114
2020,4,161138314
2020,4,161138321
2020,4,161138320
2020,4,161142179
2020,4,161138363
2020,4,161142223
2020,4,161142268
2020,1,161138430
2020,4,161138448
2020,4,161138478
2020,4,161142361
2020,1,161142405
2020,4,161138554
2020,4,161142480
2020,4,161138623
2020,4,161138632
2020,4,161138662
2020,4,161138661
2020,4,161138681
2020,1,161142540
2020,4,161142562
2020,4,161142584
2020,4,161142589
2020,4,161142594
2020,4,161138767
2020,4,161142615
2020,4,161138797
2020,4,161142675
2020,4,161142696
2020,4,161142712
2020,4,161142761
2020,4,161142798
2020,4,161142828
2020,4,161138982
2020,4,161139014
2020,1,161139026
2020,1,161139025
2020,1,161142879
2020,4,161142892
2020,4,161142889
2020,4,161139053
2020,4,161139052
2020,4,161142907
2020,4,161142927
2020,4,161139081
2020,4,161142954
2020,4,161139119
2020,4,161139134
2020,4,161139168
2020,4,161143047
2020,4,161143061
2020,4,161143060
2020,4,161143072
2020,4,161143075
2020,4,161139263
2020,4,161143142
2020,4,161139280
2020,4,161143149
2020,4,161139294
2020,4,161139352
2020,4,161143276
2020,4,161139454
2020,4,161139479
2020,4,161139486
2020,4,161143440
2020,4,161135425
2020,4,161135424
2020,4,161141426
2020,4,161137352
2020,4,161135535
2020,4,161135558
2020,4,161142076
2020,4,161137376
2020,4,161135723
2020,4,161137395
2020,4,161137397
2020,1,161137401
2020,3,161139181
2020,4,161142128
2020,1,161136085
2020,4,161136108
2020,4,161136122
2020,4,161136135
2020,4,161136162
2020,4,161141190
2020,4,161137976
2020,4,161138026
2020,4,161141326
2020,4,161137568
2020,4,161137630
2020,4,161141475
2020,4,161137683
2020,4,161141563
2020,4,161141581
2020,4,161137739
2020,4,161141617
2020,4,161137770
2020,4,161141643
2020,4,161141675
2020,4,161137821
2020,4,161141709
2020,4,161141718
2020,4,161141723
2020,4,161141720
2020,3,161137905
2020,1,161141785
2020,1,161141786
2020,4,161141879
2020,4,161138032
2020,1,161138075
2020,4,161138096
2020,4,161138109
2020,4,161141964
2020,4,161141972
2020,4,161141976
2020,4,161141990
2020,4,161142026
2020,4,161138181
2020,4,161142031
2020,4,161138199
2020,4,161138208
2020,4,161138224
2020,4,161142068
2020,4,161142161
2020,4,161138330
2020,4,161142181
2020,4,161138355
2020,4,161142237
2020,4,161138417
2020,4,161142282
2020,4,161142313
2020,4,161142321
2020,4,161142394
2020,4,161142428
2020,3,161138621
2020,3,161138622
2020,3,161138625
2020,4,161138652
2020,4,161138667
2020,4,161142518
2020,4,161142527
2020,4,161142537
2020,4,161142555
2020,4,161138781
2020,4,161138779
2020,4,161142657
2020,1,161142664
2020,4,161138831
2020,4,161138835
2020,4,161142715
2020,4,161142727
2020,4,161142735
2020,4,161138886
2020,4,161138894
2020,1,161138903
2020,4,161138935
2020,4,161138936
2020,4,161138951
2020,4,161138988
2020,4,161139020
2020,4,161142877
2020,4,161139031
2020,4,161139049
2020,4,161142909
2020,4,161139087
2020,4,161142958
2020,4,161143004
2020,4,161139156
2020,4,161143052
2020,4,161143069
2020,4,161143077
2020,4,161139231
2020,4,161143097
2020,4,161143098
2020,4,161143110
2020,4,161139274
2020,4,161139301
2020,4,161139307
2020,4,161143221
2020,4,161143244
2020,4,161139378
2020,4,161143259
2020,4,161139403
2020,4,161143277
2020,4,161143359
2020,4,161139456
2020,4,161143383
2020,4,161139473
2020,4,161143419
2020,4,161143416
2020,4,161139487
2020,4,161139521
2020,4,161141377
2020,4,161137560
2020,4,161141392
2020,4,161137587
2020,4,161137586
2020,4,161141465
2020,3,161137703
2020,4,161137719
2020,4,161141610
2020,4,161141611
2020,4,161137759
2020,4,161141660
2020,4,161141685
2020,4,161141710
2020,4,161137886
2020,4,161137924
2020,4,161137938
2020,4,161141825
2020,4,161141863
2020,4,161141881
2020,4,161138019
2020,4,161138020
2020,4,161141919
2020,4,161138073
2020,3,161141935
2020,4,161141963
2020,4,161141997
2020,4,161142002
2020,4,161138175
2020,4,161138188
2020,4,161138196
2020,1,161138209
2020,4,161138283
2020,4,161138313
2020,4,161142171
2020,4,161142170
2020,4,161138344
2020,4,161138383
2020,4,161138392
2020,4,161138404
2020,4,161142312
2020,4,161142360
2020,4,161142370
2020,3,161142374
2020,4,161138538
2020,4,161142422
2020,4,161142436
2020,4,161138568
2020,4,161142452
2020,4,161142453
2020,4,161138636
2020,4,161138648
2020,4,161138647
2020,4,161142509
2020,4,161138704
2020,4,161142580
2020,4,161138744
2020,4,161142593
2020,4,161138796
2020,4,161142688
2020,4,161138851
2020,4,161138859
2020,4,161138893
2020,1,161138909
2020,4,161142804
2020,4,161142820
2020,4,161142835
2020,4,161135389
2020,4,161135387
2020,4,161135401
2020,4,161135456
2020,4,161135455
2020,4,161135469
2020,4,161135509
2020,4,161135531
2020,4,161135580
2020,4,161135611
2020,4,161135645
2020,4,161135691
2020,4,161135739
2020,1,161135808
2020,4,161135917
2020,4,161135964
2020,4,161136020
2020,4,161136114
2020,4,161141195
2020,4,161137487
2020,4,161137488
2020,1,161141268
2020,4,161135402
2020,4,161135415
2020,4,161135440
2020,4,161135467
2020,4,161135484
2020,4,161137341
2020,4,161135527
2020,4,161137359
2020,4,161135552
2020,4,161135557
2020,4,161137363
2020,4,161135568
2020,4,161135574
2020,1,161135643
2020,1,161135722
2020,4,161135732
2020,4,161135740
2020,4,161135741
2020,4,161135767
2020,4,161135766
2020,4,161137399
2020,4,161135790
2020,4,161135851
2020,4,161135870
2020,4,161135919
2020,4,161135913
2020,4,161135940
2020,4,161135933
2020,4,161137434
2020,4,161135951
2020,3,161135966
2020,4,161135990
2020,4,161135999
2020,4,161136003
2020,4,161136031
2020,4,161136059
2020,4,161136058
2020,4,161137455
2020,1,161136134
2020,4,161136144
2020,4,161136161
2020,1,161141202
2020,4,161137483
2020,4,161141226
2020,4,161137482
2020,4,161141254
2020,4,161135404
2020,4,161135520
2020,4,161137358
2020,4,161135635
2020,4,161135657
2020,4,161135713
2020,4,161135831
2020,4,161135878
2020,4,161135905
2020,4,161135920
2020,4,161135992
2020,1,161136055
2020,4,161136098
2020,4,161136100
2020,4,161136146
2020,4,161141271
2020,4,161135215
2020,1,161135235
2020,4,161135261
2020,4,161135283
2020,4,161143039
2020,4,161135298
2020,4,161135311
2020,4,161135316
2020,4,161137276
2020,4,161137294
2020,4,161135335
2020,4,161137528
2020,1,161141400
2020,4,161137594
2020,4,161141430
2020,4,161141453
2020,4,161141502
2020,4,161141503
2020,4,161137663
2020,4,161137673
2020,4,161137678
2020,1,161137701
2020,1,161141542
2020,4,161141572
2020,4,161141573
2020,4,161137744
2020,1,161137758
2020,4,161141634
2020,4,161141638
2020,4,161137800
2020,4,161141674
2020,4,161137816
2020,4,161137823
2020,4,161137822
2020,4,161141750
2020,4,161141771
2020,4,161141774
2020,4,161137937
2020,4,161137936
2020,4,161137966
2020,4,161137979
2020,4,161137986
2020,4,161137997
2020,4,161138050
2020,4,161138095
2020,4,161138119
2020,4,161141960
2020,4,161141961
2020,4,161138163
2020,4,161138162
2020,4,161142018
2020,4,161138177
2020,4,161138213
2020,4,161138212
2020,4,161142060
2020,4,161142077
2020,4,161142084
2020,4,161138280
2020,4,161138286
2020,4,161142131
2020,4,161142143
2020,4,161138312
2020,4,161142160
2020,4,161138338
2020,4,161138341
2020,4,161142202
2020,4,161142278
2020,4,161138426
2020,4,161138425
2020,4,161138440
2020,4,161138450
2020,4,161138456
2020,4,161138492
2020,4,161138514
2020,4,161142392
2020,4,161142463
2020,3,161138607
2020,4,161142497
2020,4,161138687
2020,4,161138710
2020,4,161142582
2020,4,161138739
2020,4,161138738
2020,4,161138745
2020,4,161138749
2020,4,161142632
2020,4,161142631
2020,4,161142658
2020,1,161138841
2020,1,161142700
2020,4,161142744
2020,4,161142766
2020,4,161142765
2020,4,161142794
2020,4,161139012
2020,4,161142864
2020,4,161142893
2020,4,161139069
2020,4,161142920
2020,4,161139077
2020,4,161142956
2020,4,161142982
2020,4,161142981
2020,4,161139151
2020,4,161143056
2020,4,161143080
2020,4,161143103
2020,4,161139252
2020,4,161139260
2020,4,161139270
2020,4,161139282
2020,4,161143151
2020,4,161139283
2020,4,161143177
2020,4,161139315
2020,1,161143218
2020,4,161139339
2020,4,161139401
2020,4,161139400
2020,4,161143292
2020,4,161143290
2020,3,161143304
2020,4,161143330
2020,4,161143331
2020,4,161143329
2020,4,161139448
2020,4,161139467
2020,4,161139477
2020,4,161143439
2020,4,161135403
2020,4,161135372
2020,4,161135422
2020,4,161135628
2020,4,161135637
2020,4,161135669
2020,4,161135667
2020,4,161135674
2020,4,161135858
2020,4,161135904
2020,4,161135947
2020,4,161135956
2020,4,161137437
2020,4,161135996
2020,4,161136006
2020,4,161136009
2020,4,161136067
2020,4,161136119
2020,4,161137484
2020,4,161141257
2020,4,161141282
2020,4,161141313
2020,4,161141319
2020,4,161141323
2020,4,163180582
2020,4,163185066
2020,4,163180598
2020,4,163180611
2020,4,163180637
2020,4,163185133
2020,4,163180660
2020,4,163185142
2020,4,163180723
2020,4,163185203
2020,1,163185213
2020,4,163185222
2020,1,163180753
2020,3,163180753
2020,4,163185249
2020,4,163180779
2020,4,163180785
2020,4,163185271
2020,4,163185278
2020,1,163180820
2020,4,163180833
2020,4,163185342
2020,4,163185348
2020,4,163185505
2020,3,156980588
2020,1,156980588
2020,3,156996331
2020,3,156980617
2020,3,156996332
2020,4,156980638
2020,4,156980678
2020,4,156980677
2020,4,156996366
2020,4,156996454
2020,4,156996453
2020,4,156980811
2020,4,156996492
2020,4,156996510
2020,4,156980845
2020,4,156996534
2020,4,156996547
2020,4,156996554
2020,1,156996568
2020,4,156980906
2020,4,156996613
2020,4,156996634
2020,4,156980952
2020,4,156996668
2020,4,156980979
2020,4,156996688
2020,4,156996709
2020,4,156996721
2020,4,156996736
2020,4,156981027
2020,4,156981056
2020,1,156996788
2020,4,156981074
2020,4,156981084
2020,4,156981090
2020,4,156981092
2020,4,156981093
2020,4,156996828
2020,4,156996838
2020,4,156996837
2020,4,156981150
2020,4,156981157
2020,4,156996881
2020,4,157001177
2020,3,157001210
2020,4,157001228
2020,4,156996979
2020,4,157001257
2020,4,156996997
2020,4,156997020
2020,4,157001321
2020,4,156997072
2020,4,157001379
2020,4,156980589
2020,4,156980634
2020,4,156980639
2020,4,156996368
2020,4,156996381
2020,4,156996394
2020,1,156996456
2020,4,156996460
2020,3,156996476
2020,1,156996476
2020,4,156996505
2020,4,156980887
2020,4,156980885
2020,4,156980901
2020,4,156980915
2020,4,156996647
2020,4,156981000
2020,4,156996737
2020,3,156981029
2020,4,156996761
2020,4,156981060
2020,4,156981075
2020,4,156996833
2020,1,156981114
2020,4,156981129
2020,4,156981128
2020,4,156996863
2020,4,156981148
2020,1,156981160
2020,4,156981172
2020,4,156996907
2020,4,156996944
2020,4,156996960
2020,4,157001242
2020,4,157001246
2020,4,156997002
2020,4,156997015
2020,4,156997032
2020,2,156997062
2020,4,157001356
2020,4,156997096
2020,4,156997097
2020,4,157001377
2020,4,156980611
2020,4,156980629
2020,3,156980637
2020,4,156996317
2020,1,156980637
2020,4,156980673
2020,4,156996364
2020,4,156996378
2020,4,156980695
2020,4,156980692
2020,4,156996383
2020,4,156996385
2020,4,156980705
2020,4,156980704
2020,4,156996407
2020,4,156996425
2020,4,156980743
2020,4,156980760
2020,4,156980771
2020,4,156980798
2020,4,156980846
2020,4,156996581
2020,4,156980907
2020,4,156996601
2020,4,156980923
2020,4,156980931
2020,3,156996660
2020,4,156996780
2020,3,156996813
2020,4,156996846
2020,3,156996851
2020,4,156981132
2020,4,156981139
2020,1,156996872
2020,4,156981166
2020,4,156996921
2020,4,157001199
2020,4,157001224
2020,4,157001250
2020,4,156997005
2020,4,156997058
2020,4,157001331
2020,4,156997067
2020,4,157001342
2020,4,157001349
2020,4,156997091
2020,4,156997113
2020,1,163185602
2020,4,156997159
2020,1,157001456
2020,1,157001494
2020,4,157001503
2020,4,156997233
2020,4,157001521
2020,4,156997254
2020,4,157001558
2020,4,157001575
2020,4,156997317
2020,4,157001644
2020,4,156997350
2020,4,157001662
2020,4,157001699
2020,4,157001698
2020,4,156997437
2020,4,157001761
2020,4,161135395
2020,4,161135416
2020,4,161135421
2020,4,161137344
2020,4,161137342
2020,4,161135515
2020,4,161135569
2020,4,161135682
2020,4,161135695
2020,4,161137404
2020,4,161137406
2020,4,161135873
2020,4,161135899
2020,4,161136049
2020,4,161136073
2020,4,161136094
2020,4,161136151
2020,4,161136147
2020,3,161141223
2020,3,161141221
2020,4,161137499
2020,4,161137500
2020,4,161141307
2020,4,161141315
2020,4,163073644
2020,4,163073641
2020,4,163073662
2020,4,163073702
2020,4,163073763
2020,4,163073762
2020,4,163073761
2020,4,163073770
2020,1,163073936
2020,4,163074043
2020,4,163074085
2020,4,163074083
2020,4,163074097
2020,4,163074099
2020,4,163074100
2020,4,161135202
2020,4,161135222
2020,4,161135234
2020,4,161137176
2020,4,161137175
2020,1,161135248
2020,4,161141510
2020,4,161137687
2020,1,161135257
2020,4,161135259
2020,4,161135258
2020,1,161137215
2020,1,161137214
2020,4,161135287
2020,4,161137233
2020,4,161137254
2020,4,161135310
2020,1,161135324
2020,4,161137277
2020,4,161137279
2020,1,161135333
2020,4,161137302
2020,4,161137300
2020,1,161137301
2020,4,161135367
2020,4,161137529
2020,4,161137525
2020,4,161137527
2020,4,161137524
2020,4,161141361
2020,4,161141360
2020,4,161137542
2020,4,161141373
2020,4,161137565
2020,4,161137569
2020,4,161137570
2020,4,161141402
2020,4,161141421
2020,4,161141432
2020,4,161141438
2020,4,161137608
2020,4,161137619
2020,4,161141496
2020,4,161137656
2020,4,161141505
2020,4,161137658
2020,4,161137669
2020,1,161137695
2020,1,161141537
2020,4,161141554
2020,4,161137712
2020,4,161141574
2020,4,161137742
2020,4,161141593
2020,4,161141600
2020,4,161141632
2020,4,161137773
2020,4,161141631
2020,4,161141651
2020,4,161137794
2020,4,161137806
2020,4,161141682
2020,4,161137819
2020,4,161141692
2020,4,161141696
2020,4,161137836
2020,4,161137837
2020,4,161137838
2020,4,161137839
2020,4,161141717
2020,4,161137849
2020,4,161141766
2020,4,161141780
2020,4,161141779
2020,4,161141799
2020,4,161137918
2020,4,161141802
2020,3,161137930
2020,4,161141812
2020,4,161137929
2020,4,161137939
2020,4,161137967
2020,4,161141844
2020,4,161141853
2020,4,161141850
2020,4,161137993
2020,4,161141872
2020,4,161141867
2020,4,161141890
2020,4,161138037
2020,4,161138042
2020,4,161141928
2020,4,161141931
2020,4,161138094
2020,4,161141944
2020,4,161141954
2020,4,161138140
2020,4,161138138
2020,4,161138145
2020,4,161138172
2020,4,161142009
2020,4,161138173
2020,4,161142011
2020,4,161142035
2020,4,161142037
2020,4,161142057
2020,4,161138233
2020,4,161138232
2020,4,161142078
2020,4,161138255
2020,4,161138260
2020,4,161142105
2020,4,161142127
2020,4,161138297
2020,4,161138299
2020,4,161142157
2020,4,161138337
2020,4,161142197
2020,4,161138350
2020,4,161138371
2020,4,161138389
2020,4,161138385
2020,4,161142255
2020,4,161138399
2020,4,161138400
2020,4,161142263
2020,4,161142264
2020,4,161138419
2020,4,161138422
2020,4,161138424
2020,4,161138434
2020,4,161142320
2020,4,161138463
2020,4,161142330
2020,4,161138494
2020,4,161142364
2020,4,161138502
2020,4,161142380
2020,4,161138557
2020,4,161142447
2020,1,161138586
2020,1,161138587
