"DATA_YEAR","BIAS_ID","OFFENSE_ID"
2020,21,148246780
2020,21,148246782
2020,21,148246781
2020,21,148246783
2020,21,148246785
2020,21,148246786
2020,21,148246787
2020,21,148246788
2020,21,148246789
2020,21,148246790
2020,21,148246791
2020,21,148246792
2020,21,148246793
2020,21,148246794
2020,21,148246795
2020,21,148246796
2020,21,148246797
2020,21,148246798
2020,21,148246799
2020,21,148246801
2020,21,148246802
2020,21,148246803
2020,21,148246804
2020,21,148246805
2020,21,148246806
2020,21,148246807
2020,21,148246808
2020,21,148246809
2020,21,148246810
2020,21,148246811
2020,21,148246812
2020,21,148246813
2020,21,148246814
2020,21,148246815
2020,21,148246817
2020,21,148246818
2020,21,148246820
2020,21,148246819
2020,21,148246821
2020,21,148246822
2020,21,148246823
2020,21,148246824
2020,21,148246825
2020,21,148246827
2020,21,148246829
2020,21,148246830
2020,21,148246831
2020,21,148246832
2020,21,148246834
2020,22,148246835
2020,21,148246837
2020,21,148246836
2020,22,148246838
2020,21,148246839
2020,22,148246840
2020,21,148246841
2020,21,148246842
2020,21,148246843
2020,21,148246844
2020,21,148246845
2020,21,148246846
2020,21,148246848
2020,21,148246847
2020,21,148246849
2020,21,148246852
2020,21,148246853
2020,21,148246854
2020,21,148246855
2020,21,148246856
2020,21,148246857
2020,21,148246858
2020,21,148246859
2020,21,148246860
2020,21,148246862
2020,21,148246861
2020,21,148246863
2020,21,148246864
2020,21,148246865
2020,21,148246866
2020,21,148246867
2020,21,148246868
2020,21,148246869
2020,21,148246870
2020,21,148246871
2020,21,148246872
2020,21,148246873
2020,21,148246874
2020,21,148246875
2020,21,148246876
2020,21,148246877
2020,21,148246878
2020,21,148246879
2020,21,148246880
2020,21,148246881
2020,21,148246882
2020,21,148246883
2020,21,148246884
2020,21,148246887
2020,21,148246889
2020,21,148246890
2020,21,148246892
2020,21,148246891
2020,21,148246894
2020,21,148246895
2020,21,148246897
2020,21,148246896
2020,21,148246898
2020,21,148246899
2020,21,148246900
2020,21,148246901
2020,21,148246902
2020,21,148246903
2020,21,148246904
2020,21,148246905
2020,21,148246906
2020,21,148246907
2020,21,148246908
2020,21,148246910
2020,21,148246911
2020,21,148246912
2020,21,148246913
2020,21,148246914
2020,21,148246915
2020,21,148246916
2020,21,148246917
2020,21,148246918
2020,21,148246919
2020,21,148246920
2020,21,148246921
2020,21,148246922
2020,22,148246923
2020,21,148246924
2020,21,148246925
2020,21,148246926
2020,21,148246927
2020,21,148246928
2020,21,148246929
2020,21,148246930
2020,21,148246931
2020,21,148246934
2020,21,148246935
2020,21,148246936
2020,21,148246937
2020,21,148246938
2020,21,148246939
2020,21,148246940
2020,21,148246941
2020,21,148246942
2020,21,148246943
2020,21,148246946
2020,21,148246947
2020,21,148246948
2020,21,148246949
2020,21,148246950
2020,21,148246951
2020,21,148246952
2020,21,148246953
2020,21,148246954
2020,21,148246955
2020,21,148246956
2020,21,148246957
2020,21,148246958
2020,21,148246959
2020,21,148246960
2020,21,148246961
2020,21,148246962
2020,22,148246963
2020,21,148246964
2020,21,148246966
2020,21,148246965
2020,21,148246967
2020,21,148246969
2020,21,148246971
2020,21,148246970
2020,21,148246974
2020,21,148246972
2020,21,148246973
2020,21,148246975
2020,21,148246979
2020,21,148246978
2020,21,148246980
2020,21,148246981
2020,21,148246982
2020,21,148246983
2020,21,148246984
2020,21,148246985
2020,21,148246987
2020,21,148246988
2020,21,148246990
2020,21,148246989
2020,21,148246991
2020,21,148246992
2020,21,148246993
2020,21,148246994
2020,21,148246995
2020,21,148246996
2020,21,148246998
2020,21,148246997
2020,21,148246999
2020,21,148247000
2020,21,148247001
2020,21,148247002
2020,21,148247003
2020,21,148247004
2020,21,148247005
2020,21,148247006
2020,21,148247007
2020,21,148247008
2020,21,148247009
2020,21,148247010
2020,21,148247011
2020,21,148247012
2020,21,148247013
2020,21,148247014
2020,21,148247015
2020,21,148247016
2020,22,148247017
2020,22,148247018
2020,22,148247019
2020,21,148247020
2020,21,148247023
2020,21,148247021
2020,21,148247022
2020,21,148247024
2020,21,148247025
2020,21,148247026
2020,21,148247027
2020,21,148247029
2020,21,148247028
2020,21,148247031
2020,21,148247030
2020,21,148247032
2020,21,148247033
2020,21,148247034
2020,21,148247036
2020,21,148247035
2020,21,148247037
2020,21,148247038
2020,21,148247040
2020,21,148247039
2020,21,148247041
2020,21,148247042
2020,21,148247043
2020,21,148247044
2020,21,148247045
2020,21,148247046
2020,21,148247047
2020,21,148247048
2020,21,148247049
2020,21,148247050
2020,21,148247051
2020,21,148247052
2020,21,148247053
2020,21,148247054
2020,21,148247055
2020,21,148247056
2020,21,148247057
2020,21,148247058
2020,21,148247059
2020,21,148247060
2020,21,148247061
2020,21,148247062
2020,21,148247063
2020,21,148247064
2020,21,148247065
2020,21,148247066
2020,21,148247067
2020,21,148247068
2020,21,148247070
2020,21,148247071
2020,21,148247075
2020,21,148247074
2020,21,148247073
2020,21,148247077
2020,21,148247076
2020,21,148247078
2020,21,148247079
2020,21,148247080
2020,21,148247081
2020,21,148247082
2020,21,148247083
2020,21,148247084
2020,21,148247085
2020,21,148247086
2020,21,148247087
2020,21,148247088
2020,21,148247089
2020,21,148247090
2020,21,148247091
2020,21,148247092
2020,21,148247093
2020,21,148247094
2020,21,148247096
2020,21,148247097
2020,21,148247098
2020,21,148247099
2020,21,148247100
2020,21,148247101
2020,21,148247102
2020,21,148247103
2020,21,148247104
2020,21,148247105
2020,21,148247106
2020,21,148247107
2020,21,148247109
2020,21,148247110
2020,21,148247111
2020,21,148247112
2020,21,148247113
2020,21,148247114
2020,21,148247115
2020,21,148247116
2020,21,148247117
2020,21,148247118
2020,21,148247119
2020,21,148247121
2020,21,148247122
2020,21,148247123
2020,21,148247124
2020,21,148247125
2020,21,148247127
2020,21,148247126
2020,21,148247128
2020,21,148247129
2020,21,148247130
2020,21,148247131
2020,21,148247132
2020,21,148247133
2020,21,148247134
2020,21,148247136
2020,21,148247135
2020,21,148247137
2020,21,148247140
2020,21,148247139
2020,21,148247141
2020,21,148247142
2020,21,148247143
2020,21,148247144
2020,21,148247145
2020,21,148247146
2020,21,148247147
2020,21,148247148
2020,21,148247149
2020,21,148247150
2020,22,148247151
2020,21,148247152
2020,21,148247153
2020,21,148247154
2020,21,148247155
2020,21,148247156
2020,21,148247157
2020,21,148247158
2020,21,148247159
2020,21,148247160
2020,21,148247161
2020,21,148247163
2020,21,148247162
2020,21,148247164
2020,21,148247165
2020,21,148247166
2020,21,148247167
2020,21,148247168
2020,21,148247169
2020,21,148247170
2020,21,148247171
2020,21,148247173
2020,21,148247172
2020,21,148247174
2020,21,148247176
2020,21,148247175
2020,21,148247177
2020,21,148247178
2020,21,148247181
2020,21,148247180
2020,21,148247182
2020,21,148247184
2020,21,148247183
2020,21,148247185
2020,21,148247186
2020,21,148247187
2020,21,148247188
2020,21,148247189
2020,21,148247190
2020,21,148247191
2020,21,148247192
2020,21,148247193
2020,21,148247194
2020,21,148247195
2020,21,148247196
2020,21,148247197
2020,21,148247198
2020,21,148247199
2020,21,148247200
2020,21,148247201
2020,21,148247202
2020,21,148247203
2020,21,148247204
2020,21,148247205
2020,21,148247206
2020,21,148247207
2020,21,148247209
2020,21,148247210
2020,21,148247211
2020,21,148247212
2020,21,148247213
2020,21,148247214
2020,21,148247215
2020,21,148247216
2020,21,148247217
2020,21,148247218
2020,21,148247219
2020,21,148247221
2020,21,148247220
2020,21,148247222
2020,21,148247224
2020,21,148247225
2020,21,148247226
2020,21,148247227
2020,21,148247228
2020,21,148247229
2020,21,148247230
2020,21,148247231
2020,21,148247232
2020,21,148247233
2020,21,148247234
2020,21,148247235
2020,21,148247236
2020,21,148247237
2020,21,148247238
2020,21,148247239
2020,21,148247240
2020,21,148247241
2020,21,148247242
2020,21,148247243
2020,21,148247244
2020,21,148247245
2020,21,148247246
2020,21,148247247
2020,21,148247252
2020,21,148247253
2020,21,148247254
2020,21,148247255
2020,21,148247256
2020,21,148247257
2020,21,148247258
2020,21,148247259
2020,21,148247260
2020,21,148247261
2020,21,148247262
2020,21,148247263
2020,21,148247264
2020,21,148247265
2020,21,148247266
2020,21,148247267
2020,21,148247268
2020,21,148247269
2020,21,148247270
2020,21,148247271
2020,21,148247272
2020,21,148247273
2020,21,148247274
2020,21,148247275
2020,21,148247276
2020,21,148247277
2020,21,148247278
2020,21,148247280
2020,21,148247279
2020,21,148247281
2020,21,148247282
2020,21,148247283
2020,21,148247284
2020,21,148247285
2020,21,148247287
2020,21,148247286
2020,21,148247288
2020,21,148247289
2020,21,148247290
2020,21,148247291
2020,21,148247292
2020,21,148247293
2020,21,148247294
2020,21,148247295
2020,21,148247298
2020,21,148247297
2020,21,148247296
2020,21,148247299
2020,21,148247300
2020,21,148247301
2020,21,148247302
2020,21,148247303
2020,21,148247304
2020,21,148247305
2020,21,148247306
2020,21,148247308
2020,21,148247310
2020,21,148247309
2020,21,148247314
2020,21,148247317
2020,21,148247318
2020,21,148247319
2020,21,148247320
2020,21,148247321
2020,21,148247322
2020,21,148247323
2020,21,148247324
2020,21,148247325
2020,21,148247326
2020,21,148247327
2020,21,148247328
2020,21,148247329
2020,21,148247330
2020,21,148247331
2020,21,148247332
2020,21,148247333
2020,21,148247334
2020,21,148247335
2020,21,148247336
2020,21,148247337
2020,21,148247338
2020,21,148247339
2020,21,148247341
2020,21,148247340
2020,21,148247342
2020,21,148247343
2020,21,148247344
2020,21,148247345
2020,21,148247346
2020,21,148247347
2020,21,148247348
2020,21,148247349
2020,21,148247350
2020,21,148247351
2020,21,148247354
2020,21,148247355
2020,21,148247357
2020,21,148247356
2020,21,148247359
2020,21,148247360
2020,21,148247361
2020,21,148247362
2020,21,148247363
2020,21,148247364
2020,21,148247365
2020,21,148247366
2020,21,148247367
2020,21,148247368
2020,21,148247369
2020,21,148247370
2020,21,148247371
2020,21,148247372
2020,21,148247373
2020,21,148247374
2020,21,148247376
2020,21,148247377
2020,21,148247375
2020,21,148247378
2020,21,148247379
2020,21,148247380
2020,21,148247381
2020,21,148247382
2020,21,148247383
2020,22,148247384
2020,22,148247385
2020,21,148247386
2020,21,148247388
2020,21,148247389
2020,21,148247390
2020,21,148247391
2020,21,148247392
2020,21,148247393
2020,21,148247394
2020,21,148247395
2020,21,148247396
2020,21,148247397
2020,21,148247399
2020,21,148247398
2020,21,148247400
2020,21,148247402
2020,21,148247403
2020,21,148247404
2020,21,148247405
2020,22,148247406
2020,22,148247407
2020,21,148247408
2020,21,148247409
2020,21,148247410
2020,21,148247412
2020,21,148247411
2020,21,148247413
2020,21,148247414
2020,21,148247416
2020,21,148247415
2020,21,148247417
2020,21,148247418
2020,21,148247419
2020,21,148247421
2020,21,148247422
2020,21,148247423
2020,21,148247424
2020,21,148247425
2020,21,148247428
2020,21,148247429
2020,21,148247430
2020,21,148247431
2020,21,148247433
2020,21,148247435
2020,21,148247436
2020,21,148247437
2020,21,153752549
2020,21,153752548
2020,21,153756847
2020,21,153752580
2020,21,153752590
2020,21,153752600
2020,21,153752597
2020,21,153752611
2020,21,153752610
2020,21,153756879
2020,21,153756913
2020,21,153752688
2020,21,153752695
2020,21,153752697
2020,21,153752698
2020,21,153752707
2020,21,153756948
2020,21,153752818
2020,21,153757015
2020,21,153757016
2020,21,153757014
2020,21,153752836
2020,21,153752851
2020,21,153752883
2020,21,153752895
2020,21,153757090
2020,21,153752935
2020,21,153752941
2020,21,153752950
2020,21,153752993
2020,21,153757173
2020,21,153753090
2020,21,153753113
2020,21,153753130
2020,21,153757203
2020,21,153757228
2020,21,153753179
2020,21,153753199
2020,21,153753201
2020,21,153753216
2020,21,153757261
2020,21,153757287
2020,21,153753314
2020,21,153753336
2020,21,153757306
2020,21,153753360
2020,21,153757314
2020,21,153757320
2020,21,153757338
2020,21,153753403
2020,21,153753492
2020,21,148251209
2020,21,148246433
2020,21,150576401
2020,21,150576487
2020,21,150576502
2020,21,150576510
2020,21,150571979
2020,21,150571978
2020,21,150571995
2020,21,150576555
2020,21,150576561
2020,21,150576560
2020,21,150576564
2020,21,150576563
2020,21,150572029
2020,21,148246431
2020,21,148251211
2020,21,148246442
2020,21,148246443
2020,21,148246446
2020,21,148246469
2020,21,150576328
2020,21,150576329
2020,21,150576343
2020,21,150571841
2020,21,150571842
2020,21,150576390
2020,21,150576406
2020,21,150576405
2020,21,150576424
2020,21,150571897
2020,21,150571902
2020,21,150576459
2020,21,150576458
2020,21,150576457
2020,21,150571923
2020,21,150576535
2020,21,150576548
2020,21,150572014
2020,21,150576572
2020,21,150576578
2020,21,150576580
2020,21,150576588
2020,21,150576589
2020,21,150572045
2020,21,150576594
2020,21,150576598
2020,21,150576597
2020,21,150572057
2020,22,150576604
2020,21,150576607
2020,22,150576610
2020,21,150576613
2020,21,150576614
2020,21,150576615
2020,21,150576616
2020,21,150576617
2020,21,150576618
2020,21,150576619
2020,21,150576620
2020,21,150576622
2020,21,150576621
2020,21,150576624
2020,21,150576625
2020,21,150576626
2020,22,150576627
2020,21,150576628
2020,21,150576629
2020,21,150576630
2020,21,150576631
2020,21,150576632
2020,21,150576634
2020,21,150576635
2020,21,150576636
2020,21,150576637
2020,21,150576638
2020,22,150576639
2020,21,150576640
2020,21,150576641
2020,21,150576642
2020,21,150576643
2020,21,150576645
2020,21,150576646
2020,21,150576648
2020,21,150576647
2020,21,150576649
2020,21,150576651
2020,21,150576650
2020,21,150576652
2020,21,150576653
2020,21,150576654
2020,21,150576655
2020,21,150576656
2020,21,150576657
2020,21,150576658
2020,21,150576659
2020,21,150576660
2020,21,150576661
2020,21,150576662
2020,21,150576663
2020,21,150576664
2020,21,150576665
2020,21,150576666
2020,21,150576667
2020,21,150576668
2020,21,150576669
2020,21,150576670
2020,21,150576671
2020,21,150576672
2020,21,150576673
2020,21,150576674
2020,21,150576675
2020,21,150576677
2020,21,150576676
2020,21,150576678
2020,21,150576679
2020,21,150576680
2020,22,150576681
2020,21,150576682
2020,21,150576683
2020,22,150576684
2020,21,150576686
2020,21,150576685
2020,21,150576687
2020,21,150576688
2020,21,150576689
2020,21,150576691
2020,21,150576690
2020,21,150576692
2020,21,150576693
2020,21,150576694
2020,21,150576695
2020,21,150576696
2020,21,150576697
2020,21,150576698
2020,21,150576699
2020,21,150576700
2020,21,150576701
2020,21,150576702
2020,21,150576704
2020,21,150576703
2020,21,150576705
2020,21,150576706
2020,21,150576707
2020,21,150576708
2020,21,150576709
2020,21,150576710
2020,21,150576711
2020,21,150576713
2020,21,150576712
2020,21,150576714
2020,21,150576715
2020,21,150576719
2020,21,150576720
2020,21,150576721
2020,21,150576722
2020,21,150576723
2020,21,150576724
2020,21,150576725
2020,21,150576726
2020,21,150576727
2020,21,150576728
2020,21,150576729
2020,21,150576730
2020,21,150576731
2020,21,150576732
2020,21,150576733
2020,21,150576734
2020,21,150576735
2020,21,150576736
2020,21,150576737
2020,21,150576738
2020,21,150576739
2020,21,150576740
2020,21,150576741
2020,21,150576742
2020,21,150576743
2020,21,150576745
2020,21,150576746
2020,21,150576747
2020,21,150576748
2020,21,150576751
2020,21,150576752
2020,21,150576753
2020,21,150576754
2020,21,150576755
2020,21,150576756
2020,21,150576757
2020,21,150576758
2020,21,150576759
2020,21,150576760
2020,21,150576761
2020,21,150576762
2020,21,150576763
2020,21,150576764
2020,21,150576765
2020,21,150576766
2020,21,150576767
2020,21,150576768
2020,21,150576769
2020,21,150576770
2020,21,150576771
2020,21,150576772
2020,21,150576773
2020,21,150576774
2020,21,150576775
2020,21,150576776
2020,21,150576777
2020,21,150576779
2020,21,150576778
2020,21,150576780
2020,21,150576781
2020,21,150576782
2020,21,150576783
2020,21,150576784
2020,21,150576785
2020,21,150576787
2020,21,150576788
2020,21,150576789
2020,21,150576791
2020,21,150576790
2020,21,150576792
2020,21,150576793
2020,21,150576794
2020,21,150576796
2020,21,150576795
2020,21,150576797
2020,22,150576798
2020,21,150576799
2020,21,150576800
2020,21,150576801
2020,21,150576802
2020,21,150576803
2020,21,150576805
2020,21,150576806
2020,21,150576807
2020,21,150576809
2020,21,150576808
2020,21,150576813
2020,21,150576814
2020,21,150576815
2020,21,150576817
2020,21,150576818
2020,21,150576820
2020,21,150576819
2020,21,150576822
2020,21,150576823
2020,21,150576824
2020,21,150576825
2020,21,150576826
2020,21,150576827
2020,21,150576828
2020,21,150576830
2020,21,150576829
2020,21,150576832
2020,21,150576833
2020,21,150576834
2020,21,150576835
2020,21,150576836
2020,21,150576837
2020,21,150576838
2020,21,150576839
2020,21,150576840
2020,21,150576841
2020,21,150576842
2020,21,150576843
2020,21,150576845
2020,21,150576844
2020,21,150576846
2020,21,150576847
2020,21,150576848
2020,21,150576849
2020,21,150576850
2020,21,150576851
2020,21,150576852
2020,21,150576853
2020,21,150576857
2020,21,150576855
2020,21,150576856
2020,21,150576858
2020,21,150576859
2020,21,150576860
2020,21,150576861
2020,21,150576862
2020,21,150576863
2020,21,150576864
2020,21,150576865
2020,21,150576867
2020,21,150576866
2020,21,150576868
2020,21,150576869
2020,21,150576870
2020,21,150576871
2020,21,150576872
2020,21,150576873
2020,21,150576874
2020,21,150576875
2020,21,150576876
2020,21,150576877
2020,21,150576878
2020,21,150576879
2020,21,150576880
2020,21,150576881
2020,21,150576882
2020,21,150576883
2020,21,150576885
2020,21,150576884
2020,21,150576887
2020,21,150576886
2020,21,150576888
2020,21,150576889
2020,21,150576891
2020,21,150576890
2020,21,150576892
2020,21,150576893
2020,21,150576894
2020,21,150576896
2020,21,150576895
2020,21,150576898
2020,21,150576897
2020,21,150576899
2020,21,150576900
2020,21,150576901
2020,21,150576902
2020,21,150576903
2020,21,150576904
2020,21,150576905
2020,21,150576906
2020,21,150576907
2020,21,150576908
2020,21,150576909
2020,21,150576910
2020,21,150576912
2020,21,150576911
2020,21,150576913
2020,21,150576914
2020,21,150576915
2020,21,150576916
2020,21,150576917
2020,21,150576918
2020,21,150576919
2020,21,150576920
2020,21,150576921
2020,21,150576922
2020,22,150576923
2020,21,150576925
2020,21,150576926
2020,21,150576927
2020,21,150576928
2020,21,150576929
2020,21,150576930
2020,21,150576931
2020,21,150576932
2020,21,150576933
2020,21,150576934
2020,21,150576937
2020,21,150576936
2020,21,150576938
2020,21,150576940
2020,21,150576939
2020,21,150576941
2020,21,150576942
2020,21,150576943
2020,21,150576944
2020,21,150576945
2020,21,150576946
2020,21,150576947
2020,21,150576949
2020,21,150576950
2020,21,150576951
2020,21,150576952
2020,21,150576953
2020,21,150576954
2020,21,150576955
2020,21,150576956
2020,21,150576957
2020,21,150576958
2020,21,150576959
2020,21,150576960
2020,21,150576961
2020,21,150576962
2020,21,150576963
2020,21,150576964
2020,21,150576966
2020,21,150576967
2020,21,150576968
2020,21,150576969
2020,21,150576970
2020,21,150576971
2020,21,150576972
2020,21,150576974
2020,21,150576975
2020,21,150576976
2020,21,150576978
2020,21,150576979
2020,21,150576981
2020,21,150576982
2020,21,150576983
2020,21,150576984
2020,21,150576985
2020,21,150576986
2020,21,150576989
2020,21,150576990
2020,21,150576991
2020,21,150576992
2020,21,150576993
2020,22,150576994
2020,21,150576995
2020,21,150576997
2020,21,150576996
2020,21,150576999
2020,21,150576998
2020,21,150577000
2020,21,150577001
2020,21,150577003
2020,21,150577004
2020,21,150577005
2020,21,150577007
2020,21,150577008
2020,21,150577009
2020,21,150577010
2020,21,150577012
2020,21,150577011
2020,21,150577013
2020,21,150577014
2020,21,150577015
2020,21,150577016
2020,21,150577017
2020,21,150577018
2020,21,150577019
2020,21,150577020
2020,21,150577021
2020,21,150577022
2020,21,150577024
2020,21,150577023
2020,21,150577025
2020,21,150577026
2020,21,150577027
2020,21,150577028
2020,21,150577029
2020,22,150577032
2020,21,150577033
2020,21,150577034
2020,21,150577035
2020,21,150577036
2020,21,150577038
2020,21,150577039
2020,21,150577040
2020,21,150577041
2020,21,150577042
2020,21,150577043
2020,21,150577044
2020,21,150577045
2020,21,150577046
2020,21,150577048
2020,21,150577050
2020,21,150577051
2020,21,150577052
2020,21,150577053
2020,21,150577054
2020,21,150577055
2020,21,150577060
2020,21,150577061
2020,21,150577062
2020,21,150577064
2020,21,150577063
2020,21,150577065
2020,21,150577066
2020,21,150577067
2020,21,150577068
2020,21,150577069
2020,21,150577070
2020,21,150577071
2020,21,150577072
2020,21,150577073
2020,21,150577074
2020,21,150577076
2020,21,150577075
2020,21,150577077
2020,21,150577078
2020,21,150577079
2020,21,150577080
2020,21,150577081
2020,21,150577083
2020,21,150577084
2020,21,150577085
2020,21,150577086
2020,21,150577087
2020,21,150577088
2020,21,150577090
