"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2020,134457354,148246951
2020,134457355,148246952
2020,134457356,148246953
2020,134457357,148246954
2020,134457358,148246955
2020,134457359,148246956
2020,134457360,148246957
2020,134457361,148246958
2020,134457362,148246959
2020,134457363,148246960
2020,134457364,148246961
2020,134457365,148246962
2020,134457366,148246963
2020,134457367,148246964
2020,134457368,148246966
2020,134457369,148246965
2020,134457370,148246967
2020,134457372,148246969
2020,134457373,148246971
2020,134457374,148246970
2020,134457375,148246972
2020,134457375,148246973
2020,134457375,148246974
2020,134457376,148246973
2020,134457377,148246975
2020,134457379,148246978
2020,134457380,148246979
2020,134457381,148246980
2020,134457382,148246981
2020,134457383,148246982
2020,134457384,148246984
2020,134457384,148246983
2020,134457385,148246985
2020,134457387,148246987
2020,134457388,148246988
2020,134457390,148246990
2020,134457390,148246989
2020,134457391,148246989
2020,134457389,148246989
2020,134457392,148246991
2020,134457393,148246992
2020,134457394,148246993
2020,134457395,148246994
2020,134457396,148246995
2020,134457397,148246996
2020,134457398,148246997
2020,134457398,148246998
2020,134457399,148246999
2020,134457400,148247000
2020,134457401,148247001
2020,134457402,148247002
2020,134457403,148247003
2020,134457404,148247004
2020,134457405,148247005
2020,134457406,148247006
2020,134457407,148247007
2020,134457408,148247008
2020,134457409,148247009
2020,134457410,148247010
2020,134457411,148247011
2020,134457412,148247012
2020,134457413,148247013
2020,134457414,148247014
2020,134457415,148247015
2020,134457416,148247016
2020,134457417,148247017
2020,134457418,148247018
2020,134457418,148247019
2020,134457419,148247020
2020,134457420,148247023
2020,134457420,148247021
2020,134457420,148247022
2020,134457421,148247024
2020,134457422,148247025
2020,134457423,148247026
2020,134457424,148247027
2020,134457425,148247028
2020,134457425,148247029
2020,134457426,148247030
2020,134457426,148247031
2020,134457427,148247032
2020,134457428,148247033
2020,134457429,148247034
2020,134457430,148247034
2020,134457431,148247035
2020,134457431,148247036
2020,134457432,148247037
2020,134457433,148247038
2020,134457434,148247038
2020,134457435,148247040
2020,134457435,148247039
2020,134457436,148247041
2020,134457437,148247042
2020,134457438,148247043
2020,134457439,148247044
2020,134457440,148247045
2020,134457441,148247045
2020,134457442,148247046
2020,134457443,148247047
2020,134457444,148247048
2020,134457445,148247049
2020,134457446,148247050
2020,134457447,148247051
2020,134457448,148247052
2020,134457449,148247053
2020,134457450,148247055
2020,134457450,148247054
2020,134457451,148247056
2020,134457452,148247057
2020,134457453,148247057
2020,134457454,148247058
2020,135771155,149841293
2020,135771156,149841294
2020,135771157,149841295
2020,135771158,149841296
2020,135771159,149841297
2020,135771160,149841298
2020,135771161,149841299
2020,135771162,149841300
2020,135771163,149841301
2020,135771164,149841302
2020,135771165,149841305
2020,135771165,149841304
2020,135771165,149841303
2020,135771166,149841306
2020,135771167,149841307
2020,135771168,149841308
2020,135771170,149841309
2020,135771169,149841309
2020,135771171,149841310
2020,135771173,149841310
2020,135771172,149841310
2020,135771174,149841311
2020,135771175,149841312
2020,135771177,149841314
2020,135771179,149841316
2020,135771181,149841317
2020,135771180,149841318
2020,135771182,149841319
2020,135771183,149841320
2020,135771184,149841321
2020,135771185,149841322
2020,135771186,149841323
2020,135771199,149841327
2020,135771200,149841329
2020,135771201,149841328
2020,135771201,149841329
2020,135771200,149841328
2020,135771202,149841330
2020,135771203,149841331
2020,135771204,149841332
2020,135771205,149841333
2020,135771206,149841334
2020,135771207,149841335
2020,135771208,149841336
2020,135771209,149841337
2020,135771210,149841338
2020,135771211,149841339
2020,135771213,149841340
2020,135771212,149841341
2020,135771214,149841342
2020,135771215,149841343
2020,135771216,149841344
2020,135771217,149841345
2020,135771218,149841346
2020,135771219,149841347
2020,135771220,149841348
2020,135771221,149841349
2020,135771222,149841350
2020,135771223,149841351
2020,135771224,149841353
2020,135771224,149841352
2020,135771228,149841356
2020,135771229,149841357
2020,135771230,149841358
2020,135771232,149841360
2020,135771233,149841361
2020,135771239,149841363
2020,135771238,149841362
2020,135771237,149841362
2020,135771235,149841362
2020,135771236,149841362
2020,135771234,149841362
2020,135771240,149841364
2020,135771241,149841366
2020,135771241,149841365
2020,135771242,149841367
2020,135771243,149841368
2020,135771244,149841369
2020,135771245,149841370
2020,135771246,149841371
2020,135771248,149841373
2020,135771249,149841374
2020,135771250,149841375
2020,135771251,149841376
2020,135771253,149841377
2020,135771252,149841377
2020,135771254,149841378
2020,135771255,149841379
2020,135771256,149841380
2020,135771257,149841381
2020,135771258,149841382
2020,135771259,149841383
2020,135771260,149841384
2020,135771261,149841385
2020,135771262,149841386
2020,135771263,149841387
2020,135771264,149841387
2020,135771265,149841387
2020,135771266,149841388
2020,135771267,149841389
2020,135771268,149841390
2020,135771269,149841391
2020,135771270,149841392
2020,135771271,149841393
2020,135771272,149841394
2020,135771273,149841395
2020,135771274,149841396
2020,135771275,149841397
2020,135771276,149841399
2020,135771276,149841398
2020,135771277,149841400
2020,135771278,149841401
2020,135771279,149841402
2020,135771279,149841403
2020,135771280,149841404
2020,135771281,149841405
2020,135771282,149841406
2020,135771282,149841407
2020,135771284,149841409
2020,135771285,149841410
2020,135771285,149841411
2020,135771286,149841412
2020,135771287,149841414
2020,135771287,149841413
2020,135771288,149841415
2020,135771289,149841416
2020,135771290,149841417
2020,135771291,149841418
2020,135771292,149841419
2020,135771293,149841420
2020,135771294,149841421
2020,135771295,149841422
2020,135771297,149841424
2020,135771298,149841425
2020,135771299,149841426
2020,135771302,149841428
2020,135771302,149841429
2020,135771304,149841431
2020,135771303,149841430
2020,135771305,149841432
2020,135771306,149841433
2020,135771307,149841434
2020,135771308,149841435
2020,135771309,149841436
2020,135771310,149841439
2020,135771310,149841437
2020,135771310,149841438
2020,135771311,149841440
2020,135771312,149841441
2020,135771313,149841442
2020,135771314,149841443
2020,135771315,149841444
2020,135771316,149841445
2020,135771317,149841446
2020,135771318,149841447
2020,135771319,149841448
2020,135771320,149841449
2020,135771322,149841451
2020,135771323,149841452
2020,135771324,149841453
2020,135771325,149841455
2020,135771325,149841454
2020,135771326,149841456
2020,135771327,149841457
2020,135771329,149841459
2020,135771330,149841460
2020,135771331,149841461
2020,135771332,149841462
2020,135771333,149841463
2020,135771334,149841464
2020,135771335,149841465
2020,135771336,149841466
2020,135771337,149841467
2020,135771338,149841468
2020,135771339,149841469
2020,135771340,149841470
2020,135771342,149841471
2020,135771341,149841471
2020,135771343,149841472
2020,137577001,151632253
2020,137572436,151632273
2020,137572485,151632320
2020,137572494,151623910
2020,137572494,151623909
2020,137572503,151632347
2020,137577076,151632356
2020,137577091,151632364
2020,137572513,151623938
2020,137572513,151632364
2020,137572525,151632385
2020,137572525,151623953
2020,137572525,151623956
2020,137577156,151632430
2020,137577156,151632429
2020,137577172,151624001
2020,137572574,151632458
2020,137572574,151624008
2020,137577195,151632475
2020,137572616,151632512
2020,137577231,151624058
2020,137572638,151632535
2020,137572655,151632544
2020,137572671,151632562
2020,135771344,149841473
2020,135771346,149841474
2020,135771345,149841474
2020,135771347,149841475
2020,135771348,149841476
2020,135771349,149841477
2020,135771350,149841478
2020,135771351,149841479
2020,135771352,149841480
2020,135771353,149841481
2020,135771354,149841482
2020,135771356,149841484
2020,135771357,149841485
2020,135771358,149841486
2020,135771359,149841488
2020,135771359,149841487
2020,135771360,149841489
2020,135771361,149841490
2020,135771362,149841491
2020,135771363,149841492
2020,135771364,149841493
2020,135771366,149841495
2020,135771367,149841495
2020,135771368,149841496
2020,135771369,149841497
2020,135771378,149841505
2020,135771380,149841506
2020,135771379,149841506
2020,135771381,149841507
2020,135771382,149841508
2020,139659639,153752298
2020,139664021,153752307
2020,139664039,153756702
2020,139664057,153756716
2020,139664064,153756724
2020,139659703,153756723
2020,139664121,153752417
2020,139659781,153756785
2020,139664162,153756823
2020,139664168,153756831
2020,139664168,153756830
2020,139664255,153756908
2020,139664265,153752687
2020,139660012,153756920
2020,139660012,153752700
2020,139664290,153756946
2020,139664290,153756947
2020,139660069,153756962
2020,139664325,153752771
2020,139664330,153752774
2020,139664356,153752812
2020,139660141,153752827
2020,139660150,153752838
2020,139664372,153752838
2020,139660160,153757040
2020,139660191,153757063
2020,139660207,153757068
2020,139660204,153757068
2020,139660245,153752928
2020,139660245,153752929
2020,139660255,153752928
2020,139660248,153752928
2020,139664435,153752928
2020,139664437,153752929
2020,139664437,153752928
2020,139664432,153752929
2020,139660284,153752970
2020,139660300,153752988
2020,139660359,153753069
2020,139660385,153753088
2020,139660394,153753093
2020,139660423,153753121
2020,139660423,153753119
2020,139664556,153753143
2020,139664556,153753144
2020,139664571,153753168
2020,139664591,153757238
2020,139664589,153757238
2020,139664596,153753212
2020,139664598,153757245
2020,139660518,153753224
2020,139660535,153757253
2020,139664614,153757263
2020,139664618,153753261
2020,139664618,153753260
2020,139664623,153757272
2020,139660580,153757273
2020,139660600,153753299
2020,139664646,153753322
2020,139660630,153753333
2020,139660660,153753365
2020,139660679,153753388
2020,139664670,153753388
2020,139664686,153753409
2020,139664687,153753409
2020,139664686,153753410
2020,139664686,153753408
2020,139664693,153753425
2020,139660729,153757356
2020,139660745,153757363
2020,139664713,153753466
2020,139664726,153753486
2020,139660832,153757413
2020,139660836,153757416
2020,139664763,153757430
2020,139664815,153753610
2020,139660944,153757500
2020,139660949,153757505
2020,139664853,153757520
2020,139664861,153753689
2020,139664468,153757125
2020,139664469,153757125
2020,139660308,153757131
2020,139660327,153757137
2020,139660360,153753060
2020,139660360,153757157
2020,139664519,153753076
2020,139664518,153753076
2020,139664517,153753076
2020,139664532,153757182
2020,139664536,153757185
2020,139660409,153757185
2020,139660419,153757185
2020,139660412,153757185
2020,139660421,153757185
2020,139664539,153757185
2020,139664557,153753146
2020,139660464,153753164
2020,139664572,153753174
2020,139660472,153753174
2020,139660475,153753174
2020,139664587,153753205
2020,139664587,153753206
2020,139664595,153757242
2020,139664609,153753237
2020,139660584,153757281
2020,139664638,153753294
2020,139664637,153753294
2020,139664719,153757387
2020,139664731,153757398
2020,139664742,153757406
2020,139664742,153753511
2020,139664783,153753559
2020,139660888,153753585
2020,139660902,153753593
2020,139664805,153753603
2020,135770374,149835516
2020,135770469,149835619
2020,135770483,149835632
2020,135770524,149835671
2020,135770524,149835672
2020,135770525,149835674
2020,135770461,149835609
2020,135770460,149835609
2020,135770461,149835610
2020,135770532,149835681
2020,135770533,149835682
2020,135770534,149835683
2020,135770535,149835684
2020,135770536,149835685
2020,135770537,149835686
2020,135770537,149835687
2020,135770538,149835688
2020,135770539,149835689
2020,135770540,149835690
2020,135770541,149835691
2020,135770541,149835692
2020,135770542,149835693
2020,135770543,149835694
2020,135770544,149835695
2020,135770545,149835696
2020,135770546,149835697
2020,135770547,149835698
2020,135770548,149835699
2020,135770550,149835700
2020,135770549,149835700
2020,135770551,149835701
2020,135770552,149835702
2020,135770553,149835702
2020,135770554,149835703
2020,135770555,149835704
2020,135770556,149835705
2020,135770557,149835706
2020,135770561,149835710
2020,135770562,149835711
2020,135770565,149835714
2020,135770404,149835545
2020,135770416,149835558
2020,135770422,149835564
2020,135770422,149835565
2020,137577176,151632453
2020,137577200,151624029
2020,137572622,151624053
2020,137572621,151624054
2020,137572662,151624086
2020,137572677,151624097
2020,137577264,151624095
2020,137577283,151624112
2020,137572739,151632629
2020,137577342,151624162
2020,137577342,151632643
2020,137572781,151624180
2020,137572781,151624181
2020,137572815,151624224
2020,137572835,151632716
2020,137572842,151624252
2020,137577422,151632730
2020,137577438,151632752
2020,137577444,151632758
2020,137572879,151632759
2020,137577444,151632759
2020,137572879,151632758
2020,137572894,151632768
2020,135770438,149835583
2020,135770457,149835606
2020,135770474,149835623
2020,139659640,153752297
2020,139660031,153752709
2020,139664296,153752733
2020,139664358,153757018
2020,139664384,153752850
2020,139664384,153752849
2020,139660182,153757058
2020,139660217,153757074
2020,139660225,153757082
2020,139660237,153757093
2020,139660233,153757092
2020,139660232,153757092
2020,139660272,153757109
2020,139660295,153757121
2020,139660319,153753007
2020,139664495,153757144
2020,139660335,153753032
2020,139660362,153753070
2020,139660406,153757183
2020,139664544,153753120
2020,139664544,153753118
2020,139660432,153753131
2020,139660440,153753138
2020,139660440,153753139
2020,139660447,153753147
2020,139664563,153753155
2020,139660474,153757220
2020,139664580,153753184
2020,139660494,153753196
2020,139660513,153757250
2020,139660567,153753264
2020,139664635,153753290
2020,139664635,153753292
2020,139660643,153757303
2020,139660642,153757303
2020,139660642,153757302
2020,139660656,153753359
2020,139660656,153753357
2020,139660682,153753391
2020,139660701,153753413
2020,139660701,153753417
2020,139660735,153753439
2020,139660785,153757388
2020,139660802,153757397
2020,139660801,153757397
2020,139664756,153757421
2020,139664756,153753533
2020,139664756,153757422
2020,139664775,153757448
2020,139664788,153757455
2020,139664789,153757455
2020,139664794,153753569
2020,139660897,153757466
2020,139660897,153753591
2020,139660922,153757483
2020,139660922,153757485
2020,139660966,153753656
2020,139660973,153753661
2020,139660973,153757512
2020,139664856,153753681
2020,139660908,153757472
2020,139660909,153757471
2020,139664827,153753632
2020,139660965,153757509
2020,139660996,153753688
2020,137576961,151623825
2020,137576973,151632221
2020,137576991,151623849
2020,137576993,151623849
2020,137577000,151632250
2020,137572432,151623861
2020,137572438,151632274
2020,137577047,151632317
2020,137572495,151632335
2020,137572518,151632375
2020,137577141,151623973
2020,137572540,151632411
2020,137572540,151623973
2020,137577154,151623985
2020,137572569,151632456
